"long","lat","Expediente","Pueblo","Colonia_Ba","Territoria","Alcaldia","Fecha_de_I","Instalado"
-99.218473,19.480668,"29-RURUCO-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-08-03,"Programa SCALL"
-99.218463,19.480674,"30-ALHERA-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-06-28,"Programa SCALL"
-99.206521,19.476305,"31-GAQUFE-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-05-06,"Programa SCALL"
-99.201826,19.476279,"33-ELRAFI-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-05-20,"Programa SCALL"
-99.217672,19.474818,"34-SAJUMA-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-05-18,"Programa SCALL"
-99.178627,19.480287,"35-BAAGCL-AZO-21","NO APLICA","SAN SEBASTIAN","NO APLICA","AZCAPOTZALCO",2021-05-14,"Programa SCALL"
-99.20279,19.477527,"36-AGMEIR-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-05-06,"Programa SCALL"
-99.186222,19.494714,"37-VAFLEM-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-05-22,"Programa SCALL"
-99.209304,19.474776,"39-ROHUES-AZO-21","NO APLICA","SANTIAGO AHUIZOTLA","NO APLICA","AZCAPOTZALCO",2021-05-07,"Programa SCALL"
-99.209304,19.474776,"40-HUVIAN-AZO-21","NO APLICA","SANTIAGO AHUIZOTLA","NO APLICA","AZCAPOTZALCO",2021-05-12,"Programa SCALL"
-99.209304,19.474776,"41-ROHUVI-AZO-21","NO APLICA","SANTIAGO AHUIZOTLA","NO APLICA","AZCAPOTZALCO",2021-05-12,"Programa SCALL"
-99.216574,19.482044,"43-GUVIIS-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-07-07,"Programa SCALL"
-99.215911,19.482999,"45-ALMABA-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-06-02,"Programa SCALL"
-99.215948,19.473699,"46-PICEJO-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-05-26,"Programa SCALL"
-99.216114,19.481049,"48-ANCIES-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-06-02,"Programa SCALL"
-99.193996,19.496977,"50-ALMASA-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-29,"Programa SCALL"
-99.213676,19.477823,"51-ZEMELI-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-06-02,"Programa SCALL"
-99.201737,19.47628,"55-ROMAVE-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-06-11,"Programa SCALL"
-99.199748,19.475027,"56-CABAAL-AZO-21","NO APLICA","SANTA LUCIA","NO APLICA","AZCAPOTZALCO",2021-06-11,"Programa SCALL"
-99.199165,19.474483,"57-CUCUBE-AZO-21","NO APLICA","SANTA LUCIA","NO APLICA","AZCAPOTZALCO",2021-05-13,"Programa SCALL"
-99.196603,19.488677,"63-VISAVI-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-06-12,"Programa SCALL"
-99.196869,19.486293,"64-SAMIMA-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-06-03,"Programa SCALL"
-99.200048,19.491959,"65-VAAVPA-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-09-20,"Programa SCALL"
-99.206936,19.490043,"67-SAARLE-AZO-21","NO APLICA","SAN JUAN TLIHUACA","NO APLICA","AZCAPOTZALCO",2021-06-04,"Programa SCALL"
-99.210958,19.491407,"69-BRBRAR-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-06-12,"Programa SCALL"
-99.205926,19.493169,"70-BRGUMA-AZO-21","NO APLICA","SAN JUAN TLIHUACA","NO APLICA","AZCAPOTZALCO",2021-06-03,"Programa SCALL"
-99.197376,19.489409,"72-CACOLA-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-07-21,"Programa SCALL"
-99.198598,19.474735,"73-ALVAMA-AZO-21","NO APLICA","SANTA LUCIA","NO APLICA","AZCAPOTZALCO",2021-06-09,"Programa SCALL"
-99.207014,19.488474,"74-SUMAMA-AZO-21","NO APLICA","SAN JUAN TLIHUACA","NO APLICA","AZCAPOTZALCO",2021-06-01,"Programa SCALL"
-99.208831,19.473277,"76-FUCEFR-AZO-21","NO APLICA","SANTIAGO AHUIZOTLA","NO APLICA","AZCAPOTZALCO",2021-05-12,"Programa SCALL"
-99.194237,19.474882,"77-JASADA-AZO-21","NO APLICA","SANTA CRUZ ACAYUCAN","NO APLICA","AZCAPOTZALCO",2021-08-16,"Programa SCALL"
-99.196066,19.489053,"80-ROCAMA-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-07-21,"Programa SCALL"
-99.196095,19.489117,"81-SAMEAR-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-07-21,"Programa SCALL"
-99.214595,19.480533,"85-ORROEL-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-05-11,"Programa SCALL"
-99.195255,19.476209,"86-PELUFR-AZO-21","NO APLICA","SANTA CRUZ ACAYUCAN","NO APLICA","AZCAPOTZALCO",2021-06-09,"Programa SCALL"
-99.218179,19.479535,"87-BRBAMA-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-06-02,"Programa SCALL"
-99.191767,19.485793,"88-BOCOCL-AZO-21","NO APLICA","LA PRECIOSA","NO APLICA","AZCAPOTZALCO",2021-09-24,"Programa SCALL Parc"
-99.217825,19.479437,"90-MOVASA-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-05-18,"Programa SCALL"
-99.200041,19.488858,"91-NADERI-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-06-03,"Programa SCALL"
-99.208379,19.49299,"92-GOVARI-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-05-31,"Programa SCALL"
-99.211538,19.491353,"93-CASAEL-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-06-12,"Programa SCALL"
-99.209778,19.490887,"95-GOSOAR-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-05-31,"Programa SCALL"
-99.212137,19.492961,"97-ROVEIG-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-08-13,"Programa SCALL"
-99.20632,19.49325,"99-BRBROM-AZO-21","NO APLICA","SAN JUAN TLIHUACA","NO APLICA","AZCAPOTZALCO",2021-06-04,"Programa SCALL"
-99.204115,19.506003,"103-GAHUJO-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-06-23,"Programa SCALL"
-99.203886,19.505867,"105-SAFLAL-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-06-16,"Programa SCALL"
-99.200865,19.48256,"107-MUCAAN-AZO-21","NO APLICA","PUEBLO SAN BARTOLO CAHUALTONGO","NO APLICA","AZCAPOTZALCO",2021-09-24,"Programa SCALL Parc"
-99.217036,19.476478,"108-MABAMA-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-06-28,"Programa SCALL"
-99.195942,19.489585,"109-CUROMA-AZO-21","NO APLICA","TEZOZOMOC","NO APLICA","AZCAPOTZALCO",2021-08-13,"Programa SCALL"
-99.207828,19.506774,"111-MEHEAD-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-06-07,"Programa SCALL"
-99.218392,19.482542,"113-MEMUAM-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-09-06,"Programa SCALL"
-99.208598,19.491102,"114-BRVITZ-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-06-23,"Programa SCALL"
-99.211122,19.491814,"116-HUCARO-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-06-07,"Programa SCALL"
-99.204242,19.506028,"119-OSALGA-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-06-16,"Programa SCALL"
-99.203686,19.506935,"123-GAANPE-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-08-13,"Programa SCALL"
-99.197417,19.49927,"125-MOSARO-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-08-07,"Programa SCALL"
-99.194175,19.49756,"129-ALMEMA-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-24,"Programa SCALL"
-99.202003,19.492171,"130-CEQUSE-AZO-21","NO APLICA","SAN JUAN TLIHUACA","NO APLICA","AZCAPOTZALCO",2021-08-03,"Programa SCALL"
-99.197486,19.499004,"134-ALGOTE-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-06-15,"Programa SCALL"
-99.197481,19.499018,"135-ALLOJU-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-06-17,"Programa SCALL"
-99.192523,19.497038,"142-HECRMA-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-06-10,"Programa SCALL"
-99.193524,19.49829,"145-GOTOSE-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-24,"Programa SCALL"
-99.195518,19.498931,"146-VAVEAR-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-28,"Programa SCALL"
-99.193967,19.497163,"151-ROVAES-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-28,"Programa SCALL"
-99.193616,19.497284,"152-ESCAPA-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-28,"Programa SCALL"
-99.218095,19.476809,"155-LOFLMA-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-09-02,"Programa SCALL"
-99.193996,19.496977,"156-HEGRMI-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-29,"Programa SCALL"
-99.209706,19.494362,"158-REAYCL-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-06-19,"Programa SCALL"
-99.203464,19.508065,"163-ANMAMA-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-05-29,"Programa SCALL"
-99.204362,19.507073,"165-SAGOLA-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-08-07,"Programa SCALL"
-99.183791,19.493341,"168-LOTOLO-AZO-21","NO APLICA","PUEBLO SAN ANDRES","NO APLICA","AZCAPOTZALCO",2021-08-18,"Programa SCALL"
-99.183803,19.493566,"176-LOAGRA-AZO-21","NO APLICA","PUEBLO SAN ANDRES","NO APLICA","AZCAPOTZALCO",2021-08-11,"Programa SCALL"
-99.180831,19.496032,"178-QUGALI-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-07-13,"Programa SCALL"
-99.203357,19.506414,"179-ARSOMA-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-09-11,"Programa SCALL"
-99.212945,19.496016,"184-MEGOMA-AZO-21","NO APLICA","PROVIDENCIA-AZO","NO APLICA","AZCAPOTZALCO",2021-08-17,"Programa SCALL"
-99.198088,19.499208,"186-OLSAMA-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-09-03,"Programa SCALL"
-99.176545,19.49129,"188-MAMAMA-AZO-21","NO APLICA","SANTA CATARINA","NO APLICA","AZCAPOTZALCO",2021-06-22,"Programa SCALL"
-99.175733,19.491255,"190-TRROMA-AZO-21","NO APLICA","SANTA CATARINA","NO APLICA","AZCAPOTZALCO",2021-07-05,"Programa SCALL"
-99.205944,19.477329,"191-SOQUJE-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-06-19,"Programa SCALL"
-99.173184,19.482806,"192-HEHEJO-AZO-21","NO APLICA","EL JAGUEY","NO APLICA","AZCAPOTZALCO",2021-07-16,"Programa SCALL"
-99.18836,19.496818,"193-MECIAL-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-06-14,"Programa SCALL"
-99.183006,19.497564,"194-ALOLJU-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-07-23,"Programa SCALL"
-99.186937,19.48797,"195-LISAFR-AZO-21","NO APLICA","NUEVO BARRIO SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-07-01,"Programa SCALL"
-99.193006,19.497238,"196-RACALA-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-29,"Programa SCALL"
-99.193996,19.497411,"197-LODIAN-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-28,"Programa SCALL"
-99.176887,19.491509,"199-LAPEJO-AZO-21","NO APLICA","SANTA CATARINA","NO APLICA","AZCAPOTZALCO",2021-06-21,"Programa SCALL"
-99.175198,19.491914,"203-ELCAKA-AZO-21","NO APLICA","SANTA CATARINA","NO APLICA","AZCAPOTZALCO",2021-05-27,"Programa SCALL"
-99.174667,19.491914,"204-RODOHU-AZO-21","NO APLICA","SANTA CATARINA","NO APLICA","AZCAPOTZALCO",2021-07-29,"Programa SCALL"
-99.178156,19.492684,"207-CIDIJU-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-08-18,"Programa SCALL"
-99.176498,19.492278,"209-LAORMA-AZO-21","NO APLICA","SANTA CATARINA","NO APLICA","AZCAPOTZALCO",2021-07-09,"Programa SCALL"
-99.178169,19.492355,"212-LOSUDA-AZO-21","NO APLICA","SANTA CATARINA","NO APLICA","AZCAPOTZALCO",2021-07-03,"Programa SCALL"
-99.177992,19.492394,"213-ANROJO-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-06-18,"Programa SCALL"
-99.193044,19.49715,"214-XXCARI-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-05-24,"Programa SCALL"
-99.178642,19.491575,"220-CANAFA-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-08-05,"Programa SCALL"
-99.186779,19.491239,"221-GASAMA-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-06-17,"Programa SCALL"
-99.185308,19.493501,"222-GAMOMA-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-08-20,"Programa SCALL"
-99.206498,19.505815,"225-PAHEJO-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-06-23,"Programa SCALL"
-99.206349,19.505741,"226-HEGUAN-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-06-29,"Programa SCALL"
-99.181642,19.497368,"228-ACESAN-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-08-19,"Programa SCALL"
-99.189175,19.494001,"229-MOORMA-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-06-21,"Programa SCALL"
-99.179306,19.492453,"231-GOVAHE-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-09-01,"Programa SCALL"
-99.178699,19.491666,"233-ARJIED-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-06-14,"Programa SCALL"
-99.207817,19.472547,"237-FLMOAN-AZO-21","NO APLICA","SANTIAGO AHUIZOTLA","NO APLICA","AZCAPOTZALCO",2021-07-07,"Programa SCALL"
-99.216245,19.483379,"238-PAALIX-AZO-21","NO APLICA","AMPL. SAN PEDRO XALPA","NO APLICA","AZCAPOTZALCO",2021-05-21,"Programa SCALL"
-99.193959,19.497429,"240-ROLOSA-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-07-13,"Programa SCALL"
-99.184682,19.491187,"245-GOCUHI-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-06-30,"Programa SCALL"
-99.181854,19.492637,"247-ROGUVA-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-05-22,"Programa SCALL"
-99.184541,19.491539,"250-CUROCA-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-07-14,"Programa SCALL"
-99.179254,19.491333,"251-CUROJO-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-05-25,"Programa SCALL"
-99.180153,19.494022,"253-MAMOMA-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-09-22,"Programa SCALL"
-99.185619,19.492608,"254-SAGAAN-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-07-06,"Programa SCALL"
-99.20305,19.488855,"259-GURIAB-AZO-21","NO APLICA","SAN JUAN TLIHUACA","NO APLICA","AZCAPOTZALCO",2021-06-04,"Programa SCALL"
-99.18302,19.49215,"264-RIHETA-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-07-26,"Programa SCALL"
-99.178333,19.49639,"266-VIBERO-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-06-10,"Programa SCALL"
-99.184006,19.494043,"267-ORRORO-AZO-21","NO APLICA","PUEBLO SAN ANDRES","NO APLICA","AZCAPOTZALCO",2021-07-26,"Programa SCALL"
-99.188217,19.487638,"269-ESLAFR-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-07-01,"Programa SCALL"
-99.188217,19.487638,"270-CRABDA-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-07-01,"Programa SCALL"
-99.188217,19.487638,"271-ESGAJU-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-08-06,"Programa SCALL"
-99.209,19.475495,"272-SASAJU-AZO-21","NO APLICA","SANTIAGO AHUIZOTLA","NO APLICA","AZCAPOTZALCO",2021-06-28,"Programa SCALL"
-99.180117,19.495729,"273-ROROJO-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-08-21,"Programa SCALL"
-99.207505,19.473267,"276-MOVAMA-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-05-20,"Programa SCALL"
-99.182642,19.493488,"278-LOMEAL-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-05-22,"Programa SCALL"
-99.187231,19.490063,"280-RAROMA-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-06-29,"Programa SCALL"
-99.183486,19.492098,"284-SASOGA-AZO-21","NO APLICA","PUEBLO SAN ANDRES","NO APLICA","AZCAPOTZALCO",2021-07-15,"Programa SCALL"
-99.186317,19.494137,"285-CACRMA-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-06-26,"Programa SCALL"
-99.180066,19.490633,"291-LAMOAN-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-07-26,"Programa SCALL"
-99.20329,19.507354,"294-ROGOMA-AZO-21","NO APLICA","EL ROSARIO-AZO","NO APLICA","AZCAPOTZALCO",2021-09-11,"Programa SCALL"
-99.18185,19.497755,"296-GOREMA-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-07-13,"Programa SCALL"
-99.180708,19.496276,"297-OSHESA-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-06-10,"Programa SCALL"
-99.18668,19.49145,"298-PEY PO-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-06-15,"Programa SCALL"
-99.210218,19.474026,"300-GAMARE-AZO-21","NO APLICA","SANTIAGO AHUIZOTLA","NO APLICA","AZCAPOTZALCO",2021-06-19,"Programa SCALL"
-99.173257,19.481664,"302-VAMACL-AZO-21","NO APLICA","EL JAGUEY","NO APLICA","AZCAPOTZALCO",2021-05-14,"Programa SCALL"
-99.18327,19.498029,"304-SASALI-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-07-08,"Programa SCALL"
-99.18668,19.490197,"306-PEAMNO-AZO-21","NO APLICA","REYNOSA TAMAULIPAS","NO APLICA","AZCAPOTZALCO",2021-07-15,"Programa SCALL"
-99.189085,19.486833,"309-CEVEMA-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-06-21,"Programa SCALL"
-99.187982,19.488696,"312-AYROED-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-08-04,"Programa SCALL"
-99.188008,19.488632,"313-DERONO-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-08-11,"Programa SCALL"
-99.187815,19.489123,"315-ORROJO-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-06-17,"Programa SCALL"
-99.187457,19.489258,"318-ROBEIS-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-08-31,"Programa SCALL"
-99.188002,19.488058,"320-LETAVE-AZO-21","NO APLICA","SAN ANDRES BARRIO","NO APLICA","AZCAPOTZALCO",2021-08-20,"Programa SCALL"
-99.188297,19.487333,"325-FLZAGR-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-06-26,"Programa SCALL"
-99.188301,19.488174,"326-MAXXMA-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-06-21,"Programa SCALL"
-99.188411,19.488412,"328-COESZO-AZO-21","NO APLICA","SAN RAFAEL","NO APLICA","AZCAPOTZALCO",2021-08-05,"Programa SCALL"
-99.194351,19.497579,"329-FLOCAD-AZO-21","NO APLICA","SAN MARTIN XOCHINAHUAC","NO APLICA","AZCAPOTZALCO",2021-06-15,"Programa SCALL"
-99.202634,19.476683,"330-RALEMA-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-07-17,"Programa SCALL"
-99.178703,19.496912,"332-ROCOEU-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-08-05,"Programa SCALL"
-99.183193,19.489991,"333-JAROMA-AZO-21","NO APLICA","SAN MARCOS","NO APLICA","AZCAPOTZALCO",2021-09-10,"Programa SCALL"
-99.186444,19.488805,"334-TRXXAD-AZO-21","NO APLICA","SAN MARCOS","NO APLICA","AZCAPOTZALCO",2021-07-14,"Programa SCALL"
-99.180263,19.496233,"336-GUSUMI-AZO-21","NO APLICA","SANTA BARBARA","NO APLICA","AZCAPOTZALCO",2021-08-19,"Programa SCALL"
-99.202157,19.476818,"337-AMLADI-AZO-21","NO APLICA","SAN MIGUEL AMANTLA","NO APLICA","AZCAPOTZALCO",2021-06-11,"Programa SCALL"
-99.183793,19.48825,"343-CHSARO-AZO-21","NO APLICA","SAN MARCOS","NO APLICA","AZCAPOTZALCO",2021-08-11,"Programa SCALL"
-99.184808,19.490308,"344-JABOFR-AZO-21","NO APLICA","SAN MARCOS","NO APLICA","AZCAPOTZALCO",2021-07-05,"Programa SCALL"
