"long","lat","Expediente","Pueblo","Colonia_Ba","Territoria","Alcaldia","Fecha_de_I","Instalado"
-99.098266,19.454678,"1307-RACRAN-GUO-21","NO APLICA","HEROES DE CERRO PRIETO","NO APLICA","GUSTAVO A. MADERO",2021-08-19,"Programa SCALL"
-99.103432,19.452894,"1309-LUGAJU-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-06-02,"Programa SCALL"
-99.103355,19.453077,"1311-ARBEVI-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-05-25,"Programa SCALL"
-99.105776,19.454268,"1312-TOGUBR-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-09-09,"Programa SCALL"
-99.091912,19.466811,"1316-BUCRSU-GUO-21","NO APLICA","EJIDO SAN JUAN DE ARAGON","NO APLICA","GUSTAVO A. MADERO",2021-09-14,"Programa SCALL"
-99.06658,19.476066,"1317-BUROFR-GUO-21","NO APLICA","LA PRADERA","NO APLICA","GUSTAVO A. MADERO",2021-09-02,"Programa SCALL"
-99.078866,19.471572,"1318-PAFAIT-GUO-21","NO APLICA","SAN JUAN DE ARAGON 7A SECC","NO APLICA","GUSTAVO A. MADERO",2021-06-02,"Programa SCALL"
-99.128509,19.523287,"1323-SOTONA-GUO-21","NO APLICA","BARRIO SAN JUAN Y GUADALUPE TICOMAN","NO APLICA","GUSTAVO A. MADERO",2021-09-06,"Programa SCALL"
-99.068326,19.479242,"1329-MOROMA-GUO-21","NO APLICA","AMPL. PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-29,"Programa SCALL"
-99.072712,19.477472,"1337-CACOMA-GUO-21","NO APLICA","AMPL. PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-13,"Programa SCALL"
-99.066701,19.475967,"1339-JAPOMA-GUO-21","NO APLICA","LA PRADERA","NO APLICA","GUSTAVO A. MADERO",2021-07-02,"Programa SCALL"
-99.082115,19.470367,"1343-CRGAMA-GUO-21","NO APLICA","PUEBLO SAN JUAN DE ARAGON","NO APLICA","GUSTAVO A. MADERO",2021-06-02,"Programa SCALL"
-99.06777,19.479518,"1344-GOZARE-GUO-21","NO APLICA","AMPL. PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-05-21,"Programa SCALL"
-99.06976,19.478113,"1354-ABMEM -GUO-21","NO APLICA","AMPL. PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-29,"Programa SCALL"
-99.070253,19.498342,"1358-BRACGA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-06-24,"Programa SCALL"
-99.084753,19.468197,"1361-HESOJU-GUO-21","NO APLICA","PUEBLO SAN JUAN DE ARAGON","NO APLICA","GUSTAVO A. MADERO",2021-07-14,"Programa SCALL"
-99.107222,19.484626,"1367-ALGUMA-GUO-21","NO APLICA","15 DE AGOSTO","NO APLICA","GUSTAVO A. MADERO",2021-07-03,"Programa SCALL"
-99.096539,19.496615,"1369-MEBAAI-GUO-21","NO APLICA","PUEBLO DE SANTIAGO ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-07-27,"Programa SCALL"
-99.11185,19.498716,"1370-PIHEAL-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-04-19,"Programa SCALL"
-99.067545,19.479679,"1371-HECAJU-GUO-21","NO APLICA","AMPL. PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-02,"Programa SCALL"
-99.076101,19.492095,"1373-VIANEL-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-05-20,"Programa SCALL"
-99.100949,19.460708,"1377-REGUMA-GUO-21","NO APLICA","GERTRUDIS SANCHEZ 3A SECC","NO APLICA","GUSTAVO A. MADERO",2021-05-25,"Programa SCALL"
-99.072329,19.469101,"1380-SUDEBR-GUO-21","NO APLICA","SAN JUAN DE ARAGON 7A SECC","NO APLICA","GUSTAVO A. MADERO",2021-05-18,"Programa SCALL"
-99.110093,19.491925,"1384-CRHESO-GUO-21","NO APLICA","TRIUNFO DE LA REPUBLICA","NO APLICA","GUSTAVO A. MADERO",2021-08-10,"Programa SCALL"
-99.073339,19.494059,"1387-CAMOAI-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-07-23,"Programa SCALL"
-99.133589,19.545698,"1391-RAMIVI-GUO-21","NO APLICA","AHUEHUETES","NO APLICA","GUSTAVO A. MADERO",2021-06-10,"Programa SCALL"
-99.096942,19.501112,"1397-MEMOMA-GUO-21","NO APLICA","GABRIEL HERNANDEZ","NO APLICA","GUSTAVO A. MADERO",2021-05-22,"Programa SCALL"
-99.102056,19.490674,"1398-GAJICA-GUO-21","NO APLICA","LA DINAMITA","NO APLICA","GUSTAVO A. MADERO",2021-07-03,"Programa SCALL"
-99.125321,19.556928,"1399-RIOLJA-GUO-21","NO APLICA","LA CASILDA","NO APLICA","GUSTAVO A. MADERO",2021-05-28,"Programa SCALL"
-99.138972,19.543563,"1400-ORGATE-GUO-21","NO APLICA","CUAUTEPEC DE MADERO","NO APLICA","GUSTAVO A. MADERO",2021-06-17,"Programa SCALL"
-99.102922,19.454974,"1403-BAGAMI-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-05-25,"Programa SCALL"
-99.128683,19.565053,"1404-GURIJU-GUO-21","NO APLICA","FORESTAL","NO APLICA","GUSTAVO A. MADERO",2021-06-09,"Programa SCALL"
-99.129011,19.523009,"1405-GACABA-GUO-21","NO APLICA","BARRIO SAN JUAN Y GUADALUPE TICOMAN","NO APLICA","GUSTAVO A. MADERO",2021-06-30,"Programa SCALL"
-99.144448,19.544587,"1406-ARGUNA-GUO-21","NO APLICA","DEL BOSQUE","NO APLICA","GUSTAVO A. MADERO",2021-07-30,"Programa SCALL"
-99.086662,19.503166,"1408-ALCACA-GUO-21","NO APLICA","NUEVA ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-05-31,"Programa SCALL"
-99.071431,19.497755,"1410-ORMUMA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-05-20,"Programa SCALL"
-99.124223,19.550254,"1413-CALUJO-GUO-21","NO APLICA","TLALPEXCO","NO APLICA","GUSTAVO A. MADERO",2021-05-26,"Programa SCALL"
-99.10654,19.456703,"1416-GAHEBR-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-06-02,"Programa SCALL"
-99.139361,19.520915,"1417-ESORMA-GUO-21","NO APLICA","BARRIO CANDELARIA TICOMAN","NO APLICA","GUSTAVO A. MADERO",2021-06-30,"Programa SCALL"
-99.138175,19.535799,"1419-SASAAL-GUO-21","NO APLICA","AMPL. BENITO JUAREZ","NO APLICA","GUSTAVO A. MADERO",2021-05-29,"Programa SCALL"
-99.101794,19.457921,"1420-CAOLTE-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-05-25,"Programa SCALL"
-99.139297,19.544441,"1421-FEGIER-GUO-21","NO APLICA","CUAUTEPEC DE MADERO","NO APLICA","GUSTAVO A. MADERO",2021-06-04,"Programa SCALL"
-99.080992,19.493593,"1423-LOARMA-GUO-21","NO APLICA","25 DE JULIO","NO APLICA","GUSTAVO A. MADERO",2021-07-21,"Programa SCALL"
-99.128706,19.522899,"1424-ROMOLE-GUO-21","NO APLICA","BARRIO SAN JUAN Y GUADALUPE TICOMAN","NO APLICA","GUSTAVO A. MADERO",2021-06-25,"Programa SCALL"
-99.06144,19.445421,"1425-SAPOJO-GUO-21","NO APLICA","U.H. CUCHILLA DEL TESORO","NO APLICA","GUSTAVO A. MADERO",2021-09-14,"Programa SCALL"
-99.086569,19.506749,"1426-HEARMA-GUO-21","NO APLICA","JUAN GONZALEZ ROMERO","NO APLICA","GUSTAVO A. MADERO",2021-05-31,"Programa SCALL"
-99.129019,19.522819,"1428-AYCOEN-GUO-21","NO APLICA","BARRIO SAN JUAN Y GUADALUPE TICOMAN","NO APLICA","GUSTAVO A. MADERO",2021-05-29,"Programa SCALL"
-99.12816,19.57501,"1429-URORJU-GUO-21","NO APLICA","AMPL. MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-06-19,"Programa SCALL"
-99.12816,19.57501,"1431-URORJO-GUO-21","NO APLICA","AMPL. MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-06-19,"Programa SCALL"
-99.071209,19.491484,"1432-PAGUFL-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-05-18,"Programa SCALL"
-99.086447,19.470965,"1434-TRARJO-GUO-21","NO APLICA","PUEBLO SAN JUAN DE ARAGON","NO APLICA","GUSTAVO A. MADERO",2021-07-07,"Programa SCALL"
-99.132451,19.556957,"1435-ORCASU-GUO-21","NO APLICA","CUAUTEPEC BARRIO ALTO","NO APLICA","GUSTAVO A. MADERO",2021-05-28,"Programa SCALL"
-99.13193,19.573162,"1437-OLRUMA-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-05-24,"Programa SCALL"
-99.131878,19.573139,"1439-CAROMA-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-05-24,"Programa SCALL"
-99.07281,19.493313,"1440-SAPEAD-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-05-13,"Programa SCALL"
-99.136309,19.477086,"1441-DELANO-GUO-21","NO APLICA","CAPULTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-07-31,"Programa SCALL"
-99.143512,19.562417,"1444-GAROAR-GUO-21","NO APLICA","LUIS DONALDO COLOSIO","NO APLICA","GUSTAVO A. MADERO",2021-07-22,"Programa SCALL"
-99.082451,19.503187,"1446-GOPAAN-GUO-21","NO APLICA","NUEVA ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-05-31,"Programa SCALL"
-99.134545,19.56984,"1447-AROJGL-GUO-21","NO APLICA","LOMAS DE CUAUTEPEC","NO APLICA","GUSTAVO A. MADERO",2021-06-12,"Programa SCALL"
-99.100902,19.502602,"1448-MICAMI-GUO-21","NO APLICA","AMPL. GABRIEL HERNANDEZ","NO APLICA","GUSTAVO A. MADERO",2021-06-08,"Programa SCALL"
-99.073243,19.479552,"1450-VAMAGU-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-29,"Programa SCALL"
-99.113873,19.492866,"1451-VAPEBE-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-09-20,"Programa SCALL"
-99.133637,19.567901,"1452-RASAMI-GUO-21","NO APLICA","LOMAS DE CUAUTEPEC","NO APLICA","GUSTAVO A. MADERO",2021-07-26,"Programa SCALL"
-99.133683,19.567889,"1453-GAHEAN-GUO-21","NO APLICA","LOMAS DE CUAUTEPEC","NO APLICA","GUSTAVO A. MADERO",2021-05-24,"Programa SCALL"
-99.134503,19.542746,"1456-BORASI-GUO-21","NO APLICA","DEL CARMEN-GUO","NO APLICA","GUSTAVO A. MADERO",2021-06-17,"Programa SCALL"
-99.131805,19.576709,"1459-CRDEMA-GUO-21","NO APLICA","AMPL. MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-06-01,"Programa SCALL"
-99.128892,19.558179,"1461-MARAIS-GUO-21","NO APLICA","LA CASILDA","NO APLICA","GUSTAVO A. MADERO",2021-06-07,"Programa SCALL"
-99.132595,19.575329,"1464-PEMOLA-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-05-24,"Programa SCALL"
-99.125504,19.558413,"1465-FLHEJU-GUO-21","NO APLICA","LA CASILDA","NO APLICA","GUSTAVO A. MADERO",2021-08-06,"Programa SCALL"
-99.140289,19.554819,"1466-SANOCR-GUO-21","NO APLICA","LOMA LA PALMA","NO APLICA","GUSTAVO A. MADERO",2021-06-11,"Programa SCALL"
-99.073169,19.494519,"1467-GAANSA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-06-18,"Programa SCALL"
-99.073604,19.493908,"1468-FUCOMA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-07-05,"Programa SCALL"
-99.127595,19.52247,"1471-LOCAJU-GUO-21","NO APLICA","BARRIO SAN JUAN Y GUADALUPE TICOMAN","NO APLICA","GUSTAVO A. MADERO",2021-06-25,"Programa SCALL"
-99.145269,19.49659,"1477-MAGUAR-GUO-21","NO APLICA","SAN BARTOLO ATEPEHUACAN","NO APLICA","GUSTAVO A. MADERO",2021-09-24,"Programa SCALL Parc"
-99.129568,19.549715,"1478-HEVIGA-GUO-21","NO APLICA","PALMATITLA","NO APLICA","GUSTAVO A. MADERO",2021-06-03,"Programa SCALL"
-99.132267,19.575294,"1480-MARESA-GUO-21","NO APLICA","AMPL. MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-07-26,"Programa SCALL"
-99.13263,19.574318,"1481-ANOLDA-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-05-24,"Programa SCALL"
-99.15571,19.547697,"1482-RARAJO-GUO-21","NO APLICA","CHALMA DE GUADALUPE","NO APLICA","GUSTAVO A. MADERO",2021-07-10,"Programa SCALL"
-99.088201,19.490445,"1483-GOGORI-GUO-21","NO APLICA","NUEVA ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-09-09,"Programa SCALL"
-99.112396,19.499931,"1485-FRROSA-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-06-15,"Programa SCALL"
-99.09676,19.492746,"1486-LOPOTE-GUO-21","NO APLICA","VASCO DE QUIROGA","NO APLICA","GUSTAVO A. MADERO",2021-06-08,"Programa SCALL"
-99.079267,19.470467,"1487-RIFLAL-GUO-21","NO APLICA","SAN JUAN DE ARAGON 7A SECC","NO APLICA","GUSTAVO A. MADERO",2021-07-17,"Programa SCALL"
-99.086471,19.472806,"1489-GOACHE-GUO-21","NO APLICA","EL OLIVO","NO APLICA","GUSTAVO A. MADERO",2021-06-02,"Programa SCALL"
-99.102434,19.506243,"1490-REOCRU-GUO-21","NO APLICA","AMPL. GABRIEL HERNANDEZ","NO APLICA","GUSTAVO A. MADERO",2021-05-22,"Programa SCALL"
-99.130933,19.553309,"1492-TOCACE-GUO-21","NO APLICA","PALMATITLA","NO APLICA","GUSTAVO A. MADERO",2021-08-09,"Programa SCALL"
-99.084092,19.505837,"1494-IDNALE-GUO-21","NO APLICA","NUEVA ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-07-23,"Programa SCALL"
-99.069621,19.476556,"1495-CASOYO-GUO-21","NO APLICA","AMPL. PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-29,"Programa SCALL"
-99.125513,19.556463,"1496-FRPUES-GUO-21","NO APLICA","LA CASILDA","NO APLICA","GUSTAVO A. MADERO",2021-06-07,"Programa SCALL"
-99.13739,19.562269,"1497-CELOIR-GUO-21","NO APLICA","EL TEPETATAL","NO APLICA","GUSTAVO A. MADERO",2021-08-03,"Programa SCALL"
-99.100829,19.455327,"1498-SADIGL-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-07-07,"Programa SCALL"
-99.142282,19.554974,"1500-ALSAFR-GUO-21","NO APLICA","LOMA LA PALMA","NO APLICA","GUSTAVO A. MADERO",2021-09-25,"Programa SCALL"
-99.134037,19.570971,"1502-HEHEFE-GUO-21","NO APLICA","LOMAS DE CUAUTEPEC","NO APLICA","GUSTAVO A. MADERO",2021-06-19,"Programa SCALL"
-99.137388,19.562646,"1503-CAMAGU-GUO-21","NO APLICA","EL TEPETATAL","NO APLICA","GUSTAVO A. MADERO",2021-07-22,"Programa SCALL"
-99.131617,19.576726,"1504-XXUBAL-GUO-21","NO APLICA","AMPL. MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-06-19,"Programa SCALL"
-99.141501,19.564718,"1506-VASOMA-GUO-21","NO APLICA","COMPOSITORES MEXICANOS","NO APLICA","GUSTAVO A. MADERO",2021-08-25,"Programa SCALL"
-99.071513,19.494312,"1507-CADEAL-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-06-18,"Programa SCALL"
-99.129883,19.565837,"1510-OCALCI-GUO-21","NO APLICA","FORESTAL","NO APLICA","GUSTAVO A. MADERO",2021-06-09,"Programa SCALL"
-99.138687,19.548733,"1512-GOGUMA-GUO-21","NO APLICA","VALLE DE MADERO","NO APLICA","GUSTAVO A. MADERO",2021-07-19,"Programa SCALL"
-99.131922,19.57523,"1513-GOGUER-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-06-01,"Programa SCALL"
-99.131607,19.576466,"1515-ARCALE-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-08-17,"Programa SCALL"
-99.082308,19.466556,"1516-PECRVE-GUO-21","NO APLICA","PUEBLO SAN JUAN DE ARAGON","NO APLICA","GUSTAVO A. MADERO",2021-07-14,"Programa SCALL"
-99.066148,19.475807,"1517-ALMACA-GUO-21","NO APLICA","LA PRADERA","NO APLICA","GUSTAVO A. MADERO",2021-07-02,"Programa SCALL"
-99.07726,19.491335,"1518-GATOSA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-06-18,"Programa SCALL"
-99.140915,19.545999,"1520-GUMAAD-GUO-21","NO APLICA","CUAUTEPEC DE MADERO","NO APLICA","GUSTAVO A. MADERO",2021-08-12,"Programa SCALL"
-99.140956,19.546006,"1521-LECRAL-GUO-21","NO APLICA","CUAUTEPEC DE MADERO","NO APLICA","GUSTAVO A. MADERO",2021-08-18,"Programa SCALL"
-99.136068,19.540887,"1522-MORILA-GUO-21","NO APLICA","CASTILLO CHICO","NO APLICA","GUSTAVO A. MADERO",2021-08-27,"Programa SCALL"
-99.134176,19.5714,"1523-CAMAKA-GUO-21","NO APLICA","LOMAS DE CUAUTEPEC","NO APLICA","GUSTAVO A. MADERO",2021-06-19,"Programa SCALL"
-99.134774,19.540716,"1524-CAMOLE-GUO-21","NO APLICA","CASTILLO CHICO","NO APLICA","GUSTAVO A. MADERO",2021-06-04,"Programa SCALL"
-99.092317,19.50335,"1525-HETOME-GUO-21","NO APLICA","JUAN GONZALEZ ROMERO","NO APLICA","GUSTAVO A. MADERO",2021-06-14,"Programa SCALL"
-99.070071,19.476724,"1526-RIMERU-GUO-21","NO APLICA","AMPL. PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-23,"Programa SCALL"
-99.110861,19.497059,"1527-CRSARI-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-06-15,"Programa SCALL"
-99.14256,19.545181,"1528-ROCIAR-GUO-21","NO APLICA","DEL BOSQUE","NO APLICA","GUSTAVO A. MADERO",2021-07-10,"Programa SCALL"
-99.072175,19.489467,"1529-VARISA-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-06-28,"Programa SCALL"
-99.11234,19.503596,"1530-REDUED-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-07-17,"Programa SCALL"
-99.115601,19.493377,"1531-FACAMA-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-08-09,"Programa SCALL"
-99.071649,19.49245,"1533-GOROGA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-06-24,"Programa SCALL"
-99.102697,19.505404,"1534-ISFRAD-GUO-21","NO APLICA","AMPL. GABRIEL HERNANDEZ","NO APLICA","GUSTAVO A. MADERO",2021-07-03,"Programa SCALL"
-99.087099,19.494807,"1535-AGGAAL-GUO-21","NO APLICA","NUEVA ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-06-14,"Programa SCALL"
-99.111176,19.491087,"1536-GUTAMI-GUO-21","NO APLICA","ESTANZUELA","NO APLICA","GUSTAVO A. MADERO",2021-08-10,"Programa SCALL"
-99.12284,19.560674,"1538-ACORNI-GUO-21","NO APLICA","ARBOLEDAS","NO APLICA","GUSTAVO A. MADERO",2021-06-21,"Programa SCALL"
-99.077926,19.467504,"1539-HEMAOS-GUO-21","NO APLICA","SAN JUAN DE ARAGON 7A SECC","NO APLICA","GUSTAVO A. MADERO",2021-07-24,"Programa SCALL"
-99.079957,19.491678,"1541-PEACMA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-07-05,"Programa SCALL"
-99.144165,19.550379,"1542-LICAAN-GUO-21","NO APLICA","LOMA LA PALMA","NO APLICA","GUSTAVO A. MADERO",2021-06-11,"Programa SCALL"
-99.074292,19.479567,"1543-PESAMA-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-02,"Programa SCALL"
-99.067551,19.487753,"1547-OSGACE-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-09-02,"Programa SCALL"
-99.127805,19.555252,"1549-DOALGL-GUO-21","NO APLICA","GRAL FELIPE BERRIOZABAL","NO APLICA","GUSTAVO A. MADERO",2021-06-23,"Programa SCALL"
-99.1334,19.558675,"1550-ROJILU-GUO-21","NO APLICA","CUAUTEPEC BARRIO ALTO","NO APLICA","GUSTAVO A. MADERO",2021-07-19,"Programa SCALL"
-99.071709,19.481104,"1552-DIHEIR-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-08-13,"Programa SCALL"
-99.102904,19.454967,"1553-ARHEES-GUO-21","NO APLICA","NUEVA TENOCHTITLAN","NO APLICA","GUSTAVO A. MADERO",2021-07-14,"Programa SCALL"
-99.077619,19.500602,"1554-JIRAJU-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-08-04,"Programa SCALL"
-99.079493,19.498375,"1555-ANHEGL-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-07-12,"Programa SCALL"
-99.13348,19.558675,"1556-HEMAKA-GUO-21","NO APLICA","CUAUTEPEC BARRIO ALTO","NO APLICA","GUSTAVO A. MADERO",2021-07-19,"Programa SCALL"
-99.1156,19.49344,"1557-MACAED-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-07-17,"Programa SCALL"
-99.073156,19.481314,"1558-HESOMA-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-06-28,"Programa SCALL"
-99.140602,19.56453,"1560-ROCAEL-GUO-21","NO APLICA","COMPOSITORES MEXICANOS","NO APLICA","GUSTAVO A. MADERO",2021-07-01,"Programa SCALL"
-99.089734,19.496277,"1561-CAREVI-GUO-21","NO APLICA","NUEVA ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-06-18,"Programa SCALL"
-99.133417,19.5683,"1563-DECHMA-GUO-21","NO APLICA","LOMAS DE CUAUTEPEC","NO APLICA","GUSTAVO A. MADERO",2021-08-07,"Programa SCALL"
-99.106478,19.506155,"1565-RADEMA-GUO-21","NO APLICA","AMPL. GABRIEL HERNANDEZ","NO APLICA","GUSTAVO A. MADERO",2021-07-03,"Programa SCALL"
-99.069505,19.484196,"1566-VEANLA-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-06-28,"Programa SCALL"
-99.083741,19.471307,"1567-CALOES-GUO-21","NO APLICA","PUEBLO SAN JUAN DE ARAGON","NO APLICA","GUSTAVO A. MADERO",2021-07-14,"Programa SCALL"
-99.112714,19.500278,"1570-PRVAMA-GUO-21","NO APLICA","SANTA ISABEL TOLA","NO APLICA","GUSTAVO A. MADERO",2021-06-15,"Programa SCALL"
-99.126509,19.557729,"1571-NEMAFR-GUO-21","NO APLICA","LA CASILDA","NO APLICA","GUSTAVO A. MADERO",2021-08-31,"Programa SCALL"
-99.078146,19.470823,"1572-URORSE-GUO-21","NO APLICA","SAN JUAN DE ARAGON 7A SECC","NO APLICA","GUSTAVO A. MADERO",2021-07-14,"Programa SCALL"
-99.13534,19.550254,"1573-MOMOLI-GUO-21","NO APLICA","PALMATITLA","NO APLICA","GUSTAVO A. MADERO",2021-08-17,"Programa SCALL"
-99.069062,19.483636,"1577-ANROLE-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-06-28,"Programa SCALL"
-99.068733,19.485442,"1581-GOVANA-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-06-28,"Programa SCALL"
-99.072564,19.488448,"1583-GUHESA-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-21,"Programa SCALL"
-99.129747,19.555051,"1584-RARABE-GUO-21","NO APLICA","GRAL FELIPE BERRIOZABAL","NO APLICA","GUSTAVO A. MADERO",2021-07-08,"Programa SCALL"
-99.068872,19.485466,"1586-GAPAED-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-06-28,"Programa SCALL"
-99.093482,19.491969,"1587-JUDORO-GUO-21","NO APLICA","VASCO DE QUIROGA","NO APLICA","GUSTAVO A. MADERO",2021-09-01,"Programa SCALL"
-99.121856,19.550111,"1589-TOCAAR-GUO-21","NO APLICA","VISTA HERMOSA","NO APLICA","GUSTAVO A. MADERO",2021-08-17,"Programa SCALL"
-99.128867,19.558839,"1591-GOGUAN-GUO-21","NO APLICA","LA CASILDA","NO APLICA","GUSTAVO A. MADERO",2021-07-08,"Programa SCALL"
-99.143536,19.566857,"1592-MOJAVI-GUO-21","NO APLICA","COMPOSITORES MEXICANOS","NO APLICA","GUSTAVO A. MADERO",2021-08-25,"Programa SCALL"
-99.074107,19.488723,"1595-APVEMI-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-13,"Programa SCALL"
-99.133507,19.573087,"1596-SEMARI-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-07-26,"Programa SCALL"
-99.089175,19.492047,"1597-DIMAMU-GUO-21","NO APLICA","NUEVA ATZACOALCO","NO APLICA","GUSTAVO A. MADERO",2021-08-04,"Programa SCALL"
-99.124948,19.54322,"1598-HEBAGE-GUO-21","NO APLICA","TLALPEXCO","NO APLICA","GUSTAVO A. MADERO",2021-08-24,"Programa SCALL"
-99.13546,19.575708,"1600-PAOLMA-GUO-21","NO APLICA","MALACATES","NO APLICA","GUSTAVO A. MADERO",2021-08-02,"Programa SCALL"
-99.139296,19.555227,"1601-VIVAAN-GUO-21","NO APLICA","LOMA LA PALMA","NO APLICA","GUSTAVO A. MADERO",2021-08-03,"Programa SCALL"
-99.073665,19.493836,"1603-CEVIMA-GUO-21","NO APLICA","SAN FELIPE DE JESUS","NO APLICA","GUSTAVO A. MADERO",2021-06-24,"Programa SCALL"
-99.065952,19.481309,"1604-ALBACA-GUO-21","NO APLICA","PROVIDENCIA","NO APLICA","GUSTAVO A. MADERO",2021-07-21,"Programa SCALL"
