_id,expediente,pueblo,scall_col,territorial,fecha_instalacion,capacidad,alcaldia,colonia_datos,latitud,longitud
1,1-MEMEMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219028,-98.991283
2,2-RUCOAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.21988,-99.002227
3,3-GAALRA-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-07-21T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218343,-98.997507
4,4-BLROAN-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219277,-98.996269
5,8-BALOMO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222071,-98.99776
6,9-ANROJO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219022,-98.9974
7,10-GAPIJU-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-09-03T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.21849,-98.99119
8,11-ROMEEL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219421,-98.996233
9,12-COCALE-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.21988,-99.002227
10,13-GAGOAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-03T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220248,-98.997127
11,14-RAAVRO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220915,-98.996576
12,15-BAVAJU-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,2022-05-14T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220554,-98.996161
13,16-GAMASI-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA XOLCO,NO APLICA,2022-05-25T00:00:00,2500,MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),19.179889,-99.006285
14,17-PESATE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-14T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218739,-99.001828
15,18-HEJIJU-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221383,-98.997973
16,19-HEMELE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-05T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220085,-98.998196
4214,798-SABAAD-TLN-22,NO APLICA,ZACATON,NO APLICA,2022-06-04T00:00:00,2500,TLALPAN,EL ZACATON,19.268509,-99.241868
17,20-MAMERA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-06-04T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.188557,-98.996908
18,21-FLJUEL-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-07T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220312,-98.997036
19,22-ROIBRE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-05T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219783,-98.996297
20,23-JUFLMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.21854,-98.997689
21,24-MERAMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-27T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.22017,-98.996293
22,26-ABMADU-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-07-26T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220917,-99.001469
23,28-MEJUEN-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-21T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220766,-99.001656
24,29-ROJOJO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220795,-98.999396
25,30-GUROAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-21T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218878,-98.996861
26,31-FLMAJO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222122,-99.001422
27,33-OLHEAB-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-27T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218078,-98.997522
28,34-VAORCL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.22201,-98.998646
29,35-GRGOMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-06-01T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220947,-98.997023
30,36-FLESAN-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,2022-11-28T00:00:00,2500,MILPA ALTA,SAN SALVADOR CUAUHTENCO (PBLO),19.196844,-99.090491
31,37-JIESMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-27T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220889,-98.997075
32,38-SARIIG-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220839,-99.001513
356,449-RAVAER-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,2022-06-01T00:00:00,2500,NA,NA,19.170414,-99.030948
33,39-SUROFE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,2022-06-18T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221773,-99.000796
34,41-BLROMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-05T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221014,-99.000671
35,43-DUABPE-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222324,-99.001821
36,44-CRCOES-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-21T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222692,-98.999567
37,45-CAGOMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-14T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220846,-98.999951
38,47-CAGOJU-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221224,-98.994043
39,49-ALOSMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-07-21T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.217548,-98.99344
40,51-RILEBL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-05T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219438,-98.996254
41,52-ROMEVI-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219503,-98.996544
42,53-DIHECA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222642,-98.999271
43,55-MOPIAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221102,-98.990169
44,57-ORRAYA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220364,-98.996646
45,58-TOVIGU-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-27T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220378,-98.997318
46,59-BAMOAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221505,-98.994137
47,60-NUCAHE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219022,-98.9974
48,61-SADEER-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220496,-99.001849
4253,845-RIMAMA-TLN-22,NO APLICA,PRIMAVERA,NO APLICA,2022-06-01T00:00:00,2500,TLALPAN,LA PRIMAVERA,19.268901,-99.202854
49,62-GUMEUL-MIA-22,SAN ANTONIO TECOMITL,BARRIO XOCHITEPEC,NO APLICA,2022-11-17T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.213843,-98.986503
50,63-LIGORA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-07-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.22064,-99.001954
51,64-MEAGJU-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220314,-98.990333
52,65-GAFLIR-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,2022-06-14T00:00:00,2500,MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),19.179132,-99.007079
53,66-MERUJE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.192961,-99.006509
54,67-BLGAAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-02T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220119,-98.989166
55,68-FLPAMI-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-14T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220822,-98.999043
56,69-ROMOLU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-12T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.192835,-99.00538
57,70-ROARJA-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,2022-05-06T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.186887,-99.020147
58,71-MEAGVI-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-07T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.21895,-98.990015
59,72-POJIRE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-21T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218737,-98.991853
60,73-RAAMLA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219632,-98.9992
61,74-LIHEMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.223235,-99.001088
62,75-BATEZY-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-27T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219204,-98.998834
63,76-ILAYMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,2022-05-03T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.226569,-98.995336
64,77-CRGAGE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-09-28T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.191173,-99.007309
2017,2595-SAROBL-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,2022-07-01T00:00:00,2500,NA,NA,19.179513,-99.07186
65,78-SIRODU-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.192912,-99.005038
66,79-MEHEVE-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-12T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.197391,-99.002032
67,80-JISUYA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-12T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.197012,-99.004876
68,81-HEHEHO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-06-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219778,-98.998056
69,82-JUGURO-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200466,-99.005642
70,84-LOLAMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218859,-98.991969
71,85-BEGOCI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-12T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.196797,-99.006811
72,86-FLALMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA TETIPAC,NO APLICA,2022-06-11T00:00:00,1100,MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),19.176167,-98.992995
73,87-ALPIMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-06-18T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222411,-98.9992
74,88-FRBADA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-05T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222274,-99.000442
75,89-AYSAPA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221188,-99.001197
76,90-BAMEJU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-12T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.197665,-99.00441
77,91-ROBEFI-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219252,-98.996953
78,92-MAREMA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-05-05T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.190513,-98.996469
79,93-LOSIST-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.193075,-99.005321
80,94-CRJUMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200461,-99.005638
2018,2597-ESARMA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,2022-07-14T00:00:00,2500,NA,NA,19.184,-99.068254
81,95-ROMEFI-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219545,-98.996292
82,96-LOHEGU-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-06-01T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.192742,-99.00525
83,97-CRJUSI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200454,-99.005673
84,98-ALHEMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-07-08T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220858,-98.990066
85,100-HEHEAL-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.198234,-99.004287
86,101-GABAMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-30T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.197343,-99.004378
87,102-CAROYE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,2022-05-27T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.221634,-99.000727
88,103-MEJIGE-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-17T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.194354,-99.003263
89,105-MOCHHU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.197925,-99.004436
90,106-SAGAMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-08-11T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220892,-98.996916
91,109-MANALU-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-05-05T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.188416,-98.99812
92,110-HEBLMI-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-19T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220801,-98.999586
93,111-CAMARO-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-05-26T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.192914,-99.004511
94,112-IBFLEN-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-30T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.19379,-99.00456
95,114-MEMASO-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.193642,-99.005602
96,115-DECRMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-26T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.19636,-99.005009
2069,2658-SAROJO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO SAN JUAN,NO APLICA,2022-07-15T00:00:00,2500,NA,NA,19.18422,-99.069141
97,116-JIVAMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-14T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220496,-98.996435
98,117-ROCRPE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219252,-98.996953
99,118-MOPEGL-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-26T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.19435,-99.003147
100,119-LIJUIT-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-07-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.21854,-98.997689
101,121-ANRORO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218888,-98.996777
102,124-VARIXO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-21T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222876,-99.000393
103,125-PEMARO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-09-05T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.22205,-98.998571
104,126-PEREJU-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-06-22T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219249,-99.000067
105,127-HEESEM-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-07-13T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219862,-99.001615
106,128-ROBEGR-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-09-19T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219109,-98.996655
107,129-RALOAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO XALTIPAC,NO APLICA,2022-05-14T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218812,-98.991977
108,130-IBROTO-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-10-04T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.18942,-98.997766
109,132-ARROMI-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,2022-08-23T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.184266,-99.02162
110,135-FLGARI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-09-09T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.194812,-99.00142
111,136-CARAMA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-02T00:00:00,1100,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220544,-98.999168
112,137-ROBRJA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-12T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.194694,-99.000762
4273,861-MAELJO-TLN-22,NO APLICA,ZACATON,NO APLICA,2022-06-04T00:00:00,2500,TLALPAN,EL ZACATON,19.268617,-99.242869
113,138-PETRER-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.193647,-99.005467
114,140-LAPEMA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-06-13T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.190081,-98.996554
115,141-RAAVLA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-07T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.220196,-98.996459
116,142-ROARES-MIA-22,VILLA MILPA ALTA,BARRIO LOS ANGELES,NO APLICA,2022-05-04T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.189018,-99.02173
117,143-GOCHLO-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-26T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.19843,-99.008261
118,145-SUGAHO-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-05-30T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.19688,-99.002858
119,146-VEMEEL-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-05-21T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218958,-98.996634
120,147-ROCRCA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-09-01T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.219551,-98.998508
121,148-PAPEAD-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,2022-05-23T00:00:00,2500,MILPA ALTA,SAN SALVADOR CUAUHTENCO (PBLO),19.190943,-99.093473
