_id,expediente,pueblo,scall_col,territorial,fecha_instalacion,capacidad,alcaldia,colonia_datos,latitud,longitud
5193,366-MEURMA-IZA-22,NO APLICA,PUEBLO SANTA MARIA AZTAHUACAN,AZTAHUACAN,2022-09-24T00:00:00,2500,IZTAPALAPA,STA MA AZTAHUACAN (PBLO),19.352794,-99.025522
5194,367-IBMELU-IZA-22,NO APLICA,PUEBLO SANTA MARIA AZTAHUACAN,AZTAHUACAN,2022-06-30T00:00:00,2500,IZTAPALAPA,STA MA AZTAHUACAN (PBLO),19.352794,-99.025522
5195,368-IBMEAR-IZA-22,NO APLICA,PUEBLO SANTA MARIA AZTAHUACAN,AZTAHUACAN,2022-06-30T00:00:00,2500,IZTAPALAPA,STA MA AZTAHUACAN (PBLO),19.352794,-99.025522
5196,370-BAMAMA-IZA-22,NO APLICA,GUADALUPE DEL MORAL,LEYES DE REFORMA,2022-09-22T00:00:00,2500,IZTAPALAPA,GUADALUPE DEL MORAL,19.36807,-99.076601
5197,348-GULOMA-GUO-22,NO APLICA,TLALPEXCO,NO APLICA,2022-06-17T00:00:00,2500,GUSTAVO A. MADERO,TLALPEXCO,19.545927,-99.125435
5198,349-ROALKA-GUO-22,NO APLICA,PROVIDENCIA,NO APLICA,2022-10-21T00:00:00,1100,GUSTAVO A. MADERO,PROVIDENCIA II,19.481081,-99.06559
5199,350-GOCAIS-GUO-22,NO APLICA,LOMA LA PALMA,NO APLICA,2022-06-14T00:00:00,2500,GUSTAVO A. MADERO,LOMA DE LA PALMA,19.550955,-99.142761
5200,351-HEVECA-GUO-22,NO APLICA,GRAL FELIPE BERRIOZABAL,NO APLICA,2022-06-15T00:00:00,2500,GUSTAVO A. MADERO,PALMATITLA,19.55436,-99.131113
5201,4750-LEMUKA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-18T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.20106,-99.017068
5202,1217-BESAMA-TLN-22,NO APLICA,TEPETLICA/12 DE DICIEMBRE,NO APLICA,2022-08-11T00:00:00,2500,TLALPAN,TEPETLICA EL ALTO-3 DE MAYO,19.234768,-99.146416
5203,4751-MECAKA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,2022-08-20T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.222519,-98.997294
5204,1219-GOAGAL-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-16T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.216988,-99.200324
5205,1220-ARALBE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-07-04T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.220119,-99.20842
5206,1222-ROCAED-TLN-22,PUEBLO SAN MIGUEL AJUSCO,NO APLICA,NO APLICA,2022-06-28T00:00:00,2500,TLALPAN,SAN MIGUEL AJUSCO (PBLO),19.228615,-99.205915
5207,1224-CAHEJA-TLN-22,NO APLICA,ZACATON,NO APLICA,2022-07-13T00:00:00,2500,TLALPAN,EL ZACATON,19.265164,-99.240652
5208,4753-SARIRO-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,2022-08-13T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.226018,-98.998256
5209,1225-RIGAGL-TLN-22,NO APLICA,DIAMANTE TEPEXIMILPA,NO APLICA,2022-09-27T00:00:00,2500,TLALPAN,SN JUAN  TEPEXIMILPA (AMPL),19.272592,-99.193777
5210,372-DUMACA-IZA-22,NO APLICA,GUADALUPE DEL MORAL,LEYES DE REFORMA,2022-06-29T00:00:00,1100,IZTAPALAPA,GUADALUPE DEL MORAL,19.371587,-99.07149
8275,2335-SAFIRE-TLN-22,NO APLICA,TLALMILLE,NO APLICA,2022-07-11T00:00:00,2500,TLALPAN,TLALMILLE,19.260192,-99.187302
5211,1226-ONCHZE-TLN-22,PUEBLO SAN MIGUEL XICALCO,NO APLICA,NO APLICA,2022-06-27T00:00:00,2500,TLALPAN,SAN MIGUEL  XICALCO (PBLO),19.233109,-99.166802
5212,4754-REMAAN-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,2022-07-18T00:00:00,2500,MILPA ALTA,SAN SALVADOR CUAUHTENCO (PBLO),19.190982,-99.088107
5213,1228-MAGAMA-TLN-22,NO APLICA,BOSQUES DE TEPEXIMILPA-AHI,NO APLICA,2022-09-24T00:00:00,2500,TLALPAN,BOSQUE DE TEPEXIMILPA,19.278196,-99.191813
5214,4755-LAMAIV-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,2022-09-28T00:00:00,2500,MILPA ALTA,SAN BARTOLOME XICOMULCO (PBLO),19.205299,-99.067253
5215,4756-BAMOVA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TECAXTITLA,NO APLICA,2022-08-13T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.22306,-98.995128
5216,1229-ASANMA-TLN-22,NO APLICA,BOSQUES DE TEPEXIMILPA-AHI,NO APLICA,2022-09-21T00:00:00,2500,TLALPAN,BOSQUE DE TEPEXIMILPA,19.279226,-99.191762
5217,4757-ROPELI-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-06-09T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.197066,-99.020998
5218,4758-GACADA-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-08-03T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.21929,-98.997687
5219,4759-GABLRE-MIA-22,SAN ANTONIO TECOMITL,BARRIO TENANTITLA,NO APLICA,2022-08-13T00:00:00,2500,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),19.218449,-98.997334
5220,1230-RIPASE-TLN-22,NO APLICA,VALLE VERDE,NO APLICA,2022-07-15T00:00:00,2500,TLALPAN,VALLE VERDE,19.246387,-99.143712
5221,353-MEALRO-GUO-22,NO APLICA,GRAL FELIPE BERRIOZABAL,NO APLICA,2022-07-02T00:00:00,1100,GUSTAVO A. MADERO,GENERAL FELIPE BERRIOZABAL,19.555421,-99.12809
5222,1231-SOLOPE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-09-06T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.219947,-99.208047
5223,1232-ROMEMA-TLN-22,NO APLICA,BOSQUES DE TEPEXIMILPA-AHI,NO APLICA,2022-10-25T00:00:00,1100,TLALPAN,BOSQUE DE TEPEXIMILPA,19.279777,-99.191927
5224,1233-SUAVJO-TLN-22,PUEBLO SAN MIGUEL TOPILEJO,NO APLICA,NO APLICA,2022-09-29T00:00:00,1100,TLALPAN,EL ARENAL,19.206544,-99.139555
5225,354-ROVAAN-GUO-22,NO APLICA,AMPL. GABRIEL HERNANDEZ,NO APLICA,2022-08-20T00:00:00,1100,GUSTAVO A. MADERO,GABRIEL HERNANDEZ (AMPL) I,19.503326,-99.09951
5226,1234-REBEPA-TLN-22,PUEBLO SAN MIGUEL XICALCO,NO APLICA,NO APLICA,2022-06-17T00:00:00,2500,TLALPAN,SAN MIGUEL  XICALCO (PBLO),19.23247,-99.1664
5227,4761-OLROAM-MIA-22,SAN PEDRO ATOCPAN,BARRIO OCOTITLA,NO APLICA,2022-07-30T00:00:00,2500,MILPA ALTA,SAN PEDRO ATOCPAN (PBLO),19.198394,-99.05415
5228,1235-BAVEJE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-30T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.218885,-99.210673
5229,355-RAGAGA-GUO-22,NO APLICA,CUCHILLA DEL TESORO,NO APLICA,2022-07-14T00:00:00,2500,GUSTAVO A. MADERO,CUCHILLA DEL TESORO,19.446745,-99.064873
5230,1236-ALBAJO-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-16T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.216683,-99.199683
5231,4762-CRRAAR-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,2022-06-15T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.187777,-99.018654
5232,516-LOMEJO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-09-06T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.285577,-99.007527
5233,1237-GAARLI-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-30T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.220119,-99.20842
5234,517-GAMOAD-TLC-22,SAN JUAN IXTAYOPAN,JAIME TORRES BODET,NO APLICA,2022-09-24T00:00:00,2500,TLAHUAC,JAIME TORRES BODET,19.235337,-98.998442
5235,1239-CACAVE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-10T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.219851,-99.201077
5236,518-RIPABL-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-17T00:00:00,1100,TLAHUAC,SELENE 2da SECC,19.284035,-99.00117
5237,519-FLROMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-30T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286272,-99.008231
5238,356-RAPEJO-GUO-22,NO APLICA,CUCHILLA DEL TESORO,NO APLICA,2022-09-24T00:00:00,1100,GUSTAVO A. MADERO,CUCHILLA DEL TESORO,19.44989,-99.05471
5239,520-FLROAL-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-30T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286454,-99.009356
5240,373-GURAMA-IZA-22,NO APLICA,LEYES DE REFORMA 3A SECCION,LEYES DE REFORMA,2022-10-08T00:00:00,1100,IZTAPALAPA,LEYES DE REFORMA 3A SECCION I,19.379615,-99.065442
5241,4764-ABAVCR-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-06-30T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.195634,-99.019606
5242,521-MARORA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-20T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286503,-99.008734
5243,374-MAHEGE-IZA-22,NO APLICA,BARRIO SANTA BARBARA,ATLALILCO AXOMULCO,2022-08-15T00:00:00,2500,IZTAPALAPA,SANTA BARBARA (BARR) I,19.36058,-99.102599
5244,523-CALECA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-08T00:00:00,2500,TLAHUAC,SELENE 1a SECC,19.29337,-98.999659
5246,524-MELOMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-20T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.287142,-99.008153
5247,525-GAMASI-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-07-21T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286171,-99.007851
5248,526-OLDIAR-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-31T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.285605,-99.00384
5249,4765-GAGABE-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-01T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.195247,-99.011432
5250,375-MAREMA-IZA-22,NO APLICA,BARRIO SANTA BARBARA,ATLALILCO AXOMULCO,2022-07-22T00:00:00,2500,IZTAPALAPA,SANTA BARBARA (BARR) I,19.36076,-99.102726
5251,528-CHCHMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-09-05T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286139,-99.007835
5252,529-RIJIAN-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-19T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.285762,-99.00408
5253,377-SALELI-IZA-22,NO APLICA,BARRIO SANTA BARBARA,ATLALILCO AXOMULCO,2022-06-29T00:00:00,2500,IZTAPALAPA,SANTA BARBARA (BARR) I,19.36036,-99.102723
5254,378-GUAVRO-IZA-22,NO APLICA,BARRIO SANTA BARBARA,ATLALILCO AXOMULCO,2022-06-22T00:00:00,2500,IZTAPALAPA,SANTA BARBARA (BARR) I,19.36036,-99.102723
5255,85-BEPEAM-XOO-22,PBO. STA CECILIA TEPETLAPA,NO APLICA,NO APLICA,2022-10-07T00:00:00,2500,XOCHIMILCO,SANTA CECILIA TEPETLAPA (PBLO),19.221129,-99.09713
5256,379-OJESJE-IZA-22,NO APLICA,BARRIO SANTA BARBARA,ATLALILCO AXOMULCO,2022-10-07T00:00:00,1100,IZTAPALAPA,SANTA BARBARA (BARR) I,19.361765,-99.099716
5257,4766-MEABJU-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,2022-07-27T00:00:00,2500,NA,NA,19.18017,-99.070468
5258,382-DUMASE-IZA-22,NO APLICA,GUADALUPE DEL MORAL,LEYES DE REFORMA,2022-06-29T00:00:00,1100,IZTAPALAPA,GUADALUPE DEL MORAL,19.371553,-99.071598
5259,4767-GAJIMA-MIA-22,SAN NICOLAS TETELCO,LA CONCHITA,NO APLICA,2022-08-11T00:00:00,2500,TLAHUAC,EMILIANO ZAPATA 2A,19.206258,-98.968078
5260,363-ALPEJO-GUO-22,NO APLICA,FORESTAL,NO APLICA,2022-07-15T00:00:00,2500,GUSTAVO A. MADERO,LA FORESTAL,19.561573,-99.132767
5261,364-PEGEMA-GUO-22,NO APLICA,FORESTAL,NO APLICA,2022-07-15T00:00:00,1100,GUSTAVO A. MADERO,LA FORESTAL,19.561573,-99.132767
5262,365-ALPEJO-GUO-22,NO APLICA,FORESTAL,NO APLICA,2022-07-15T00:00:00,1100,GUSTAVO A. MADERO,LA FORESTAL,19.561573,-99.132767
5263,367-HECACA-GUO-22,NO APLICA,JUVENTINO ROSAS,NO APLICA,2022-09-15T00:00:00,2500,GUSTAVO A. MADERO,JUVENTINO ROSAS,19.56283,-99.134865
5264,370-GUGUMA-GUO-22,NO APLICA,JUVENTINO ROSAS,NO APLICA,2022-07-25T00:00:00,2500,GUSTAVO A. MADERO,JUVENTINO ROSAS,19.563793,-99.134497
5265,386-HESUDU-IZA-22,NO APLICA,MIXCOATL,SANTA CRUZ QUETZALCOATL,2022-09-06T00:00:00,2500,IZTAPALAPA,MIXCOATL,19.326247,-99.048922
5266,86-VATRSI-XOO-22,PBO. SANTIAGO TUYLYEHUALCO,CERRILLOS III,NO APLICA,2022-10-07T00:00:00,2500,XOCHIMILCO,LOS CERRILLOS III,19.2465,-99.021415
5267,387-BAMAAD-IZA-22,NO APLICA,PUEBLO SANTA CRUZ MEYEHUALCO,SANTA CRUZ QUETZALCOATL,2022-10-07T00:00:00,1100,IZTAPALAPA,SANTA CRUZ MEYEHUALCO (PBLO),19.338012,-99.042535
5268,391-PEALJE-IZA-22,NO APLICA,INSURGENTES,SANTA CATARINA,2022-09-28T00:00:00,1100,IZTAPALAPA,INSURGENTES,19.331024,-99.053383
5269,395-SENUEN-IZA-22,NO APLICA,BARRIO SAN SIMON CULHUACAN,LOS CULHUACANES,2022-09-26T00:00:00,1100,IZTAPALAPA,SAN SIMON CULHUACAN (BARR),19.335395,-99.103317
5270,531-VESAMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-06T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286035,-99.003543
5271,532-CACAAN-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-19T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.2859,-99.005259
5272,533-GAQUJO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-11-17T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.285644,-99.00403
5273,535-JIBUED-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-31T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286026,-99.003525
5274,536-RECLFR-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-10-10T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.287127,-99.004142
5275,537-MEMAGU-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-06T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.285831,-99.002726
5276,538-MAFERO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-30T00:00:00,1100,TLAHUAC,SELENE 2da SECC,19.285962,-99.008788
5277,539-PISAMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-09-05T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286835,-99.006579
5278,540-ROXXFE-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-06T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.285439,-99.003507
5279,541-MOCHGI-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-09-10T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286833,-99.005343
5280,542-RECHOL-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-20T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286816,-99.007518
5281,543-DOSAES-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-31T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.285198,-99.00362
5282,544-MAMIPA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-06T00:00:00,1100,TLAHUAC,SELENE 2da SECC,19.285047,-99.000267
5283,545-REGAPE-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-19T00:00:00,1100,TLAHUAC,SELENE 2da SECC,19.286978,-99.004699
5284,400-MOSAOS-IZA-22,NO APLICA,BARRIO SAN SIMON CULHUACAN,LOS CULHUACANES,2022-09-23T00:00:00,2500,IZTAPALAPA,SAN SIMON CULHUACAN (BARR),19.335181,-99.110143
5285,401-MOROPA-IZA-22,NO APLICA,BARRIO SAN SIMON CULHUACAN,LOS CULHUACANES,2022-09-22T00:00:00,2500,IZTAPALAPA,SAN SIMON CULHUACAN (BARR),19.335181,-99.110143
5286,402-KAVEFR-IZA-22,NO APLICA,BARRIO SAN SIMON CULHUACAN,LOS CULHUACANES,2022-09-28T00:00:00,1100,IZTAPALAPA,SAN SIMON CULHUACAN (BARR),19.335204,-99.103751
5287,404-MAMEMA-IZA-22,NO APLICA,BARRIO SAN SIMON CULHUACAN,LOS CULHUACANES,2022-10-01T00:00:00,1100,IZTAPALAPA,SAN SIMON CULHUACAN (BARR),19.33592,-99.10345
5288,407-GOMUMA-IZA-22,NO APLICA,BARRIO SAN SIMON CULHUACAN,LOS CULHUACANES,2022-09-22T00:00:00,2500,IZTAPALAPA,SAN SIMON CULHUACAN (BARR),19.335228,-99.110133
5289,373-CAARLE-GUO-22,NO APLICA,LOMA LA PALMA,NO APLICA,2022-08-04T00:00:00,2500,GUSTAVO A. MADERO,LOMA DE LA PALMA,19.55164,-99.140137
5290,376-YAHERO-GUO-22,NO APLICA,JUVENTINO ROSAS,NO APLICA,2022-06-14T00:00:00,2500,GUSTAVO A. MADERO,JUVENTINO ROSAS,19.562866,-99.135071
5291,377-VECENI-GUO-22,NO APLICA,JUVENTINO ROSAS,NO APLICA,2022-06-14T00:00:00,1100,GUSTAVO A. MADERO,JUVENTINO ROSAS,19.563745,-99.13443
5292,383-LETRJE-GUO-22,NO APLICA,CUAUTEPEC BARRIO ALTO,NO APLICA,2022-06-24T00:00:00,2500,GUSTAVO A. MADERO,PALMATITLA,19.555159,-99.133837
5293,384-HIJUAL-GUO-22,NO APLICA,CUAUTEPEC BARRIO ALTO,NO APLICA,2022-06-15T00:00:00,2500,GUSTAVO A. MADERO,CUAUTEPEC EL ALTO (PBLO),19.555159,-99.133874
5294,385-HIJUJO-GUO-22,NO APLICA,CUAUTEPEC BARRIO ALTO,NO APLICA,2022-06-15T00:00:00,2500,GUSTAVO A. MADERO,PALMATITLA,19.555159,-99.133837
5295,386-HIRALE-GUO-22,NO APLICA,CUAUTEPEC BARRIO ALTO,NO APLICA,2022-06-15T00:00:00,2500,GUSTAVO A. MADERO,PALMATITLA,19.555159,-99.133837
5296,387-POALIR-GUO-22,NO APLICA,PARQUE METROPOLITANO,NO APLICA,2022-10-04T00:00:00,1100,GUSTAVO A. MADERO,PARQUE METROPOLITANO,19.56947,-99.131061
5297,546-VEMAMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-09-19T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286844,-99.000172
5298,547-GAGOMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-27T00:00:00,1100,TLAHUAC,SELENE 2da SECC,19.286952,-99.004618
5299,548-PETOMA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-19T00:00:00,1100,TLAHUAC,SELENE 2da SECC,19.287443,-99.001974
5300,388-CRGOLA-GUO-22,NO APLICA,COMPOSITORES MEXICANOS,NO APLICA,2022-08-03T00:00:00,1100,GUSTAVO A. MADERO,JUVENTINO ROSAS,19.561769,-99.134766
5301,550-MOMAOS-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-08-19T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.287251,-99.000676
5302,551-RIGOLE-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-09-10T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.286789,-99.005417
5303,390-CAALMA-GUO-22,NO APLICA,JUVENTINO ROSAS,NO APLICA,2022-06-14T00:00:00,2500,GUSTAVO A. MADERO,JUVENTINO ROSAS,19.56365,-99.134354
5304,391-ESORIV-GUO-22,NO APLICA,JUVENTINO ROSAS,NO APLICA,2022-09-27T00:00:00,1100,GUSTAVO A. MADERO,JUVENTINO ROSAS,19.563871,-99.134605
5305,552-HUDETO-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,2022-07-28T00:00:00,2500,TLAHUAC,SELENE 2da SECC,19.287272,-99.003144
5306,392-ORCAAD-GUO-22,NO APLICA,FORESTAL,NO APLICA,2022-06-16T00:00:00,1100,GUSTAVO A. MADERO,LA FORESTAL 1,19.567783,-99.128098
5307,393-MIANME-GUO-22,NO APLICA,FORESTAL,NO APLICA,2022-09-03T00:00:00,1100,GUSTAVO A. MADERO,LA FORESTAL 1,19.567678,-99.128029
5308,4768-VEVICA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,2022-09-23T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.194408,-99.034868
5309,4769-ROLOAN-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-08T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.201924,-99.016847
5310,1240-PACOAD-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-20T00:00:00,1100,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.217988,-99.208406
5311,1241-PAGALI-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-30T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.221194,-99.207401
5312,1243-ROMAAN-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-16T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.214242,-99.200982
5313,1245-GOCABE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-28T00:00:00,1100,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.224292,-99.208158
5604,517-CACHJU-GUO-22,NO APLICA,TLALPEXCO,NO APLICA,2022-08-19T00:00:00,1100,GUSTAVO A. MADERO,TLALPEXCO,19.542038,-99.128632
5314,1247-PAPAAN-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-23T00:00:00,1100,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.218353,-99.204309
5315,1249-ROROGU-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-16T00:00:00,1100,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.212624,-99.200539
5316,1250-HENAGA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-07-15T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.213408,-99.211543
5317,1251-PENIER-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-20T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.215041,-99.210682
5318,1252-MEJUGU-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-07-04T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.217988,-99.208403
5319,1253-MEGUJU-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-16T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.214437,-99.197832
5320,1254-SAREFE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-23T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.217293,-99.198497
5321,410-MOLORO-IZA-22,NO APLICA,BARRIO SAN ANTONIO,SAN LORENZO TEZONCO,2022-09-09T00:00:00,1100,IZTAPALAPA,SAN ANTONIO (BARR),19.304116,-99.077178
5322,1255-PUVEGE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-20T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.216308,-99.209476
5323,1256-NAROMA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-11-09T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.216107,-99.204344
5324,1257-BLSANO-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-06-20T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.218439,-99.20568
5325,1259-CAVIMA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-07-15T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.220961,-99.208822
