"long","lat","Expediente","Pueblo","Colonia_Ba","Territoria","Alcaldia","Fecha_de_I","Instalado"
-99.0237928399697,19.3441972387135,"V85HY3","SANTA CATARINA","CITLALLI","SANTA CATARINA","IZTAPALAPA",2019-06-07,"Programa SCALL"
-99.0220628981558,19.3655436447369,"X1QPDD","ACATITLA DE ZARAGOZA","SANTA MARTHA ACATITLA","ACATITLA DE ZARAGOZA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0175589347744,19.3658152546127,"Y693CD","ACATITLA DE ZARAGOZA","SANTA MARTHA ACATITLA","ACATITLA DE ZARAGOZA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0249778699962,19.373315364834,"I8Q34K","ACATITLA DE ZARAGOZA","SANTA MARTHA ACATITLA SUR","ACATITLA DE ZARAGOZA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0241016986638,19.3727099826525,"H6YKVJ","ACATITLA DE ZARAGOZA","SANTA MARTHA ACATITLA SUR","ACATITLA DE ZARAGOZA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0442206151914,19.3287124409259,"F8M416","SANTA CRUZ QUETZALCOATL","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0455338654473,19.3268504212762,"F8M457","SANTA CRUZ QUETZALCOATL","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0470951686291,19.3269675104681,"F8M185","SANTA CRUZ QUETZALCOATL","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0465995012597,19.3247444464446,"F8M465","SANTA CRUZ QUETZALCOATL","MIXCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0473543349624,19.3343509651651,"F8M819","SANTA CRUZ QUETZALCOATL","CARLOS HANK GONZALEZ","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0436216705242,19.3317943246634,"F8M789","SANTA CRUZ QUETZALCOATL","CARLOS HANK GONZALEZ","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0492575040313,19.3313319839639,"F8M325","SANTA CRUZ QUETZALCOATL","CARLOS HANK GONZALEZ","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0449251849346,19.3290285763191,"F8M796","SANTA CRUZ QUETZALCOATL","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0448014536899,19.3291370550833,"F8M797","SANTA CRUZ QUETZALCOATL","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0474090608278,19.326045618161,"F8M492","SANTA CRUZ QUETZALCOATL","MIXCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0377875157869,19.3393689301331,"B3SCLF","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0369314203518,19.3427671488469,"X7YPF7","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0378444648341,19.3386097808315,"G5NTVJ","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0454137010443,19.3398552064144,"Y9IWYP","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0433854693922,19.3386266208568,"U5DDYK","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.040215178478,19.3389346178308,"X35XLG","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0397020232429,19.3429021265207,"E7B5S3","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0381112329935,19.3394321241868,"G32Y89","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0439097365035,19.3409942809286,"K8CAJW","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.045309464672,19.3416355900335,"H1P8XB","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.042242792896,19.33784063969,"T1ISZ3","SANTA CRUZ QUETZALCOATL","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0190527883266,19.3560728622096,"T1QHLQ","AZTAHUACAN","PARAJE ZACATEPEC","AZTAHUACAN","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0340110086569,19.3547964189731,"W1VPH7","AZTAHUACAN","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0304211266599,19.353423378758,"V7MZI3","AZTAHUACAN","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0342490740079,19.3549228970627,"M41I13","AZTAHUACAN","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0339253277166,19.3548596963012,"F5XVPY","AZTAHUACAN","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0512222546389,19.3428450285511,"N378WP","AZTAHUACAN","JACARANDAS","AZTAHUACAN","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0503573973721,19.3478700325837,"Z34FF9","AZTAHUACAN","JACARANDAS","AZTAHUACAN","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.066835297602,19.2931254070578,"K1E9QI","SAN LORENZO TEZONCO","CANANEA","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.063476160884,19.2949702335534,"S3YRWG","SAN LORENZO TEZONCO","LA PLANTA","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0655883592531,19.2929179990715,"N4L7VE","SAN LORENZO TEZONCO","LA PLANTA","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0637520874638,19.2947170904646,"C9D84A","SAN LORENZO TEZONCO","LA PLANTA","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0645325092884,19.2945631806936,"A66RG8","SAN LORENZO TEZONCO","LA PLANTA","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.067958594678,19.2935497499904,"G23PMY","SAN LORENZO TEZONCO","USCOVI","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.068405877105,19.2933959473317,"G5MLGA","SAN LORENZO TEZONCO","USCOVI","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.07389173943,19.3011840385756,"N2BE1P","SAN LORENZO TEZONCO","VALLE DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.074995368486,19.3000629528951,"K2LNLH","SAN LORENZO TEZONCO","VALLE DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0735035499057,19.3058113347831,"A9EYCF","SAN LORENZO TEZONCO","SAN ANTONIO BO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0755299614112,19.3034698260056,"Q32A2X","SAN LORENZO TEZONCO","SAN ANTONIO BO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0742935663857,19.3057296785298,"Y4VS2P","SAN LORENZO TEZONCO","SAN ANTONIO BO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0660176969939,19.2954844637603,"M6BBP6","SAN LORENZO TEZONCO","EL ROSARIO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0638863855929,19.2974101859412,"I9LFFM","SAN LORENZO TEZONCO","EL ROSARIO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0672875745745,19.3051901527522,"M8NNB6","SAN LORENZO TEZONCO","EL ROSARIO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0663716928858,19.3000120671405,"E76YVR","SAN LORENZO TEZONCO","EL ROSARIO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0662750281572,19.2963338852529,"I8XYHF","SAN LORENZO TEZONCO","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0660373966365,19.2971382990232,"Q1F8MS","SAN LORENZO TEZONCO","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0670842969711,19.2968848705162,"U6XF4Q","SAN LORENZO TEZONCO","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0663319587327,19.2958910324603,"L1BKAK","SAN LORENZO TEZONCO","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0655609029182,19.2956744135339,"M7WUFV","SAN LORENZO TEZONCO","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.068683482485,19.2971915472383,"A7MMX7","SAN LORENZO TEZONCO","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0653727583936,19.3012595867974,"G9X2BK","SAN LORENZO TEZONCO","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0547630418357,19.3399249358709,"I4G589","LOS ANGELES AGRARISTA","LA ERA","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0705601826786,19.3453057616081,"M4X8KT","LOS ANGELES AGRARISTA","LOS ANGELES","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0699124466949,19.3445830239665,"I3R2CA","LOS ANGELES AGRARISTA","LOS ANGELES","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0608170808285,19.336895504346,"T75423","LOS ANGELES AGRARISTA","FRANCISCO VILLA","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.059330998987,19.3344559090451,"N6Z5KN","LOS ANGELES AGRARISTA","FRANCISCO VILLA","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0579304331508,19.3314198082184,"X1T76R","LOS ANGELES AGRARISTA","PRESIDENTES DE MEXICO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0561565910501,19.3223920394163,"K1P5VZ","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0579284069616,19.3256720483574,"E29EIF","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0515688326529,19.3247069596066,"S4ITDG","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0571783216961,19.331374858848,"K67KWM","LOS ANGELES AGRARISTA","PRESIDENTES DE MEXICO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0657172324319,19.3296096966333,"I57PUE","LOS ANGELES AGRARISTA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0648985972501,19.3298449611207,"C68PQT","LOS ANGELES AGRARISTA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0595267625542,19.3229603246825,"X6CTUH","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0558533402446,19.3264499087939,"W3WA77","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0539490553345,19.3255286711138,"L4G7CK","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-24,"Programa SCALL"
-99.0662788522872,19.3294468209298,"R1RNI2","LOS ANGELES AGRARISTA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-25,"Programa SCALL"
-99.0530921045923,19.3250228302627,"R3DWEP","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-23,"Programa SCALL"
-99.0596118369282,19.3212974216602,"V1SJPE","LOS ANGELES AGRARISTA","CONSEJO AGRARISTA MEXICANO","LOS ANGELES AGRARISTA","IZTAPALAPA",2019-07-24,"Programa SCALL"
-98.9933831466753,19.3391558306274,"R1YW46","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION ACORRALADO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-11,"Programa SCALL"
-98.988613494796,19.3363449780803,"V3IMXN","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-15,"Programa SCALL"
-98.9894513866378,19.3349623130614,"F5JKUN","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-22,"Programa SCALL"
-98.9887659128606,19.3350255336035,"F9MVUH","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-24,"Programa SCALL"
-98.9887944821128,19.3349080497284,"C16SA7","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-11,"Programa SCALL"
-98.989622734019,19.3352786303658,"C3KQ81","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-24,"Programa SCALL"
-98.9913647189902,19.3400956307705,"S7YFQZ","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-13,"Programa SCALL"
-98.9893274275465,19.337944632984,"W7GVPH","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-11,"Programa SCALL"
-98.9901176146386,19.3382971343174,"DI4LL3","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-22,"Programa SCALL"
-98.9884800729387,19.3382699261199,"S6JZ8A","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION AVISADERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-11,"Programa SCALL"
-98.9915648534128,19.3362095782128,"A6CENP","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION CORRALES","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-11,"Programa SCALL"
-98.9915743548877,19.33658011021,"F3VAJR","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION CORRALES","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-11,"Programa SCALL"
-98.9925073097526,19.3377730817137,"D43PF8","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION CORRALES","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-11,"Programa SCALL"
-98.980835902601,19.3307953888141,"D9WQEU","TEOTONGO ACAHUALTEPEC","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-17,"Programa SCALL"
-98.9808359352766,19.3305152306442,"S54YMH","TEOTONGO ACAHUALTEPEC","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-09,"Programa SCALL"
-98.981112115228,19.329683822251,"H2KQFA","TEOTONGO ACAHUALTEPEC","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-09,"Programa SCALL"
-98.9855856596287,19.3399868171303,"N68KYY","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-16,"Programa SCALL"
-98.9835199062078,19.3376098183523,"G47VA5","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-18,"Programa SCALL"
-98.9862615469314,19.3409719405777,"Y7JTVC","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-18,"Programa SCALL"
-98.9827099267022,19.3445594656061,"H9Q9JB","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-06,"Programa SCALL"
-98.9831105471219,19.337365772331,"M9EKDX","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-17,"Programa SCALL"
-98.9825863669362,19.3425531626464,"A2AWJX","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-25,"Programa SCALL"
-98.9836627290246,19.3374652335495,"P2E1GK","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-08,"Programa SCALL"
-98.9853097711145,19.3376190087412,"58ZNAA","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-08,"Programa SCALL"
-98.9839292284865,19.3382424696341,"A6XKI3","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-08,"Programa SCALL"
-98.9842244790292,19.3370766768093,"F6NXPC","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-17,"Programa SCALL"
-98.9827481786377,19.3429598587195,"G3FX4P","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-06,"Programa SCALL"
-98.9841292169544,19.337664096544,"Y98BCK","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-18,"Programa SCALL"
-98.982501133834,19.338287524893,"E9ZM3A","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-08,"Programa SCALL"
-98.988308481448,19.3413697267942,"T2FRZA","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-15,"Programa SCALL"
-98.9832152131203,19.3379532099819,"R5W9F8","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-18,"Programa SCALL"
-98.9826059561591,19.3373837995872,"N2TXFW","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-12,"Programa SCALL"
-98.9816531298704,19.344288241865,"A85SH2","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-08,"Programa SCALL"
-98.9819294492557,19.3423633143678,"X46LV2","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-08,"Programa SCALL"
-98.9917167280143,19.3451927118758,"G8VBG1","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION JARDINES","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-02,"Programa SCALL"
-98.9941064340404,19.347018348624,"W8L2TD","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION JARDINES","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-02,"Programa SCALL"
-98.9920403676016,19.3467290750519,"JZRAJD","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION JARDINES","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-02,"Programa SCALL"
-98.9909645449667,19.345626468745,"E2KEWG","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION JARDINES","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-02,"Programa SCALL"
-98.9928117196342,19.3434485503447,"C3KN8D","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION LA CRUZ","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-09,"Programa SCALL"
-98.9873277622562,19.3423908817392,"M7WB77","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION LA CRUZ","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-13,"Programa SCALL"
-98.9873467907037,19.3425625926913,"H6FMV3","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION LA CRUZ","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-18,"Programa SCALL"
-98.9863185638022,19.3422642858834,"R11PG5","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION LA CRUZ","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-16,"Programa SCALL"
-98.9876705620179,19.3417311787496,"S1297S","TEOTONGO ACAHUALTEPEC","SAN MIGUEL TEOTONGO SECCION LA CRUZ","TEOTONGO ACAHUALTEPEC","IZTAPALAPA",2019-04-17,"Programa SCALL"
