"long","lat","Expediente","Pueblo","Colonia_Ba","Territoria","Alcaldia","Fecha_de_I","Instalado"
-99.101716,19.348128,"3-VESAJO-IZA-20","NO APLICA","VALLE DE LUCES","LOS CULHUACANES","IZTAPALAPA",2020-08-18,"Programa SCALL"
-99.101154,19.375799,"11-ARCAKA-IZA-20","NO APLICA","SAN JOSE ACULCO","ACULCO","IZTAPALAPA",2020-10-03,"Programa SCALL"
-99.051573,19.319776,"20-PAMAMA-IZA-20","NO APLICA","EL TRIANGULO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-11-18,"Programa SCALL"
-99.071098,19.374533,"23-COLOLU-IZA-20","NO APLICA","LEYES DE REFORMA 3ERA SECCION","LEYES DE REFORMA","IZTAPALAPA",2020-09-25,"Programa SCALL"
-99.02527,19.326348,"30-SASONO-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-10-02,"Programa SCALL"
-99.070635,19.3588,"32-REBRJO-IZA-20","NO APLICA","LEYES DE REFORMA 1A SECCION","LEYES DE REFORMA","IZTAPALAPA",2020-08-06,"Programa SCALL"
-99.03142,19.35395,"33-VIROCO-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-07-23,"Programa SCALL"
-99.009208,19.360335,"35-CALUGE-IZA-20","NO APLICA","SANTA MARTHA ACATITLA","ACATITLA DE ZARAGOZA","IZTAPALAPA",2020-08-01,"Programa SCALL"
-99.008831,19.344343,"36-MACHMA-IZA-20","NO APLICA","SANTIAGO ACAHUALTEPEC 2A AMP.","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-24,"Programa SCALL"
-99.075554,19.38011,"41-GAMOHE-IZA-20","NO APLICA","LEYES DE REFORMA 3ERA SECCION","LEYES DE REFORMA","IZTAPALAPA",2020-08-13,"Programa SCALL"
-99.074656,19.290586,"44-RODEAL-IZA-20","NO APLICA","CELOALLIOTLI (U HAB)","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-17,"Programa SCALL"
-99.055989,19.336709,"45-TRMEAN-IZA-20","NO APLICA","FRANCISCO VILLA","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-08-15,"Programa SCALL"
-99.039168,19.340293,"46-ARGOEV-IZA-20","NO APLICA","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-08-18,"Programa SCALL"
-99.068722,19.303389,"47-MUCUMA-IZA-20","NO APLICA","SAN LORENZO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-15,"Programa SCALL"
-99.013557,19.336668,"48-MERASA-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-05,"Programa SCALL"
-99.080826,19.300732,"49-HEUNDI-IZA-20","NO APLICA","VALLE DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-11,"Programa SCALL"
-99.044037,19.340103,"50-GOMAAL-IZA-20","NO APLICA","SANTA CRUZ MEYEHUALCO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-07-17,"Programa SCALL"
-99.021564,19.347341,"51-ALPIJO-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-08-10,"Programa SCALL"
-99.066273,19.296469,"52-FLCOFE-IZA-20","NO APLICA","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-06,"Programa SCALL"
-99.024363,19.343155,"53-SAFEPA-IZA-20","NO APLICA","CITLALLI","SANTA CATARINA","IZTAPALAPA",2020-07-16,"Programa SCALL"
-98.992361,19.336611,"55-GUSAAD-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION CORRALES","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-14,"Programa SCALL"
-99.015297,19.332971,"56-MACRCL-IZA-20","NO APLICA","XALPA","SANTA CATARINA","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.034065,19.337368,"57-MAFEJO-IZA-20","NO APLICA","REFORMA POLITICA","SANTA CATARINA","IZTAPALAPA",2020-07-22,"Programa SCALL"
-99.034022,19.328491,"58-LOTABE-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-08-13,"Programa SCALL"
-99.074041,19.306255,"59-HEGALE-IZA-20","NO APLICA","BARRIO SAN ANTONIO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-19,"Programa SCALL"
-99.06134,19.319946,"61-DOBAJU-IZA-20","NO APLICA","LOMAS DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-25,"Programa SCALL"
-98.976621,19.329144,"62-ANMOLE-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-16,"Programa SCALL"
-99.007875,19.336353,"63-MAROHI-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-10-01,"Programa SCALL"
-98.984833,19.338733,"64-MOCHMA-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-04,"Programa SCALL"
-99.070006,19.295599,"65-ALVAHU-IZA-20","NO APLICA","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-13,"Programa SCALL"
-98.968771,19.326323,"66-TAPAMA-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-12,"Programa SCALL"
-99.021704,19.365136,"67-TLBEWE-IZA-20","NO APLICA","SANTA MARTHA ACATITLA SUR","ACATITLA DE ZARAGOZA","IZTAPALAPA",2020-07-16,"Programa SCALL"
-99.063748,19.319643,"69-MEMODI-IZA-20","NO APLICA","LOMAS DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-22,"Programa SCALL"
-99.034729,19.332973,"70-SOGAPA-IZA-20","NO APLICA","LOMAS DE SANTA CRUZ","SANTA CATARINA","IZTAPALAPA",2020-07-17,"Programa SCALL"
-99.010956,19.338367,"71-CAORAN-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-21,"Programa SCALL"
-99.00693,19.357658,"72-SOVAAR-IZA-20","NO APLICA","SANTA MARTHA ACATITLA","ACATITLA DE ZARAGOZA","IZTAPALAPA",2020-07-15,"Programa SCALL"
-99.0646,19.380837,"74-PEREMA-IZA-20","NO APLICA","LEYES DE REFORMA 3ERA SECCION","LEYES DE REFORMA","IZTAPALAPA",2020-08-22,"Programa SCALL"
-99.062744,19.37598,"78-CACARO-IZA-20","NO APLICA","LEYES DE REFORMA 3ERA SECCION","LEYES DE REFORMA","IZTAPALAPA",2020-08-13,"Programa SCALL"
-99.033666,19.331758,"79-GOVEGL-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-08-03,"Programa SCALL"
-99.029555,19.326685,"81-SADERE-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-07-25,"Programa SCALL"
-99.072859,19.30419,"82-PERIMA-IZA-20","NO APLICA","BARRIO SAN ANTONIO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-18,"Programa SCALL"
-99.034191,19.322521,"83-CODAMA-IZA-20","NO APLICA","SAN JOSE BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-07-17,"Programa SCALL"
-99.055305,19.322212,"84-ANITRO-IZA-20","NO APLICA","CONSEJO AGRARISTA","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.037517,19.324974,"85-LOMAJU-IZA-20","NO APLICA","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-09-28,"Programa SCALL"
-99.049532,19.327829,"86-GAHEJA-IZA-20","NO APLICA","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-07-22,"Programa SCALL"
-99.024859,19.327718,"89-MECENA-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-07-16,"Programa SCALL"
-99.03437,19.337196,"91-CRALMA-IZA-20","NO APLICA","REFORMA POLITICA","SANTA CATARINA","IZTAPALAPA",2020-07-22,"Programa SCALL"
-98.971834,19.328131,"92-HUPUJA-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-20,"Programa SCALL"
-98.981859,19.342145,"93-BLMAMA-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-13,"Programa SCALL"
-99.011258,19.343713,"94-LUROMA-IZA-20","NO APLICA","XALPA","SANTA CATARINA","IZTAPALAPA",2020-07-16,"Programa SCALL"
-99.029492,19.350961,"95-PEBALA-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-08-10,"Programa SCALL"
-98.974528,19.329838,"97-GUMASO-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-07,"Programa SCALL"
-99.070306,19.30074,"102-BEPALE-IZA-20","NO APLICA","SAN LORENZO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-27,"Programa SCALL"
-99.019106,19.349362,"103-CEALAR-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.10065,19.341253,"105-GAVIMA-IZA-20","NO APLICA","VALLE DE LUCES","LOS CULHUACANES","IZTAPALAPA",2020-08-10,"Programa SCALL"
-99.051058,19.324096,"106-COBOAN-IZA-20","NO APLICA","EL TRIANGULO","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-07-17,"Programa SCALL"
-99.021053,19.34844,"107-CHMOLU-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-07-17,"Programa SCALL"
-99.046104,19.33469,"109-HEALAN-IZA-20","NO APLICA","CARLOS HANK GONZALEZ","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-08-04,"Programa SCALL"
-99.029859,19.348472,"110-GOCAAN-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-08-04,"Programa SCALL"
-99.024038,19.323725,"111-TOLUGE-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-08-12,"Programa SCALL"
-99.006489,19.359036,"113-ALGOMA-IZA-20","NO APLICA","PUEBLO SANTA MARTHA ACATITLA","ACATITLA DE ZARAGOZA","IZTAPALAPA",2020-07-29,"Programa SCALL"
-99.058403,19.339393,"114-MAPELU-IZA-20","NO APLICA","FRANCISCO VILLA","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-08-04,"Programa SCALL"
-99.022374,19.337486,"115-LAFLAN-IZA-20","NO APLICA","CITLALLI","SANTA CATARINA","IZTAPALAPA",2020-07-23,"Programa SCALL"
-99.075329,19.293969,"117-JIBEGR-IZA-20","NO APLICA","JARDINES DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-01,"Programa SCALL"
-99.053932,19.324442,"118-ISRIPE-IZA-20","NO APLICA","CONSEJO AGRARISTA","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-07-21,"Programa SCALL"
-98.976378,19.330273,"119-GOMOIN-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-14,"Programa SCALL"
-99.012769,19.334484,"120-MAGAMA-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-08,"Programa SCALL"
-98.975662,19.330422,"121-AGVAVE-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-16,"Programa SCALL"
-98.993065,19.341822,"122-FLPACA-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION PALMITAS","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.066666,19.313652,"123-IBRORE-IZA-20","NO APLICA","SAN LORENZO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-24,"Programa SCALL"
-99.040939,19.335285,"127-ROGALU-IZA-20","NO APLICA","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-09-26,"Programa SCALL"
-99.021959,19.367263,"130-COHERO-IZA-20","NO APLICA","SANTA MARTHA ACATITLA SUR","ACATITLA DE ZARAGOZA","IZTAPALAPA",2020-07-17,"Programa SCALL"
-99.026269,19.331846,"133-MAGACE-IZA-20","NO APLICA","PALMITAS","SANTA CATARINA","IZTAPALAPA",2020-07-29,"Programa SCALL"
-99.065259,19.330145,"134-LOVALE-IZA-20","NO APLICA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.019008,19.360596,"135-MAGUSO-IZA-20","NO APLICA","SANTA MARTHA ACATITLA SUR","ACATITLA DE ZARAGOZA","IZTAPALAPA",2020-07-17,"Programa SCALL"
-98.986852,19.337332,"136-MOSERO-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION RANCHO BAJO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-14,"Programa SCALL"
-98.990945,19.343363,"137-ZACAED-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION LA CRUZ","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-17,"Programa SCALL"
-99.016962,19.356602,"138-VAGAGR-IZA-20","NO APLICA","PARAJE ZACATEPEC","AZTAHUACAN","IZTAPALAPA",2020-09-03,"Programa SCALL"
-99.067169,19.295452,"139-GOSAGI-IZA-20","NO APLICA","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.030296,19.322411,"140-GEROED-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-07-25,"Programa SCALL"
-99.077751,19.295424,"142-DEALDA-IZA-20","NO APLICA","VALLE DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-23,"Programa SCALL"
-99.077865,19.2966,"143-AMORFE-IZA-20","NO APLICA","VALLE DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-28,"Programa SCALL"
-99.067821,19.300594,"145-DIHELU-IZA-20","NO APLICA","EL MOLINO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-06,"Programa SCALL"
-99.025557,19.323897,"146-DEOTFL-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-07-21,"Programa SCALL"
-98.99587,19.340133,"148-CASAAR-IZA-20","NO APLICA","IXTLAHUACAN","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-09-07,"Programa SCALL"
-99.030292,19.345314,"149-VAMAMA-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-08-06,"Programa SCALL"
-99.029052,19.321662,"150-ANORMA-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-07-29,"Programa SCALL"
-99.095726,19.360455,"152-GRGUCA-IZA-20","NO APLICA","BARRIO SAN PABLO","ATLALILCO AXOMULCO","IZTAPALAPA",2020-10-17,"Programa SCALL"
-99.060417,19.32143,"154-GAMIMA-IZA-20","NO APLICA","LOMAS DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-28,"Programa SCALL"
-98.983604,19.337323,"155-HEAGJA-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION GUADALUPE","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-06,"Programa SCALL"
-99.028556,19.321668,"156-HEMOAD-IZA-20","NO APLICA","SAN JOSE BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-11-26,"Programa SCALL"
-98.992771,19.339058,"158-HUCALU-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION CORRALES","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-29,"Programa SCALL"
-99.060463,19.321495,"159-RAGAGR-IZA-20","NO APLICA","LOMAS DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-07-22,"Programa SCALL"
-99.064103,19.328349,"160-RIHEJO-IZA-20","NO APLICA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-08-05,"Programa SCALL"
-99.07512,19.306018,"162-RELOAL-IZA-20","NO APLICA","BARRIO SAN ANTONIO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-14,"Programa SCALL"
-99.096624,19.329983,"164-GOCOSU-IZA-20","NO APLICA","SANTA MARIA TOMATLAN","LOS CULHUACANES","IZTAPALAPA",2020-08-14,"Programa SCALL"
-99.042351,19.331854,"165-MOAPCA-IZA-20","NO APLICA","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-07-24,"Programa SCALL"
-98.978722,19.326837,"166-POFELU-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-08,"Programa SCALL"
-98.97923,19.339359,"168-VAMUVE-IZA-20","NO APLICA","AMPLIACION EMILIANO ZAPATA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-13,"Programa SCALL"
-99.070456,19.300762,"169-BEPAAU-IZA-20","NO APLICA","SAN LORENZO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-03,"Programa SCALL"
-98.978649,19.324824,"171-HEPACR-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-14,"Programa SCALL"
-99.074297,19.344742,"172-GORUMA-IZA-20","NO APLICA","SAN JUAN 2A AMPLIACION (PARAJE SAN JUAN)","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-08-10,"Programa SCALL"
-99.01208,19.3302,"87-MACRCO-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-13,"Programa SCALL"
-98.980399,19.340203,"173-SARACL-IZA-20","NO APLICA","AMPLIACION EMILIANO ZAPATA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-15,"Programa SCALL"
-98.979132,19.3282,"174-MALOTE-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-09-10,"Programa SCALL"
-98.992476,19.343943,"175-MOCHMA-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION PALMITAS","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-09-25,"Programa SCALL"
-99.007794,19.333736,"176-ANCUSA-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-14,"Programa SCALL"
-98.980216,19.338068,"178-RAMOAN-IZA-20","NO APLICA","AMPLIACION EMILIANO ZAPATA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-17,"Programa SCALL"
-99.012211,19.338816,"179-GUCARO-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-06,"Programa SCALL"
-98.990372,19.339712,"180-TOMOLU-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION LA CRUZ","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-17,"Programa SCALL"
-99.016793,19.336128,"183-CASIAL-IZA-20","NO APLICA","XALPA","SANTA CATARINA","IZTAPALAPA",2020-08-08,"Programa SCALL"
-99.026645,19.332031,"184-SAZAJA-IZA-20","NO APLICA","PALMITAS","SANTA CATARINA","IZTAPALAPA",2020-07-23,"Programa SCALL"
-98.995355,19.348787,"187-FLCOAL-IZA-20","NO APLICA","LOMAS DE ZARAGOZA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-18,"Programa SCALL"
-98.968647,19.329173,"194-HEGAJU-IZA-20","NO APLICA","SAN FRANCISCO APOLOCALCO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-20,"Programa SCALL"
-98.968778,19.328761,"195-MOANMA-IZA-20","NO APLICA","SAN FRANCISCO APOLOCALCO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-25,"Programa SCALL"
-98.969144,19.325008,"196-GAHEMA-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-15,"Programa SCALL"
-98.968367,19.331597,"198-CHANVI-IZA-20","NO APLICA","SAN FRANCISCO APOLOCALCO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-03,"Programa SCALL"
-98.969057,19.32915,"199-VAGOLE-IZA-20","NO APLICA","SAN FRANCISCO APOLOCALCO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-24,"Programa SCALL"
-98.970592,19.329176,"200-LAJAJU-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-13,"Programa SCALL"
-98.970188,19.330731,"202-GAHEJE-IZA-20","NO APLICA","SAN FRANCISCO APOLOCALCO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-15,"Programa SCALL"
-99.011383,19.335556,"204-JUSEGE-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-04,"Programa SCALL"
-99.00364,19.331458,"205-DELOMA-IZA-20","NO APLICA","SAN PABLO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-28,"Programa SCALL"
-98.979232,19.329345,"206-MEJIIG-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-03,"Programa SCALL"
-99.077168,19.296948,"207-HECAJU-IZA-20","NO APLICA","VALLE DE SAN LORENZO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-11-09,"Programa SCALL"
-99.071944,19.380905,"213-TRPEGA-IZA-20","NO APLICA","LEYES DE REFORMA 3ERA SECCION","LEYES DE REFORMA","IZTAPALAPA",2020-08-18,"Programa SCALL"
-99.014123,19.333024,"215-MAHELI-IZA-20","NO APLICA","LOMAS DE LA ESTANCIA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-19,"Programa SCALL"
-98.979115,19.329879,"219-HERAED-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-03,"Programa SCALL"
-98.974596,19.327806,"221-AMRAJE-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-25,"Programa SCALL"
-98.967844,19.327488,"222-GOLOJA-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-17,"Programa SCALL"
-99.067472,19.328103,"225-SAJIMA-IZA-20","NO APLICA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-07-30,"Programa SCALL"
-98.976708,19.337017,"228-REROPE-IZA-20","NO APLICA","AMPLIACION EMILIANO ZAPATA","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-18,"Programa SCALL"
-99.044427,19.336077,"230-GA 0MA-IZA-20","NO APLICA","DESARROLLO URBANO QUETZALCOATL","SANTA CRUZ QUETZALCOATL","IZTAPALAPA",2020-08-25,"Programa SCALL"
-99.064088,19.325625,"232-HERIHE-IZA-20","NO APLICA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-08-04,"Programa SCALL"
-99.060084,19.326462,"235-DESALI-IZA-20","NO APLICA","CONSEJO AGRARISTA","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.066764,19.327721,"236-SABALO-IZA-20","NO APLICA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-07-22,"Programa SCALL"
-99.064367,19.32981,"237-GOREFE-IZA-20","NO APLICA","PUENTE BLANCO","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-08-15,"Programa SCALL"
-99.031388,19.347319,"238-VACHFL-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-08-14,"Programa SCALL"
-98.977883,19.327245,"239-HUBANE-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-09-05,"Programa SCALL"
-99.025147,19.322461,"240-MAGAMA-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-07-21,"Programa SCALL"
-99.017807,19.343583,"241-CAGUED-IZA-20","NO APLICA","XALPA","SANTA CATARINA","IZTAPALAPA",2020-07-16,"Programa SCALL"
-99.02332,19.356391,"242-ZASEYE-IZA-20","NO APLICA","SANTA MARIA AZTAHUACAN","AZTAHUACAN","IZTAPALAPA",2020-07-22,"Programa SCALL"
-99.005601,19.344812,"244-SACEGU-IZA-20","NO APLICA","MIGUEL DE LA MADRID","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-08-26,"Programa SCALL"
-99.069005,19.301582,"245-BARONO-IZA-20","NO APLICA","SAN LORENZO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-24,"Programa SCALL"
-99.073524,19.299845,"247-MUCUMA-IZA-20","NO APLICA","BARRIO SAN ANTONIO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-27,"Programa SCALL"
-99.101586,19.335259,"248-BINAJU-IZA-20","NO APLICA","BARRIO SAN SIMON CULHUACAN","LOS CULHUACANES","IZTAPALAPA",2020-09-04,"Programa SCALL"
-98.968279,19.329151,"251-VEVANA-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-11-07,"Programa SCALL"
-98.991783,19.35366,"252-GUPERA-IZA-20","NO APLICA","SAN MIGUEL TEOTONGO SECCION MERCEDES","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-23,"Programa SCALL"
-99.014481,19.335824,"254-FIHEEM-IZA-20","NO APLICA","XALPA","SANTA CATARINA","IZTAPALAPA",2020-07-16,"Programa SCALL"
-99.031901,19.327707,"257-HECOMA-IZA-20","NO APLICA","BUENAVISTA","SANTA CATARINA","IZTAPALAPA",2020-08-17,"Programa SCALL"
-98.974876,19.328646,"258-GOGOPE-IZA-20","NO APLICA","CAMPESTRE POTRERO","TEOTONGO ACAHUALTEPC","IZTAPALAPA",2020-07-13,"Programa SCALL"
-99.069761,19.315143,"261-ARMICI-IZA-20","NO APLICA","SAN LORENZO TEZONCO","SAN LORENZO TEZONCO","IZTAPALAPA",2020-08-24,"Programa SCALL"
-99.054532,19.326121,"262-LUMAMA-IZA-20","NO APLICA","CONSEJO AGRARISTA","LOS ANGELES AGRARISTA","IZTAPALAPA",2020-07-25,"Programa SCALL"
