alcaldia,longitud,latitud,alcaldia_id,año
Azcapotzalco,-99.186038,19.493667,002,2021
Azcapotzalco,-99.219528,19.475549,002,2021
Azcapotzalco,-99.211189,19.480327,002,2021
Azcapotzalco,-99.176603,19.486284,002,2021
Azcapotzalco,-99.218356,19.481075,002,2021
Azcapotzalco,-99.214365,19.47857,002,2021
Azcapotzalco,-99.213542,19.478034,002,2021
Azcapotzalco,-99.206161,19.476316,002,2021
Azcapotzalco,-99.206622,19.476088,002,2021
Azcapotzalco,-99.178576,19.480273,002,2021
Azcapotzalco,-99.214443,19.481324,002,2021
Azcapotzalco,-99.216848,19.47882,002,2021
Azcapotzalco,-99.216355,19.480577,002,2021
Azcapotzalco,-99.218473,19.480668,002,2021
Azcapotzalco,-99.218463,19.480674,002,2021
Azcapotzalco,-99.206521,19.476305,002,2021
Azcapotzalco,-99.201826,19.476279,002,2021
Azcapotzalco,-99.217672,19.474818,002,2021
Azcapotzalco,-99.178627,19.480287,002,2021
Azcapotzalco,-99.20279,19.477527,002,2021
Azcapotzalco,-99.186222,19.494714,002,2021
Azcapotzalco,-99.209304,19.474776,002,2021
Azcapotzalco,-99.209304,19.474776,002,2021
Azcapotzalco,-99.209304,19.474776,002,2021
Azcapotzalco,-99.216574,19.482044,002,2021
Azcapotzalco,-99.215911,19.482999,002,2021
Azcapotzalco,-99.215948,19.473699,002,2021
Azcapotzalco,-99.216114,19.481049,002,2021
Azcapotzalco,-99.193996,19.496977,002,2021
Azcapotzalco,-99.213676,19.477823,002,2021
Azcapotzalco,-99.201737,19.47628,002,2021
Azcapotzalco,-99.199748,19.475027,002,2021
Azcapotzalco,-99.199165,19.474483,002,2021
Azcapotzalco,-99.196603,19.488677,002,2021
Azcapotzalco,-99.196869,19.486293,002,2021
Azcapotzalco,-99.200048,19.491959,002,2021
Azcapotzalco,-99.206936,19.490043,002,2021
Azcapotzalco,-99.210958,19.491407,002,2021
Azcapotzalco,-99.205926,19.493169,002,2021
Azcapotzalco,-99.197376,19.489409,002,2021
Azcapotzalco,-99.198598,19.474735,002,2021
Azcapotzalco,-99.207014,19.488474,002,2021
Azcapotzalco,-99.208831,19.473277,002,2021
Azcapotzalco,-99.194237,19.474882,002,2021
Azcapotzalco,-99.196066,19.489053,002,2021
Azcapotzalco,-99.196095,19.489117,002,2021
Azcapotzalco,-99.214595,19.480533,002,2021
Azcapotzalco,-99.195255,19.476209,002,2021
Azcapotzalco,-99.218179,19.479535,002,2021
Azcapotzalco,-99.191767,19.485793,002,2021
Azcapotzalco,-99.217825,19.479437,002,2021
Azcapotzalco,-99.200041,19.488858,002,2021
Azcapotzalco,-99.208379,19.49299,002,2021
Azcapotzalco,-99.211538,19.491353,002,2021
Azcapotzalco,-99.209778,19.490887,002,2021
Azcapotzalco,-99.212137,19.492961,002,2021
Azcapotzalco,-99.20632,19.49325,002,2021
Azcapotzalco,-99.204115,19.506003,002,2021
Azcapotzalco,-99.203886,19.505867,002,2021
