alcaldia,latitud,longitud,alcaldia_id,año
Milpa Alta,19.220822,-98.999043,9,2022
Milpa Alta,19.192835,-99.00538,9,2022
Milpa Alta,19.186887,-99.020147,9,2022
Milpa Alta,19.21895,-98.990015,9,2022
Milpa Alta,19.218737,-98.991853,9,2022
Milpa Alta,19.219632,-98.9992,9,2022
Milpa Alta,19.223235,-99.001088,9,2022
Milpa Alta,19.219204,-98.998834,9,2022
Milpa Alta,19.226569,-98.995336,9,2022
Milpa Alta,19.191173,-99.007309,9,2022
Milpa Alta,19.179513,-99.07186,9,2022
Milpa Alta,19.192912,-99.005038,9,2022
Milpa Alta,19.197391,-99.002032,9,2022
Milpa Alta,19.197012,-99.004876,9,2022
Milpa Alta,19.219778,-98.998056,9,2022
Milpa Alta,19.200466,-99.005642,9,2022
Milpa Alta,19.218859,-98.991969,9,2022
Milpa Alta,19.196797,-99.006811,9,2022
Milpa Alta,19.176167,-98.992995,9,2022
Milpa Alta,19.222411,-98.9992,9,2022
Milpa Alta,19.222274,-99.000442,9,2022
Milpa Alta,19.221188,-99.001197,9,2022
Milpa Alta,19.197665,-99.00441,9,2022
Milpa Alta,19.219252,-98.996953,9,2022
Milpa Alta,19.190513,-98.996469,9,2022
Milpa Alta,19.193075,-99.005321,9,2022
Milpa Alta,19.200461,-99.005638,9,2022
Milpa Alta,19.184,-99.068254,9,2022
Milpa Alta,19.219545,-98.996292,9,2022
Milpa Alta,19.192742,-99.00525,9,2022
Milpa Alta,19.200454,-99.005673,9,2022
Milpa Alta,19.220858,-98.990066,9,2022
Milpa Alta,19.198234,-99.004287,9,2022
Milpa Alta,19.197343,-99.004378,9,2022
Milpa Alta,19.221634,-99.000727,9,2022
Milpa Alta,19.194354,-99.003263,9,2022
Milpa Alta,19.197925,-99.004436,9,2022
Milpa Alta,19.220892,-98.996916,9,2022
Milpa Alta,19.188416,-98.99812,9,2022
Milpa Alta,19.220801,-98.999586,9,2022
Milpa Alta,19.192914,-99.004511,9,2022
Milpa Alta,19.19379,-99.00456,9,2022
Milpa Alta,19.193642,-99.005602,9,2022
Milpa Alta,19.19636,-99.005009,9,2022
Milpa Alta,19.18422,-99.069141,9,2022
Milpa Alta,19.220496,-98.996435,9,2022
Milpa Alta,19.219252,-98.996953,9,2022
Milpa Alta,19.19435,-99.003147,9,2022
Milpa Alta,19.21854,-98.997689,9,2022
Milpa Alta,19.218888,-98.996777,9,2022
Milpa Alta,19.222876,-99.000393,9,2022
Milpa Alta,19.22205,-98.998571,9,2022
Milpa Alta,19.219249,-99.000067,9,2022
Milpa Alta,19.219862,-99.001615,9,2022
Milpa Alta,19.219109,-98.996655,9,2022
Milpa Alta,19.218812,-98.991977,9,2022
Milpa Alta,19.18942,-98.997766,9,2022
Milpa Alta,19.184266,-99.02162,9,2022
Milpa Alta,19.194812,-99.00142,9,2022
Milpa Alta,19.220544,-98.999168,9,2022
Milpa Alta,19.194694,-99.000762,9,2022
Tlalpan,19.268617,-99.242869,12,2022
Milpa Alta,19.193647,-99.005467,9,2022
Milpa Alta,19.190081,-98.996554,9,2022
Milpa Alta,19.220196,-98.996459,9,2022
Milpa Alta,19.189018,-99.02173,9,2022
Milpa Alta,19.19843,-99.008261,9,2022
Milpa Alta,19.19688,-99.002858,9,2022
Milpa Alta,19.218958,-98.996634,9,2022
Milpa Alta,19.219551,-98.998508,9,2022
Milpa Alta,19.190943,-99.093473,9,2022
Milpa Alta,19.195217,-99.023106,9,2022
Milpa Alta,19.19394,-99.092322,9,2022
Milpa Alta,19.193284,-99.003732,9,2022
Milpa Alta,19.191261,-99.001236,9,2022
Milpa Alta,19.198644,-99.024874,9,2022
Milpa Alta,19.181241,-99.030176,9,2022
Milpa Alta,19.220328,-99.00163,9,2022
Tlalpan,19.257152,-99.186352,12,2022
Milpa Alta,19.19518,-99.00636,9,2022
Milpa Alta,19.17549,-99.026787,9,2022
Milpa Alta,19.1874,-99.019497,9,2022
Milpa Alta,19.198265,-99.053603,9,2022
Milpa Alta,19.199368,-99.033019,9,2022
Milpa Alta,19.193884,-99.019795,9,2022
Milpa Alta,19.22204,-98.998714,9,2022
Milpa Alta,19.192102,-99.001883,9,2022
Milpa Alta,19.186981,-99.020372,9,2022
Milpa Alta,19.22164,-99.00055,9,2022
Milpa Alta,19.224395,-98.999267,9,2022
Milpa Alta,19.219261,-98.99691,9,2022
Milpa Alta,19.226339,-98.992814,9,2022
Milpa Alta,19.188692,-98.996899,9,2022
Milpa Alta,19.187778,-99.026733,9,2022
Milpa Alta,19.19431,-99.002665,9,2022
Milpa Alta,19.196041,-99.018602,9,2022
Milpa Alta,19.178774,-98.993424,9,2022
Milpa Alta,19.184063,-99.026642,9,2022
Milpa Alta,19.172778,-99.034943,9,2022
Milpa Alta,19.17519,-98.997196,9,2022
Milpa Alta,19.19511,-99.001368,9,2022
Milpa Alta,19.178157,-99.036868,9,2022
Milpa Alta,19.195639,-99.001626,9,2022
Milpa Alta,19.181878,-99.03243,9,2022
Milpa Alta,19.196026,-99.022668,9,2022
Milpa Alta,19.195377,-99.001673,9,2022
Milpa Alta,19.218689,-98.992367,9,2022
Milpa Alta,19.173014,-98.994704,9,2022
Milpa Alta,19.201925,-99.008256,9,2022
Milpa Alta,19.201965,-99.027316,9,2022
Milpa Alta,19.213444,-99.042458,9,2022
Milpa Alta,19.193684,-99.005588,9,2022
Milpa Alta,19.183257,-99.069313,9,2022
Milpa Alta,19.172784,-98.997727,9,2022
Milpa Alta,19.196792,-99.003057,9,2022
Milpa Alta,19.196819,-99.003038,9,2022
Milpa Alta,19.173262,-98.997956,9,2022
Milpa Alta,19.172179,-98.999645,9,2022
Milpa Alta,19.177877,-99.035543,9,2022
Milpa Alta,19.176296,-99.035228,9,2022
Milpa Alta,19.197462,-99.026277,9,2022
Milpa Alta,19.195203,-99.000595,9,2022
Milpa Alta,19.17477,-98.998431,9,2022
Milpa Alta,19.17628,-99.035248,9,2022
Milpa Alta,19.203689,-99.049473,9,2022
Milpa Alta,19.200506,-99.004084,9,2022
Milpa Alta,19.201867,-99.008866,9,2022
Milpa Alta,19.201867,-99.008866,9,2022
Milpa Alta,19.194638,-99.001479,9,2022
Tlalpan,19.259752,-99.186345,12,2022
Milpa Alta,19.198567,-99.024145,9,2022
Milpa Alta,19.20255,-99.031442,9,2022
Milpa Alta,19.172939,-98.998927,9,2022
Milpa Alta,19.196229,-99.004551,9,2022
Milpa Alta,19.171833,-98.990585,9,2022
Milpa Alta,19.197681,-99.004834,9,2022
Milpa Alta,19.197921,-99.005381,9,2022
Milpa Alta,19.199897,-99.031207,9,2022
Milpa Alta,19.197921,-99.004326,9,2022
Milpa Alta,19.201196,-99.004066,9,2022
Milpa Alta,19.192169,-99.093774,9,2022
Milpa Alta,19.201456,-99.00371,9,2022
Milpa Alta,19.198576,-99.006941,9,2022
Milpa Alta,19.188809,-98.998068,9,2022
Milpa Alta,19.192169,-99.093774,9,2022
Milpa Alta,19.174828,-98.998411,9,2022
Tlalpan,19.245917,-99.142531,12,2022
Milpa Alta,19.198538,-99.019828,9,2022
Milpa Alta,19.192544,-99.089211,9,2022
Milpa Alta,19.19479,-98.999998,9,2022
Milpa Alta,19.173244,-99.000754,9,2022
Milpa Alta,19.193696,-99.088875,9,2022
Milpa Alta,19.199108,-99.00527,9,2022
Milpa Alta,19.169912,-99.001335,9,2022
Milpa Alta,19.198475,-99.005243,9,2022
Milpa Alta,19.198451,-99.005277,9,2022
Milpa Alta,19.18839,-98.994467,9,2022
Milpa Alta,19.195118,-99.021923,9,2022
Milpa Alta,19.189843,-99.094362,9,2022
Milpa Alta,19.188741,-98.995271,9,2022
Milpa Alta,19.190631,-98.991878,9,2022
Milpa Alta,19.17286,-99.001038,9,2022
Milpa Alta,19.198743,-99.005345,9,2022
Milpa Alta,19.189962,-99.094124,9,2022
Milpa Alta,19.19647,-99.022451,9,2022
Milpa Alta,19.198528,-99.005377,9,2022
Milpa Alta,19.175084,-98.999057,9,2022
Milpa Alta,19.196438,-99.022333,9,2022
Milpa Alta,19.222141,-98.998109,9,2022
Milpa Alta,19.191483,-99.006531,9,2022
Milpa Alta,19.193831,-99.017713,9,2022
Milpa Alta,19.197438,-99.023443,9,2022
Milpa Alta,19.194457,-99.019463,9,2022
Milpa Alta,19.193484,-99.017982,9,2022
Milpa Alta,19.199087,-99.023217,9,2022
Milpa Alta,19.218284,-99.044624,9,2022
Milpa Alta,19.199857,-99.048033,9,2022
Milpa Alta,19.199796,-99.050388,9,2022
Milpa Alta,19.212244,-99.005133,9,2022
Tláhuac,19.291592,-99.004893,11,2022
Milpa Alta,19.190641,-99.091526,9,2022
Milpa Alta,19.206457,-99.071393,9,2022
Milpa Alta,19.197477,-99.04874,9,2022
Milpa Alta,19.195459,-99.007516,9,2022
Milpa Alta,19.200241,-99.047197,9,2022
Milpa Alta,19.195843,-99.007262,9,2022
Milpa Alta,19.221163,-98.990066,9,2022
Milpa Alta,19.194524,-99.088934,9,2022
Milpa Alta,19.174981,-98.998753,9,2022
Milpa Alta,19.174159,-98.9981,9,2022
Milpa Alta,19.190004,-99.091219,9,2022
Milpa Alta,19.172797,-98.999393,9,2022
Milpa Alta,19.205052,-99.066747,9,2022
Milpa Alta,19.203477,-99.0483,9,2022
Milpa Alta,19.172099,-98.999738,9,2022
Milpa Alta,19.199885,-99.05237,9,2022
Milpa Alta,19.195112,-99.007578,9,2022
Milpa Alta,19.198418,-99.008271,9,2022
Milpa Alta,19.19716,-99.008066,9,2022
Milpa Alta,19.19686,-98.998666,9,2022
Milpa Alta,19.181702,-99.07032,9,2022
Milpa Alta,19.196746,-99.007001,9,2022
Milpa Alta,19.194705,-99.007929,9,2022
Milpa Alta,19.172318,-98.994656,9,2022
Milpa Alta,19.196521,-99.006692,9,2022
Milpa Alta,19.197952,-99.005489,9,2022
Milpa Alta,19.200874,-99.047599,9,2022
Milpa Alta,19.172329,-98.994946,9,2022
Milpa Alta,19.197376,-99.010056,9,2022
Milpa Alta,19.170727,-98.995217,9,2022
Milpa Alta,19.188834,-99.093762,9,2022
Milpa Alta,19.16839,-98.994383,9,2022
Milpa Alta,19.226481,-98.998875,9,2022
Milpa Alta,19.170828,-98.996001,9,2022
Milpa Alta,19.199962,-99.047464,9,2022
Milpa Alta,19.172882,-98.994985,9,2022
Milpa Alta,19.189219,-99.094027,9,2022
Milpa Alta,19.189768,-99.091777,9,2022
Milpa Alta,19.202669,-99.045242,9,2022
Milpa Alta,19.168709,-98.992795,9,2022
Milpa Alta,19.19662,-99.086981,9,2022
Milpa Alta,19.168171,-98.991828,9,2022
Milpa Alta,19.204255,-99.048821,9,2022
Milpa Alta,19.189778,-99.091766,9,2022
Milpa Alta,19.169646,-98.991522,9,2022
Milpa Alta,19.177638,-99.004324,9,2022
Milpa Alta,19.184401,-99.021606,9,2022
Milpa Alta,19.195436,-99.088804,9,2022
Milpa Alta,19.195706,-99.088566,9,2022
Milpa Alta,19.181133,-99.006826,9,2022
Milpa Alta,19.19619,-99.089039,9,2022
Milpa Alta,19.170573,-99.000624,9,2022
Milpa Alta,19.178008,-99.002619,9,2022
Milpa Alta,19.181127,-99.006422,9,2022
Milpa Alta,19.195624,-99.003769,9,2022
Milpa Alta,19.182315,-99.000763,9,2022
Milpa Alta,19.19319,-99.002426,9,2022
Milpa Alta,19.195333,-99.000922,9,2022
Milpa Alta,19.169117,-98.992078,9,2022
Milpa Alta,19.199885,-99.05237,9,2022
Milpa Alta,19.195987,-99.005026,9,2022
Milpa Alta,19.174356,-98.995797,9,2022
Milpa Alta,19.191843,-99.093721,9,2022
Milpa Alta,19.193885,-99.005465,9,2022
Milpa Alta,19.186391,-98.996321,9,2022
Milpa Alta,19.195785,-99.04814,9,2022
Milpa Alta,19.187699,-98.993463,9,2022
Milpa Alta,19.173057,-98.998111,9,2022
Milpa Alta,19.195951,-99.006677,9,2022
Milpa Alta,19.172567,-98.998927,9,2022
Milpa Alta,19.207498,-99.070776,9,2022
Milpa Alta,19.190693,-98.996649,9,2022
Milpa Alta,19.193709,-99.004582,9,2022
Milpa Alta,19.196161,-99.000502,9,2022
Milpa Alta,19.198758,-99.045919,9,2022
Milpa Alta,19.175038,-98.998904,9,2022
Milpa Alta,19.195123,-99.000628,9,2022
Milpa Alta,19.173428,-99.000661,9,2022
Milpa Alta,19.195982,-99.088999,9,2022
Milpa Alta,19.202481,-99.045268,9,2022
Milpa Alta,19.195483,-99.088251,9,2022
Milpa Alta,19.173933,-98.999517,9,2022
Milpa Alta,19.192888,-99.005776,9,2022
Milpa Alta,19.195767,-99.087312,9,2022
Milpa Alta,19.192185,-99.093437,9,2022
Milpa Alta,19.188313,-98.998163,9,2022
Milpa Alta,19.171738,-98.99991,9,2022
Milpa Alta,19.188697,-99.094068,9,2022
Milpa Alta,19.194273,-99.003323,9,2022
Milpa Alta,19.177907,-99.031638,9,2022
Milpa Alta,19.169449,-98.994408,9,2022
Milpa Alta,19.19012,-99.09363,9,2022
Milpa Alta,19.169745,-98.991371,9,2022
Milpa Alta,19.188602,-98.994937,9,2022
Milpa Alta,19.170598,-98.99394,9,2022
Milpa Alta,19.169117,-98.993117,9,2022
Milpa Alta,19.200111,-99.046176,9,2022
Milpa Alta,19.193098,-99.007171,9,2022
Milpa Alta,19.173041,-98.996997,9,2022
Milpa Alta,19.192985,-99.007171,9,2022
Milpa Alta,19.190271,-99.093572,9,2022
Milpa Alta,19.168136,-98.991539,9,2022
Milpa Alta,19.193695,-99.005459,9,2022
Milpa Alta,19.200375,-99.046088,9,2022
Milpa Alta,19.191594,-99.089313,9,2022
Milpa Alta,19.168373,-98.991973,9,2022
Milpa Alta,19.195185,-99.087481,9,2022
Milpa Alta,19.170993,-98.993982,9,2022
Milpa Alta,19.201091,-99.055077,9,2022
Milpa Alta,19.169938,-98.99282,9,2022
Milpa Alta,19.203485,-99.050312,9,2022
Milpa Alta,19.169706,-98.995017,9,2022
Milpa Alta,19.191726,-99.09368,9,2022
Milpa Alta,19.19728,-99.049003,9,2022
Milpa Alta,19.197798,-98.993364,9,2022
Milpa Alta,19.205649,-99.055782,9,2022
Milpa Alta,19.191686,-99.090939,9,2022
Milpa Alta,19.194244,-99.005121,9,2022
Milpa Alta,19.196123,-99.085667,9,2022
Milpa Alta,19.19996,-99.053597,9,2022
Milpa Alta,19.195633,-99.003218,9,2022
Milpa Alta,19.201279,-98.994639,9,2022
Milpa Alta,19.175188,-99.036195,9,2022
Milpa Alta,19.199303,-99.004782,9,2022
Milpa Alta,19.20526,-99.043891,9,2022
Milpa Alta,19.219921,-99.001993,9,2022
Milpa Alta,19.198991,-99.008316,9,2022
Milpa Alta,19.21992,-99.001992,9,2022
Milpa Alta,19.180039,-99.033582,9,2022
Milpa Alta,19.194774,-99.007586,9,2022
Milpa Alta,19.193337,-99.000518,9,2022
Milpa Alta,19.201545,-99.048009,9,2022
Milpa Alta,19.198366,-99.008074,9,2022
Milpa Alta,19.200321,-99.006137,9,2022
Milpa Alta,19.199271,-99.005942,9,2022
Milpa Alta,19.197841,-99.00548,9,2022
Milpa Alta,19.203804,-99.007421,9,2022
Milpa Alta,19.197729,-99.008317,9,2022
Milpa Alta,19.197218,-99.008271,9,2022
Milpa Alta,19.194704,-99.007139,9,2022
Milpa Alta,19.199068,-99.010017,9,2022
Milpa Alta,19.193519,-99.000008,9,2022
Milpa Alta,19.194455,-99.005055,9,2022
Milpa Alta,19.195561,-99.00262,9,2022
Milpa Alta,19.194433,-99.000876,9,2022
Milpa Alta,19.19506,-98.999995,9,2022
Milpa Alta,19.188402,-98.998057,9,2022
Milpa Alta,19.19431,-99.005916,9,2022
Milpa Alta,19.191549,-99.050455,9,2022
Milpa Alta,19.199486,-99.053239,9,2022
Milpa Alta,19.198784,-99.050786,9,2022
Milpa Alta,19.194014,-99.051878,9,2022
Milpa Alta,19.194853,-99.035262,9,2022
Milpa Alta,19.172443,-98.99655,9,2022
Milpa Alta,19.175032,-99.033707,9,2022
Milpa Alta,19.196963,-99.084512,9,2022
Milpa Alta,19.189538,-99.091226,9,2022
Milpa Alta,19.194837,-99.085135,9,2022
Milpa Alta,19.189353,-99.095672,9,2022
Milpa Alta,19.190162,-99.091255,9,2022
Milpa Alta,19.190162,-99.091255,9,2022
Milpa Alta,19.203774,-99.007019,9,2022
Milpa Alta,19.191561,-99.090856,9,2022
Milpa Alta,19.184999,-99.017044,9,2022
Milpa Alta,19.194608,-99.006602,9,2022
Milpa Alta,19.222469,-98.994408,9,2022
Milpa Alta,19.199907,-99.050907,9,2022
Milpa Alta,19.194582,-99.021941,9,2022
Milpa Alta,19.220253,-98.991942,9,2022
Milpa Alta,19.190731,-99.094041,9,2022
Milpa Alta,19.194345,-99.021892,9,2022
Milpa Alta,19.205254,-99.049477,9,2022
Milpa Alta,19.21915,-98.991144,9,2022
Milpa Alta,19.225427,-98.99765,9,2022
Milpa Alta,19.204047,-99.048692,9,2022
Milpa Alta,19.199414,-99.013079,9,2022
Milpa Alta,19.196023,-99.098137,9,2022
Milpa Alta,19.218116,-98.991204,9,2022
Milpa Alta,19.198418,-99.019948,9,2022
Tlalpan,19.247215,-99.141422,12,2022
Milpa Alta,19.202121,-99.04808,9,2022
Milpa Alta,19.222392,-98.994178,9,2022
Milpa Alta,19.202287,-99.047812,9,2022
Milpa Alta,19.226337,-98.997417,9,2022
Milpa Alta,19.195251,-99.020095,9,2022
Milpa Alta,19.188956,-99.093727,9,2022
Milpa Alta,19.189284,-99.093077,9,2022
Milpa Alta,19.226612,-98.997426,9,2022
Milpa Alta,19.195438,-99.018498,9,2022
Milpa Alta,19.189903,-99.09293,9,2022
Milpa Alta,19.19979,-99.021319,9,2022
Milpa Alta,19.192476,-99.091949,9,2022
Milpa Alta,19.195892,-99.018125,9,2022
Milpa Alta,19.199753,-99.021375,9,2022
Milpa Alta,19.200437,-99.006315,9,2022
Milpa Alta,19.189783,-99.091332,9,2022
Milpa Alta,19.200752,-99.005385,9,2022
Milpa Alta,19.190858,-99.090807,9,2022
Milpa Alta,19.221951,-98.998524,9,2022
Milpa Alta,19.199745,-99.021349,9,2022
Milpa Alta,19.195978,-99.050606,9,2022
Milpa Alta,19.190024,-98.996869,9,2022
Milpa Alta,19.20465,-99.070594,9,2022
Milpa Alta,19.197045,-99.008094,9,2022
Milpa Alta,19.205494,-99.067425,9,2022
Milpa Alta,19.21909,-98.990468,9,2022
Milpa Alta,19.222627,-98.994441,9,2022
Milpa Alta,19.197083,-99.08439,9,2022
Milpa Alta,19.200616,-99.007357,9,2022
Milpa Alta,19.190208,-99.017692,9,2022
Milpa Alta,19.22651,-98.997362,9,2022
Milpa Alta,19.189788,-98.997007,9,2022
Tlalpan,19.217104,-99.206938,12,2022
Milpa Alta,19.222744,-98.995084,9,2022
Milpa Alta,19.195547,-99.003098,9,2022
Milpa Alta,19.197802,-99.016296,9,2022
Milpa Alta,19.191079,-99.088861,9,2022
Milpa Alta,19.225839,-98.998463,9,2022
Milpa Alta,19.194098,-99.08988,9,2022
Milpa Alta,19.19619,-99.00428,9,2022
Milpa Alta,19.196255,-99.015999,9,2022
Milpa Alta,19.222762,-98.994795,9,2022
Milpa Alta,19.19611,-99.007207,9,2022
Milpa Alta,19.222728,-98.994803,9,2022
Milpa Alta,19.200101,-99.021019,9,2022
Milpa Alta,19.225592,-98.999577,9,2022
Milpa Alta,19.188043,-98.994107,9,2022
Milpa Alta,19.195986,-99.088619,9,2022
Milpa Alta,19.200264,-99.020852,9,2022
Tlalpan,19.264255,-99.204073,12,2022
Milpa Alta,19.219016,-98.991891,9,2022
Milpa Alta,19.226083,-98.997912,9,2022
Milpa Alta,19.200674,-99.00625,9,2022
Milpa Alta,19.218852,-98.992602,9,2022
Milpa Alta,19.19541,-99.087478,9,2022
Milpa Alta,19.192646,-99.050854,9,2022
Milpa Alta,19.225384,-98.999525,9,2022
Milpa Alta,19.225394,-98.998239,9,2022
Milpa Alta,19.187193,-98.994712,9,2022
Milpa Alta,19.187686,-98.992473,9,2022
Milpa Alta,19.193295,-99.08959,9,2022
Milpa Alta,19.223391,-98.995339,9,2022
Milpa Alta,19.200539,-99.053077,9,2022
Milpa Alta,19.193468,-99.089706,9,2022
Milpa Alta,19.200952,-99.006208,9,2022
Milpa Alta,19.200378,-99.02086,9,2022
Tlalpan,19.247158,-99.141866,12,2022
Milpa Alta,19.222815,-98.995241,9,2022
Milpa Alta,19.18901,-98.996478,9,2022
Milpa Alta,19.199943,-99.020669,9,2022
Milpa Alta,19.225741,-98.997773,9,2022
Milpa Alta,19.200671,-99.006252,9,2022
Milpa Alta,19.223671,-98.995301,9,2022
Milpa Alta,19.195131,-99.006386,9,2022
Milpa Alta,19.193167,-99.001996,9,2022
Milpa Alta,19.218204,-98.994614,9,2022
Milpa Alta,19.193754,-99.021929,9,2022
Milpa Alta,19.200325,-99.020939,9,2022
Milpa Alta,19.227037,-98.997341,9,2022
Milpa Alta,19.192017,-99.091524,9,2022
Milpa Alta,19.227089,-98.997293,9,2022
Milpa Alta,19.193754,-99.021929,9,2022
Milpa Alta,19.195085,-99.087338,9,2022
Tlalpan,19.266206,-99.201328,12,2022
Milpa Alta,19.197552,-99.004539,9,2022
Milpa Alta,19.223819,-98.995373,9,2022
Milpa Alta,19.224215,-98.995708,9,2022
Milpa Alta,19.20054,-99.020754,9,2022
Milpa Alta,19.223678,-98.997292,9,2022
Milpa Alta,19.19066,-99.089683,9,2022
Milpa Alta,19.200112,-99.020904,9,2022
Milpa Alta,19.200177,-99.020921,9,2022
Milpa Alta,19.19495,-99.086498,9,2022
Milpa Alta,19.193936,-99.007732,9,2022
Milpa Alta,19.189408,-99.096729,9,2022
Milpa Alta,19.209983,-99.039242,9,2022
Milpa Alta,19.195102,-99.016839,9,2022
Milpa Alta,19.194753,-99.001479,9,2022
Milpa Alta,19.195381,-99.020786,9,2022
Milpa Alta,19.214091,-99.057579,9,2022
Tlalpan,19.253173,-99.18917,12,2022
Milpa Alta,19.190187,-99.09443,9,2022
Milpa Alta,19.200596,-99.006265,9,2022
Milpa Alta,19.201583,-99.018063,9,2022
Milpa Alta,19.198948,-99.050732,9,2022
Milpa Alta,19.197647,-99.051751,9,2022
Milpa Alta,19.194382,-99.017011,9,2022
Milpa Alta,19.197231,-98.999541,9,2022
Milpa Alta,19.192011,-99.094189,9,2022
Milpa Alta,19.194014,-99.051878,9,2022
Milpa Alta,19.197562,-99.015723,9,2022
Milpa Alta,19.18771,-99.018486,9,2022
Milpa Alta,19.194335,-99.001519,9,2022
Milpa Alta,19.202663,-99.017529,9,2022
Milpa Alta,19.197767,-99.054213,9,2022
Milpa Alta,19.170458,-99.030992,9,2022
Milpa Alta,19.196341,-99.017232,9,2022
Tlalpan,19.26199,-99.180947,12,2022
Milpa Alta,19.19429,-99.003112,9,2022
Milpa Alta,19.174834,-99.035899,9,2022
Milpa Alta,19.198466,-99.053992,9,2022
Milpa Alta,19.198642,-99.022122,9,2022
Milpa Alta,19.183377,-99.038121,9,2022
Milpa Alta,19.197429,-99.020103,9,2022
Milpa Alta,19.176112,-99.03279,9,2022
Milpa Alta,19.199188,-99.051968,9,2022
Milpa Alta,19.194285,-99.00304,9,2022
Milpa Alta,19.201465,-99.018436,9,2022
Milpa Alta,19.198656,-99.052939,9,2022
Milpa Alta,19.201693,-99.01809,9,2022
Milpa Alta,19.197869,-99.053095,9,2022
Milpa Alta,19.196661,-99.053002,9,2022
Milpa Alta,19.194376,-99.003136,9,2022
Milpa Alta,19.196397,-99.053045,9,2022
Milpa Alta,19.194409,-99.003862,9,2022
Milpa Alta,19.196717,-99.052173,9,2022
Milpa Alta,19.196508,-99.052048,9,2022
Milpa Alta,19.219647,-98.999371,9,2022
Milpa Alta,19.217586,-99.002637,9,2022
Milpa Alta,19.197992,-99.051422,9,2022
Milpa Alta,19.20276,-99.045182,9,2022
Milpa Alta,19.203519,-99.05002,9,2022
Milpa Alta,19.225022,-98.999717,9,2022
Milpa Alta,19.22444,-98.998998,9,2022
Milpa Alta,19.221768,-98.994612,9,2022
Milpa Alta,19.218221,-98.989831,9,2022
Milpa Alta,19.224524,-98.999304,9,2022
Milpa Alta,19.225881,-98.999806,9,2022
Milpa Alta,19.224177,-98.999845,9,2022
Milpa Alta,19.22541,-98.995099,9,2022
Milpa Alta,19.193723,-99.018019,9,2022
Milpa Alta,19.199532,-99.047571,9,2022
Milpa Alta,19.19942,-99.047647,9,2022
Milpa Alta,19.197443,-99.049802,9,2022
Milpa Alta,19.194954,-99.009352,9,2022
Milpa Alta,19.187618,-99.027943,9,2022
Milpa Alta,19.201538,-99.052647,9,2022
Milpa Alta,19.198833,-99.053505,9,2022
Milpa Alta,19.199216,-99.052675,9,2022
Milpa Alta,19.197458,-99.051814,9,2022
Milpa Alta,19.193484,-99.00466,9,2022
Milpa Alta,19.199134,-99.00835,9,2022
Milpa Alta,19.196862,-99.01812,9,2022
Milpa Alta,19.193127,-99.093095,9,2022
