alcaldia,longitud,latitud,alcaldia_id,año
Iztapalapa,-98.9756857690467,19.3289240410586,007,2019
Iztapalapa,-98.9704024801602,19.3270163765592,007,2019
Iztapalapa,-98.969183957385,19.3268535021811,007,2019
Iztapalapa,-98.9959633513751,19.3347637517142,007,2019
Iztapalapa,-99.0067697934366,19.3539409214876,007,2019
Iztapalapa,-98.9750766854202,19.3276045038987,007,2019
Iztapalapa,-99.0129950389402,19.3309224558917,007,2019
Iztapalapa,-99.0072452375014,19.3396347863941,007,2019
Iztapalapa,-99.0078073276027,19.3474159198235,007,2019
Iztapalapa,-99.0143278965166,19.3313019251529,007,2019
Iztapalapa,-99.01243368855,19.3354140620467,007,2019
Iztapalapa,-99.0138707081206,19.3287082378241,007,2019
Iztapalapa,-99.0086921015528,19.3343569081284,007,2019
Iztapalapa,-99.0092538066739,19.334411104624,007,2019
Iztapalapa,-99.0108535029256,19.3385410876108,007,2019
Iztapalapa,-99.014918382593,19.3338775250164,007,2019
Iztapalapa,-99.0237928399697,19.3441972387135,007,2019
Iztapalapa,-99.0220628981558,19.3655436447369,007,2019
Iztapalapa,-99.0175589347744,19.3658152546127,007,2019
Iztapalapa,-99.0249778699962,19.373315364834,007,2019
Iztapalapa,-99.0241016986638,19.3727099826525,007,2019
Iztapalapa,-99.0442206151914,19.3287124409259,007,2019
Iztapalapa,-99.0455338654473,19.3268504212762,007,2019
Iztapalapa,-99.0470951686291,19.3269675104681,007,2019
Iztapalapa,-99.0465995012597,19.3247444464446,007,2019
Iztapalapa,-99.0473543349624,19.3343509651651,007,2019
Iztapalapa,-99.0436216705242,19.3317943246634,007,2019
Iztapalapa,-99.0492575040313,19.3313319839639,007,2019
Iztapalapa,-99.0449251849346,19.3290285763191,007,2019
Iztapalapa,-99.0448014536899,19.3291370550833,007,2019
Iztapalapa,-99.0474090608278,19.326045618161,007,2019
Iztapalapa,-99.0377875157869,19.3393689301331,007,2019
Iztapalapa,-99.0369314203518,19.3427671488469,007,2019
Iztapalapa,-99.0378444648341,19.3386097808315,007,2019
Iztapalapa,-99.0454137010443,19.3398552064144,007,2019
Iztapalapa,-99.0433854693922,19.3386266208568,007,2019
Iztapalapa,-99.040215178478,19.3389346178308,007,2019
Iztapalapa,-99.0397020232429,19.3429021265207,007,2019
Iztapalapa,-99.0381112329935,19.3394321241868,007,2019
Iztapalapa,-99.0439097365035,19.3409942809286,007,2019
Iztapalapa,-99.045309464672,19.3416355900335,007,2019
Iztapalapa,-99.042242792896,19.33784063969,007,2019
Iztapalapa,-99.0190527883266,19.3560728622096,007,2019
Iztapalapa,-99.0340110086569,19.3547964189731,007,2019
Iztapalapa,-99.0304211266599,19.353423378758,007,2019
Iztapalapa,-99.0342490740079,19.3549228970627,007,2019
Iztapalapa,-99.0339253277166,19.3548596963012,007,2019
Iztapalapa,-99.0512222546389,19.3428450285511,007,2019
Iztapalapa,-99.0503573973721,19.3478700325837,007,2019
Iztapalapa,-99.066835297602,19.2931254070578,007,2019
Iztapalapa,-99.063476160884,19.2949702335534,007,2019
Iztapalapa,-99.0655883592531,19.2929179990715,007,2019
Iztapalapa,-99.0637520874638,19.2947170904646,007,2019
Iztapalapa,-99.0645325092884,19.2945631806936,007,2019
Iztapalapa,-99.067958594678,19.2935497499904,007,2019
Iztapalapa,-99.068405877105,19.2933959473317,007,2019
Iztapalapa,-99.07389173943,19.3011840385756,007,2019
Iztapalapa,-99.074995368486,19.3000629528951,007,2019
Iztapalapa,-99.0735035499057,19.3058113347831,007,2019
Iztapalapa,-99.0755299614112,19.3034698260056,007,2019
Iztapalapa,-99.0742935663857,19.3057296785298,007,2019
Iztapalapa,-99.0660176969939,19.2954844637603,007,2019
Iztapalapa,-99.0638863855929,19.2974101859412,007,2019
Iztapalapa,-99.0672875745745,19.3051901527522,007,2019
Iztapalapa,-99.0663716928858,19.3000120671405,007,2019
Iztapalapa,-99.0662750281572,19.2963338852529,007,2019
Iztapalapa,-99.0660373966365,19.2971382990232,007,2019
Iztapalapa,-99.0670842969711,19.2968848705162,007,2019
Iztapalapa,-99.0663319587327,19.2958910324603,007,2019
Iztapalapa,-99.0655609029182,19.2956744135339,007,2019
Iztapalapa,-99.068683482485,19.2971915472383,007,2019
Iztapalapa,-99.0653727583936,19.3012595867974,007,2019
Iztapalapa,-99.0547630418357,19.3399249358709,007,2019
Iztapalapa,-99.0705601826786,19.3453057616081,007,2019
Iztapalapa,-99.0699124466949,19.3445830239665,007,2019
Iztapalapa,-99.0608170808285,19.336895504346,007,2019
Iztapalapa,-99.059330998987,19.3344559090451,007,2019
Iztapalapa,-99.0579304331508,19.3314198082184,007,2019
Iztapalapa,-99.0561565910501,19.3223920394163,007,2019
Iztapalapa,-99.0579284069616,19.3256720483574,007,2019
Iztapalapa,-99.0515688326529,19.3247069596066,007,2019
Iztapalapa,-99.0571783216961,19.331374858848,007,2019
Iztapalapa,-99.0657172324319,19.3296096966333,007,2019
Iztapalapa,-99.0648985972501,19.3298449611207,007,2019
