nombre,domicilio,colonia,alcaldia,latitud,longitud
PRIMARIA GENERAL - PROFR. MANUEL VILLASEÐOR,"AGUSTIN MELGAR ESQ.PLAN DE AYALA, AMPLIACION LAS PENAS, DELEGACION IZTAPALAPA, MEXICO DF.",LAS PEAS I,IZTAPALAPA,19.333623833983,-99.05000269037
PREESCOLAR GENERAL - ANTONIO I. DELGADO,"AMERICA Y PORTES GIL S/N, LA REGADERA, DELEGACION IZTAPALAPA, MEXICO DF.",LA REGADERA,IZTAPALAPA,19.3530898573,-99.06475554931
PRIMARIA GENERAL - FELIX F. PALAVICINI,"ANTONIO HIDALGO NO 3, CONSTITUCION 1917, DELEGACION IZTAPALAPA, MEXICO DF.",CONSTITUCION DE 1917 II,IZTAPALAPA,19.34799354592,-99.05819576834
PRIMARIA GENERAL - JUAN CRISOSTOMO BONILLA,"AV 8 Y CALLE 65, PUEBLA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",PUEBLA,VENUSTIANO CARRANZA,19.40920804195,-99.08409575437
PRIMARIA GENERAL - REPUBLICA DE SENEGAL,"CALLE SELVA S/N, INSURGENTES CUICUILCO, DELEGACION COYOACAN, MEXICO DF.",INSURGENTES CUICUILCO,COYOACAN,19.3044785256,-99.18391076882236
PRIMARIA GENERAL - PROFR. URBANO LAVIN ROMAN,"NARDO Y RAFAEL VARGAS, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF.",MIGUEL HIDALGO,TLAHUAC,19.29406434495,-99.04925757162
PRIMARIA GENERAL - MTRO. LUIS CHAVEZ OROZCO,"SUR 163 Y OTE 110, GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF.",RAMOS MILLAN BRAMADERO I,IZTACALCO,19.389894885144,-99.09487623681
PRIMARIA GENERAL - JUAN B MOLINA,"AV SUR 16 NO 553, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.",AGRICOLA ORIENTAL VIII,IZTACALCO,19.39286400016,-99.06285899984
PRIMARIA GENERAL - PROFR. GERARDO BRUNO SEVILLA HERNANDEZ,"JOSE JOAQUIN HERRERA NO.14, PRESIDENTES DE MEXICO, DELEGACION IZTAPALAPA, MEXICO DF.",PRESIDENTES DE MEXICO,IZTAPALAPA,19.33563968539,-99.06223155378
PRIMARIA GENERAL - U. R. S. S.,"AV. CENTRAL NUM 81, TEPALCATES, DELEGACION IZTAPALAPA, MEXICO DF.",TEPALCATES II,IZTAPALAPA,19.39370295479,-99.05722782331
PREESCOLAR GENERAL - GIBRAN JALIL GIBRAN,"AMALPICA S/N, EL MANTO, DELEGACION IZTAPALAPA, MEXICO DF.",EL MANTO PLAN DE IGUALA,IZTAPALAPA,19.35392600002,-99.08573600014
PRIMARIA GENERAL - AGUSTIN YAÐEZ,"CONTADORES NO.143 ENTRE EJE SUR 5, NUEVA ROSITA, DELEGACION IZTAPALAPA, MEXICO DF.",LA NUEVA ROSITA,IZTAPALAPA,19.37862390842,-99.10698022404
PREESCOLAR GENERAL - BELGICA,"CALLE 47 Y AV 6, UNIDAD SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA CRUZ MEYEHUALCO (U HAB) II,IZTAPALAPA,19.346805157513,-99.04287584968
PRIMARIA GENERAL - BRUNO TRAVEN,"GRAL.J.TRINIDAD SALGADO NO.24, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF.",JUAN ESCUTIA I,IZTAPALAPA,19.395348000016,-99.05001899995
PRIMARIA GENERAL - CARLOS DARWIN,"CALLE 3 NUM 1, SAN JUAN XALPA, DELEGACION IZTAPALAPA, MEXICO DF.",SAN JUAN XALPA II,IZTAPALAPA,19.33113044242,-99.08074662639
PRIMARIA GENERAL - ANIBAL PONCE,"AV.DE LAS MINAS NO.105, XALPA, DELEGACION IZTAPALAPA, MEXICO DF.",XALPA III,IZTAPALAPA,19.34404999979,-99.01826400001
SECUNDARIA GENERAL - MANUEL ACUÐA,"MANUEL ACUÑA S/N, IZTAPALAPA, DELEGACION IZTAPALAPA, MEXICO DF.",JACARANDAS,IZTAPALAPA,19.3464962535,-99.05266618423
ESCUELA SECUNDARIA TECNICA 51,"CIRCUITO RIO PIAXTLA NO. 30, CONJ HAB REAL DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF.",REAL DEL MORAL (FRACC),IZTAPALAPA,19.38989599996,-99.08212699989
PRIMARIA GENERAL - GUILLERMO PRIETO,"JUAN MANUEL TORREA NUM 30, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF.",JUAN ESCUTIA II,IZTAPALAPA,19.39147400027,-99.03881800007
PREESCOLAR GENERAL - ATEMOAYA,"CIRCUITO CUAUHTEMOC S/N, PUEBLO SAN LORENZO ATEMOAYA, DELEGACION XOCHIMILCO, MEXICO DF.",SAN LORENZO ATEMOAYA (PBLO),XOCHIMILCO,19.24273844732,-99.09924637627
PRIMARIA GENERAL - TLACOQUEMECATL,"PATRICIO SANZ NO 1415, TLACOQUEMECATL DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF..",TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,19.37528200022841,-99.17433100008476
PREESCOLAR GENERAL - JARDIN DE NIÐOS  IZCOATL,"NEUMATOLOGOS S/N, SAN JOSE ACULCO, DELEGACION IZTAPALAPA, MEXICO DF.",SAN JOSE ACULCO,IZTAPALAPA,19.37419300006,-99.10076600013
PREESCOLAR GENERAL - XOCHITL,"PINO NO 230, BARRIO SAN ESTEBAN, DELEGACION XOCHIMILCO, MEXICO DF.",SAN ESTEBAN (BARR),XOCHIMILCO,19.2624610002,-99.09424799984
PRIMARIA GENERAL - CARLOS A. PEREYRA,"AV GUSTAVO DIAZ ORDAZ S/N, COLONIA JALALPA, DELEGACION ALVARO OBREGON, MEXICO DF.",JALALPA,ALVARO OBREGON,19.37843559053379,-99.23072215677084
PRIMARIA GENERAL - MARTIRES DE RIO BLANCO,"H CONGRESO DE LA UNION NO 3536, MARTIRES DE RIO BLANCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",7 DE NOVIEMBRE,GUSTAVO A. MADERO,19.45699410334,-99.11413730462
PRIMARIA GENERAL - REPUBLICA MEXICANA,"CALLE 23 Y 28 S/N, PROGRESO NACIONAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",PROGRESO NACIONAL II,GUSTAVO A. MADERO,19.51823848782,-99.15424471708
PREESCOLAR GENERAL - ITZCCAN,"CALZ.SAN SEBASTIAN Y AV.LAS GRANJAS 245, AMPLIACION SAN SEBASTIAN, DELEGACION AZCAPOTZALCO, MEXICO DF.",SAN SEBASTIAN,AZCAPOTZALCO,19.47945986141954,-99.17512563340595
PRIMARIA GENERAL - PROFRA. ROSA TORRE GONZALEZ,"CINEMATOGRAFIA S/N, UNIDAD INFONAVIT EL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF.",EL ROSARIO A (U HAB),AZCAPOTZALCO,19.50911399984286,-99.20623900004529
SECUNDARIA GENERAL - ESTADO DE QUINTANA ROO,"AV MEXICO AJUSCO S/N, PUEBLO LA MAGDALENA PETLACALCO, DELEGACION TLALPAN, MEXICO DF.",LA MAGDALENA PETLACALCO (PBLO),TLALPAN,19.23282556991,-99.17814693268
PRIMARIA GENERAL - MI PATRIA ES PRIMERO,"AV FAJA DE ORO S/N, PETROLERA, DELEGACION AZCAPOTZALCO, MEXICO DF.",PETROLERA,AZCAPOTZALCO,19.485425999913488,-99.2017100000226
PRIMARIA GENERAL - EFRAIN HUERTA,"ALCANFORES S/N (TRABAJO Y NOGAL), COLONIA, LOMAS DE LA HERA, DELEGACION ALVARO OBREGON, MEXICO DF.",LOMAS DE LA ERA,ALVARO OBREGON,19.3230780860475,-99.26133094737676
PRIMARIA GENERAL - BARTOLOME DE MEDINA,"SOSTENES ROCHA NO 44, COLONIA COVE, DELEGACION ALVARO OBREGON, MEXICO DF.",COVE,ALVARO OBREGON,19.40042377756456,-99.20078290571684
PREESCOLAR GENERAL - ROSAURA ZAPATA,"I. M. ALTAMIRANO NO 40, SAN RAFAEL, DELEGACION CUAUHTEMOC, MEXICO DF.",SAN RAFAEL II,CUAUHTEMOC,19.44018500045009,-99.16196900001567
SECUNDARIA GENERAL - ALFREDO NOBEL,"MARIANO SALAS S/N ESQ CANTERA, ESTANZUELA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",MARTIN CARRERA II,GUSTAVO A. MADERO,19.49030499979,-99.10743200005
SECUNDARIA GENERAL - BRASIL,"AV 304 Y CALLE 317, NUEVA ATZACOALCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",NUEVA ATZACOALCO III,GUSTAVO A. MADERO,19.49079099989,-99.08965999997
SECUNDARIA PARA TRABAJADORES 39,"CALZ DE GUADALUPE 424, INDUSTRIAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",INDUSTRIAL I,GUSTAVO A. MADERO,19.4712699997,-99.12263899996
PRIMARIA GENERAL - GRAL. HERIBERTO JARA,"TATA NACHO Y MANUEL ESPERON, EL TEPETATAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",COMPOSITORES MEXICANOS,GUSTAVO A. MADERO,19.564672869089,-99.13979464122
PRIMARIA GENERAL - RICARDO REYES,"NORTE 74 A NO 5836, FAJA DE ORO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",FAJA DE ORO,GUSTAVO A. MADERO,19.46648699973,-99.10485199978
PRIMARIA GENERAL - GRECIA,"2A CERRADA ABASOLO S/N, VILLA TEPEPAN, DELEGACION XOCHIMILCO, MEXICO DF.",SANTA MARIA TEPEPAN (PBLO),XOCHIMILCO,19.27163366568,-99.1326714794
PRIMARIA GENERAL CON SERVICIO DE INTERNADO - EJERCITO MEXICANO,"CALZ AZCAPOTZALCO LA VILLA 269 ,PUEBLO SANTA CATARINA, DELEGACION AZCAPOTZALCO, MEXICO DF.",SANTA CATARINA (PBLO),AZCAPOTZALCO,19.49007399998946,-99.1775430001076
PRIMARIA GENERAL - ESPERANZA LOPEZ MATEOS,"SAN LEON Y SAN RAUL S/N, PEDREGAL DE SANTA URSULA, DELEGACION COYOACAN, MEXICO DF.",PEDREGAL DE SANTA URSULA I,COYOACAN,19.31336499980098,-99.14822800016462
PREESCOLAR GENERAL - XOCHITLA,"CALZADA DE TLALPAN NO 3372, SANTA URSULA COAPA, DELEGACION COYOACAN, MEXICO DF.",SANTA URSULA COAPA (PBLO),COYOACAN,19.30333599986017,-99.1461590000308
PRIMARIA GENERAL - MELCHOR OCAMPO,"FERNANDEZ LEAL NO 10, CONCEPCION, DELEGACION COYOACAN, MEXICO DF.",LA CONCEPCION (BARR),COYOACAN,19.34841899987185,-99.15841400012724
PRIMARIA GENERAL - PEDRO MARIA ANAYA,"ING PASCUAL ORTIZ RUBIO NO 25, SAN SIMON TICUMAN, DELEGACION BENITO JUAREZ, MEXICO DF..",SAN SIMON TICUMAC,BENITO JUAREZ,19.37508148413768,-99.14348527128226
PRIMARIA GENERAL - JUAN RUIZ DE ALARCON,"AV 529 PLAZA 6,  SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JUAN DE ARAGON 1A SECCION (U HAB) II,GUSTAVO A. MADERO,19.46191900007,-99.08794400021
PRIMARIA GENERAL - PROFR. PONCIANO RODRIGUEZ,"MAYORAZGO NO 80, PUEBLO DE XOCO, DELEGACION BENITO JUAREZ, MEXICO DF..",XOCO,BENITO JUAREZ,19.36304400004736,-99.16800499992608
PREESCOLAR GENERAL - SELMA LAGERLOF,"CALLE 5 NO 24, PROGRESO NACIONAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",PROGRESO NACIONAL I,GUSTAVO A. MADERO,19.52052700003,-99.163148
PRIMARIA GENERAL - ALFREDO V. BONFIL,"BLVD ALFREDO V BONFIL 151 MZ 10, AMPLIACION MIGUEL HIDALGO, DELEGACION TLALPAN, MEXICO DF.",AMPLIACION MIGUEL HIDALGO 3A SECC,TLALPAN,19.28187970133,-99.203205719
PRIMARIA GENERAL - JOSE MARIA MORELOS,"AV SINALOA NORTE S/N, BARRIO SANTA MARTA VILLA M A, DELEGACION MILPA ALTA, MEXICO DF.",VILLA MILPA ALTA (PBLO),MILPA ALTA,19.19536471459,-99.02679934261
PREESCOLAR GENERAL - NAHUI-OLLIN,"CALLEJON HIDALGO NO 1, PUEBLO SANTA ANA TLACOTENCO, DELEGACION MILPA ALTA, MEXICO DF.",SANTA ANA TLACOTENCO (PBLO),MILPA ALTA,19.17354687792,-98.99677280856
PRIMARIA GENERAL - LEGION AMERICANA,"AV MEXICO AJUSCO NO 25, PUEBLO LA MAGDALENA PETLACALCO, DELEGACION TLALPAN, MEXICO DF.",LA MAGDALENA PETLACALCO (PBLO),TLALPAN,19.23381099985,-99.17631700014
PRIMARIA GENERAL - MARTIN DE LA CRUZ,"AV LA CARRETA NO 72 S MANZANA 2, VILLA COAPA, DELEGACION TLALPAN, MEXICO DF.",NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 2 (U HAB),TLALPAN,19.28884599975,-99.12696600007
PREESCOLAR GENERAL - CHANTICO,"FFCC. RAFAEL ATLIXCO S/N, SANTIAGO ZAPOTITLAN, DELEGACION TLAHUAC, MEXICO DF.",SANTIAGO ZAPOTITLAN (PBLO),TLAHUAC,19.3030222091,-99.03659700356
PRIMARIA GENERAL - JULIO DE LA FUENTE,"CALLE SIRENA S/N, DEL MAR, DELEGACION TLAHUAC, MEXICO DF.",DEL MAR SUR,TLAHUAC,19.2863265851,-99.0598354285
PRIMARIA GENERAL - MAESTROS DE MEXICO,"MINA NO 12, PUEBLO SAN MATEO TLALTENANGO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",SAN MATEO TLALTENANGO (PBLO),CUAJIMALPA DE MORELOS,19.34402900001521,-99.27924300005444
PRIMARIA GENERAL - SALVADOR NOVO,"AV.HIDALGO NO.140, PURISIMA, DELEGACION IZTAPALAPA, MEXICO DF.",SAN MIGUEL (BARR),IZTAPALAPA,19.35619087988,-99.08129874815
PRIMARIA GENERAL - INDIRA GANDHI,"YUCALPETEN NO 197 ESQ C CHOLUL, HEROES DE PADIERNA, DELEGACION TLALPAN, MEXICO DF.",HEROES DE PADIERNA II,TLALPAN,19.28261107615,-99.22119701661
PRIMARIA GENERAL - MADRE MEXICANA,"RAFAEL CHECA NO 59, COLONIA SANTA ROSA XOCHIAC, DELEGACION ALVARO OBREGON, MEXICO DF.",CHIMALISTAC,ALVARO OBREGON,19.3431760002547,-99.1856290000252
PRIMARIA GENERAL - PROFR. CECILIO MIJARES POBLANO,"ALAMOS Y SABINO S/N, BOSQUE DEL PEDREGAL, DELEGACION TLALPAN, MEXICO DF.",BOSQUES DEL PEDREGAL,TLALPAN,19.27205300011,-99.23701400021
PRIMARIA GENERAL - MARTIN TORRES PADILLA,"AV TRANSMISIONES NO 7, A M S A, DELEGACION TLALPAN, MEXICO DF.",AMSA,TLALPAN,19.28607200029,-99.14015300005
PREESCOLAR GENERAL - VICENTE T. MENDOZA,"REFORMA SOCIAL Y REFORMA LIBERAL, REFORMA POLITICA, DELEGACION IZTAPALAPA, MEXICO DF.",REFORMA POLITICA I,IZTAPALAPA,19.337531369578,-99.02901940051
PRIMARIA GENERAL - FRANCISCO SOSA,"EVERARDO GAMIZ NO.23, LOMAS SAN LORENZO, DELEGACION IZTAPALAPA, MEXICO DF.",LOMAS DE SAN LORENZO II,IZTAPALAPA,19.3168340001,-99.07163000012
PRIMARIA GENERAL - GEORGES CUISENAIRE,"PRIV LOS ANGELES Y SOFIA EUGENIA, PUEBLO SANTA BARBARA, DELEGACION AZCAPOTZALCO, MEXICO DF.",SANTA BARBARA (PBLO),AZCAPOTZALCO,19.49774400011138,-99.18352899991248
PRIMARIA GENERAL - LEYES DE REFORMA,"PROLG GERANIO Y AV RIO CONSULADO, EL ARENAL, DELEGACION AZCAPOTZALCO, MEXICO DF.",SANTA MARIA INSURGENTES,CUAUHTEMOC,19.45974114450676,-99.14939793361135
PRIMARIA GENERAL - JAIME TORRES BODET,"NORTE 74 NO 3715, LA JOYA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA JOYA,GUSTAVO A. MADERO,19.45861499987,-99.10863399967
PRIMARIA GENERAL - PROFR. LEOPOLDO KIEL,"GASEODUCTO NO 103,PLENITUD, DELEGACION AZCAPOTZALCO, MEXICO DF.",PLENITUD,AZCAPOTZALCO,19.47425299997841,-99.19618699997372
ESCUELA SECUNDARIA TECNICA 6,"ENRICO MARTINEZ NUM 25, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF.",CENTRO VIII,CUAUHTEMOC,19.42970599976358,-99.15030100010232
PRIMARIA GENERAL - MARIA PATIÑO VDA DE OLMEDO,"SAN PEDRO Y SAN AGUSTIN, COLONIA OLIVAR DE LOS PADRES, DELEGACION ALVARO OBREGON, MEXICO DF",OLIVAR DE LOS PADRES,ALVARO OBREGON,19.3375660001376,-99.22639100000666
PREESCOLAR GENERAL - GUTY CARDENAS,"MORELOS NO 19, COLONIA PIRUL SANTA LUCIA, DELEGACION ALVARO OBREGON, MEXICO DF.",SANTA LUCIA,ALVARO OBREGON,19.3573839999307,-99.25482300010836
PRIMARIA GENERAL - LISANDRO CALDERON,"CALZ DE GUADALUPE NO 166, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF.",PERALVILLO II,CUAUHTEMOC,19.45927800018463,-99.12728899999082
PRIMARIA GENERAL - VICTOR MARIA FLORES,"BARCELONA NO 15, JUAREZ, DELEGACION CUAUHTEMOC, MEXICO DF.",JUAREZ,CUAUHTEMOC,19.42807200013058,-99.15444099996664
PREESCOLAR GENERAL - MARIA DE LOS ANGELES GUITRON MACHAEN,"CAMINO VOLUNTAD S/N, CAMPESTRE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",CAMPESTRE ARAGON I,GUSTAVO A. MADERO,19.48801800003,-99.07472999984
PREESCOLAR GENERAL - MIAHUATZINTLI,"CLUB DEPORTIVO UNIVERSIDAD S/N, VILLA LAZARO CARDENAS, DELEGACION TLAHUAC, MEXICO DF.",VILLA LAZARO CARDENAS,TLALPAN,19.29734729322,-99.13955800612
PREESCOLAR GENERAL - EVA SAMANO DE LOPEZ MATEOS,"GUERRERO NO 368, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF.",SAN SIMON TOLNAHUAC,CUAUHTEMOC,19.46141990102593,-99.14386980882568
PRIMARIA GENERAL - TEODORO A. DEHESA,"CALLE 11 NO.160, JOSE LOPEZ PORTILLO, DELEGACION IZTAPALAPA, MEXICO DF.",JOSE LOPEZ PORTILLO I,IZTAPALAPA,19.3053420002,-99.08114799986
PRIMARIA GENERAL - MIGUEL BUSTOS CERECEDO,"LEY DE POBLACION S/N, PLAN DE AYALA, DELEGACION TLAHUAC, MEXICO DF.",PLAN DE AYALA,TLALPAN,19.23842737214,-99.14901781913
PRIMARIA GENERAL - PROFR. ARNULFO PEREZ HERNANDEZ,"GUILLERMO PRIETO NO 100, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF.",JAMAICA,VENUSTIANO CARRANZA,19.40692100014,-99.12262200009
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ANAHUAC,"ORIENTE 171 S/N ESQ. AV C. DE LA UNION, AMPL SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GUSTAVO A. MADERO,19.47640005183,-99.10714995642
PRIMARIA GENERAL - AUSTRIA,"AV CEYLAN Y CALLE 15 S/N, POTRERO DEL LLANO, DELEGACION AZCAPOTZALCO, MEXICO DF.",POTRERO DEL LLANO,AZCAPOTZALCO,19.47354753205345,-99.16069235538198
PREESCOLAR GENERAL-CHINKULTIC,NA,INDUSTRIAL VALLEJO (U HAB),AZCAPOTZALCO,19.50324831002687,-99.1732415374732
PRIMARIA GENERAL - PROFR. ELISEO BANDALA FERNANDEZ,"SINANCHE NO 10 Y TEPOZAL S/N, PEDREGAL DE SAN NICOLAS, DELEGACION TLALPAN, MEXICO DF.",LOMAS DE  PADIERNA I,TLALPAN,19.29314229287,-99.22735534855
SECUNDARIA GENERAL - JOSE MA. LUIS MORA,"TERMINACION ACOLHUACAN S/N, ARENAL 4A SECC, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,19.42764268253,-99.05666595308
PREESCOLAR GENERAL - ALBERTO LENZ SR,"CDA. ZARAGOZA S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF.",MIGUEL HIDALGO,TLALPAN,19.29273188685,-99.17925794027
SECUNDARIA GENERAL - IGNACIO CHAVEZ,"ORIENTE 118 Y SUR 173, GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF.",AMPLIACION RAMOS MILLAN,IZTACALCO,19.38756599974,-99.09564599995
SECUNDARIA GENERAL - ANGEL TRIAS ALVAREZ,"REP DE ECUADOR Y REP DE BRASIL, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF.",CENTRO I,CUAUHTEMOC,19.44226678136824,-99.13292909863394
PRIMARIA GENERAL - PROFR. DAVID VILCHIS,"ESQ SCHUBERT NO 210, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF.",PERALVILLO I,CUAUHTEMOC,19.46237300011313,-99.14002900004697
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 79","ANAHUAC Y LAS ROSAS S/N, SANTA ISABEL TOLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SANTA ISABEL TOLA (PBLO),GUSTAVO A. MADERO,19.49335460313,-99.11225473503
SECUNDARIA TLALOC,"CALZ DE LAS AGUILAS S/N, COLONIA AMPLIACION LAS AGUILAS, DELEGACION ALVARO OBREGON, MEXICO DF",LAS AGUILAS,ALVARO OBREGON,19.36051599991846,-99.20760999982572
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 07 AGUSTINA RAMIREZ  RODRIGUEZ","MANUEL GONZALEZ NO 86, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF.",EX HIPODROMO DE PERALVILLO,CUAUHTEMOC,19.45385290294713,-99.134215622306
PRIMARIA GENERAL - AGUSTIN LEGORRETA,"IGNACIO ZARAGOZA Y FCO DEL OLMO, PUEBLO SAN ANTONIO TECOMITL, DELEGACION MILPA ALTA, MEXICO DF.",SAN ANTONIO TECOMITL (PBLO),MILPA ALTA,19.21885040662,-98.99551049343
PRIMARIA GENERAL - MTRO. SILIO R. ESCALANTE,"FRAY PEDRO DE GANTE NO 159, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",VASCO DE QUIROGA,GUSTAVO A. MADERO,19.49819200009,-99.09265300007
PRIMARIA GENERAL - MARGARITA MAZA DE JUAREZ,"ALFONSO HERRERA NO 2, SAN RAFAEL, DELEGACION CUAUHTEMOC, MEXICO DF.",SAN RAFAEL II,CUAUHTEMOC,19.43971900011676,-99.16135100004666
PRIMARIA GENERAL - ITALIA,"LERDO NO 174, GUERRERO, DELEGACION CUAUHTEMOC, MEXICO DF.",GUERRERO I,CUAUHTEMOC,19.44936899984156,-99.14160199996988
SECUNDARIA GENERAL - ALEJANDRO VON HUMBOLDT,"AV SANTA LUCIA Y CALLE 27, COLONIA OLIVAR DEL CONDE 1A SECCION, DELEGACION ALVARO OBREGON, MEXICO DF.",OLIVAR DEL CONDE 2DA SECCION I,ALVARO OBREGON,19.37000910033296,-99.21779212354838
PRIMARIA GENERAL - EVERARDO CRUZ SALMERON,"CERRO TETENCO NO 1, MARIA ESTHER ZUNO DE ECHEVERRIA, DELEGACION TLALPAN, MEXICO DF.",MA ESTHER ZUNO DE ECHEVERRIA-TLALPUENTE,TLALPAN,19.25614399989,-99.18175799985
PRIMARIA GENERAL - ACAYUCAN,"AV 10 NO 119 Y CALLE 27, IGNACIO ZARAGOZA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",IGNACIO ZARAGOZA I,VENUSTIANO CARRANZA,19.41278584044,-99.09336513125
PREESCOLAR GENERAL - ROTARIOS DE TLALPAN,"CUARTA PONIENTE S/N, ISIDRO FABELA, DELEGACION TLALPAN, MEXICO DF.",ISIDRO FABELA I (PONIENTE),TLALPAN,19.30079299987,-99.17719099999
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ALFONSO L HERRERA,"I  ZARAGOZA Y LEONA VICARIO, SANTA MARIA AZTAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA MARIA AZTAHUACAN (EJ) II,IZTAPALAPA,19.34698859285,-99.02913990946
PRIMARIA GENERAL - PROFR. JOSE GONZALEZ VILLASEÐOR,"JUSTO SIERRA NO.8, LOMAS DE SANTA CRUZ, DELEGACION IZTAPALAPA, MEXICO DF.",DESARROLLO URBANO QUETZALCOATL  I,IZTAPALAPA,19.331401248763,-99.03729847042
ESCUELA SECUNDARIA TECNICA 37,"RODOLFO USIGLI ESQ LA VIGA, SECTOR POPULAR, DELEGACION IZTAPALAPA, MEXICO DF.",HEROES DE CHURUBUSCO,IZTAPALAPA,19.36379790688,-99.12209003398
PREESCOLAR GENERAL - SUECIA,"PAJARES NO 197, PROGRESO DEL SUR, DELEGACION IZTAPALAPA, MEXICO DF.",PROGRESO DEL SUR,IZTAPALAPA,19.3502790001,-99.11298699998
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - DR. MARTIN LUTHER KING,"PLAYA ICACOS NO 103, CONJUNTO HABITACIONAL SANTIAGO, DELEGACION IZTACALCO, MEXICO DF.",SANTIAGO SUR,IZTACALCO,19.38781699959,-99.12851299982
PREESCOLAR GENERAL - FELIPE CARRILLO PUERTO,"SUR 147 Y AV. TEZONTLE, AMPLIACION GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF.",AMPLIACION RAMOS MILLAN,IZTACALCO,19.38557431539,-99.09797197756
PRIMARIA GENERAL - PROFR. FERNANDO BROM ROJAS,"AND 1 S/N, U H ALIANZA POPUL REVOLUCIONARIA, DELEGACION COYOACAN, MEXICO DF.",ALIANZA POPULAR REVOLUCIONARIA NORTE (U HAB),COYOACAN,19.31731312241279,-99.12372901956644
PREESCOLAR GENERAL - GUELAGUETZA,"SUR 125 Y ORIENTE 100, GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF.",GABRIEL RAMOS MILLAN,IZTACALCO,19.39557496244,-99.10215465852
PREESCOLAR GENERAL - JUAN RAMON JIMENEZ,"CUMBRES S/N ESQ. GIRASOL, IZTACALCO, DELEGACION IZTACALCO, MEXICO DF.",INFONAVIT IZTACALCO (U HAB) II,IZTACALCO,19.38417856029,-99.10773261521
SUPERVISAR EL PROGRAMA SEMIESCOLARIZADO - CEI ALVARO OBREGON VI,"PUENTE DE IXTLA NO 21, COLONIA PUENTE COLORADO, DELEGACION ALVARO OBREGON, MEXICO DF.",PUENTE COLORADO,ALVARO OBREGON,19.34677800011301,-99.23138700004677
PRIMARIA GENERAL - JOSE OJEDA GARDUÑO,"QUERETANOS S/N, COLONIA MARTIRES DE TACUBAYA, DELEGACION ALVARO OBREGON, MEXICO DF, MEXICO DF.",MARTIRES DE TACUBAYA,ALVARO OBREGON,19.38748453676182,-99.21449837995462
