nombre,domicilio,colonia,alcaldia,latitud,longitud
TELESECUNDARIA 63,"ADMON U HAB CAMPAÑA DEL EBANO Y C CELAYA S/N, UNIDAD HAB VICENTE GUERRERO, DELEGACION IZTAPALAPA, MEXICO DF.",VICENTE GUERRERO SUPER MANZANA 6 (U HAB),IZTAPALAPA,19.35316300009,-99.0542419998
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - VALENTIN ZAMORA OROZCO,"PLAYA FLAMINGOS NO 1, MILITAR MARTE, DELEGACION IZTACALCO, MEXICO DF.",MILITAR MARTE,IZTACALCO,19.37922441798,-99.12558263181
PREESCOLAR GENERAL - ESTADO DE ZACATECAS,"CANAL DE SAN JUAN Y SUR 14 C, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.",AGRICOLA ORIENTAL VI,IZTACALCO,19.39268897307,-99.05933678879
PRIMARIA GENERAL - PROFRA. AMANDA PALAFOX Y BAZ,"MONTE ELBRUZ NO 15, LOS VOLCANES, DELEGACION TLALPAN, MEXICO DF.",LOS VOLCANES,TLALPAN,19.26976212813,-99.17674771482
PRIMARIA GENERAL - VALENTIN ZAMORA OROZCO,"RETORNO 33 Y 34 S/N, AVANTE, DELEGACION COYOACAN, MEXICO DF.",AVANTE,COYOACAN,19.32847431855964,-99.130933191929
PRIMARIA GENERAL - VIDAL ALCOCER,"MAGISTERIO NACIONAL NO 102, TLALPAN, DELEGACION TLALPAN, MEXICO DF.",TLALPAN CENTRO,TLALPAN,19.2827919998681,-99.1667329999
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - MA. CRUZ MANJARREZ,"ANTONIO HGO Y CANDIDO AGUILAR, CONSTITUCION 1917, DELEGACION IZTAPALAPA, MEXICO DF.",CONSTITUCION DE 1917 II,IZTAPALAPA,19.34847620105,-99.05855823319
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 14 GIBRAN JALIL GIBRAN","JOSEFA ORTIZ DE DOMINGUEZ S/N, LA GUADALUPITA, DELEGACION XOCHIMILCO, MEXICO DF.",LA GUADALUPITA (BARR),XOCHIMILCO,19.26504900026,-99.10150500027
PREESCOLAR GENERAL - YOLILIZTLI,"AV. JUAREZ S/N ESQ. ACUEXCOMAC, PUEBLO SAN LUIS TLAXIALTEMALCO, DELEGACION XOCHIMILCO, MEXICO DF.",SAN LUIS TLAXIALTEMALCO (PBLO),XOCHIMILCO,19.25881521822,-99.03398273404
PRIMARIA GENERAL - CHICHEN ITZA,"AV 5 DE MAYO S/N, SANTIAGO TEPALCATLAPAN, DELEGACION XOCHIMILCO, MEXICO DF.",SANTIAGO TEPALCATLALPAN (PBLO),XOCHIMILCO,19.25074599995,-99.12604100008
PREESCOLAR GENERAL - COCONALLI,"C. PINO SUR S/N, PUEBLO SAN MATEO XALPA, DELEGACION XOCHIMILCO, MEXICO DF.",GUADALUPE,XOCHIMILCO,19.223587999824,-99.12149599991
ESCUELA SECUNDARIA TECNICA 33,"ORIENTE 112 SUR 183, GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF.",CUCHILLA RAMOS MILLAN,IZTACALCO,19.38926398204,-99.09133324308
PRIMARIA GENERAL - ANAHUAXOCHITL,"PABLO L SIDAR ENTRE 35 Y 37 NTE, MOCTEZUMA 2A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",MOCTEZUMA 2A SECCION I,VENUSTIANO CARRANZA,19.437561045673,-99.0951658371
PRIMARIA GENERAL - PRESIDENTE VICENTE ROCAFUERTE,"COXCOX S/N Y RIO CHURUBUSCO, ARENAL 2A SECC, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",EL ARENAL 2A SECCION,VENUSTIANO CARRANZA,19.42295455935,-99.05634406028
PREESCOLAR GENERAL - 10 DE ABRIL,"CERRADA LEANDRO VALLE S/N, SAN LORENZO ACOPILCO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",SAN LORENZO ACOPILCO (PBLO),CUAJIMALPA DE MORELOS,19.32895800024563,-99.32721599994484
PRIMARIA GENERAL - TEUHTLI,"AV INDEPENDENCIA NO 15, PUEBLO SAN FRANCISCO TECOXPA, DELEGACION MILPA ALTA, MEXICO DF.",SAN FRANCISCO TECOXPA (PBLO),MILPA ALTA,19.19577099966,-99.00571399979
PRIMARIA GENERAL - PROFRA. GUADALUPE MAYOL DE GONZALEZ,"SARASATE NO 94 BIS, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF.",MORELOS I,CUAUHTEMOC,19.45011699976998,-99.13186799993244
PREESCOLAR GENERAL - ENRIQUE TIERNO GALVAN,"FRANCISCO ESPEJEL NO 96, MOCTEZUMA 1A SECCION, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",MOCTEZUMA 1A SECCION,VENUSTIANO CARRANZA,19.42820499987,-99.11004700003
PREESCOLAR GENERAL - ITZCALLI,"GUADALAJARA S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF.",MIGUEL HIDALGO,TLALPAN,19.28633144867,-99.18545357603
PREESCOLAR GENERAL - LEON FELIPE,"RAFAEL CURIEL Y ALBERTO GONZALEZ, CONSTITUCION 1917, DELEGACION IZTAPALAPA, MEXICO DF.",CONSTITUCION DE 1917 I,IZTAPALAPA,19.34992031715,-99.06703768848
PREESCOLAR GENERAL - MEXIKATZIN,"AV.SAN ISIDRO ALTO LERMA NO 24 M-14 L-1COLONIA, CORPUS CHRISTI, DELEGACION ALVARO OBREGON, MEXICO DF.",CORPUS CHRISTY,ALVARO OBREGON,19.35925300000069,-99.24660600016608
PRIMARIA GENERAL - NIÑOS HEROES,"CALLE SANTA RITA NO 230, LOMAS DEL PADRE, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",LOMA DEL PADRE,CUAJIMALPA DE MORELOS,19.35199199977759,-99.30897399992044
PREESCOLAR GENERAL - CARLOS ALCALDE,"VIRREYES Y PRADO SUR, LOMAS DE CHAPULTEPEC, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
SECUNDARIA GENERAL - JOSE GUADALUPE NAJERA JIMENEZ,"CERRO MERCADO Y CERRO SAN FRANCISCO NO 263, CAMPESTRE CHURUBUSCO, DELEGACION COYOACAN, MEXICO DF.",CAMPESTRE CHURUBUSCO,COYOACAN,19.34465400022449,-99.13206300019364
PRIMARIA GENERAL - PRESIDENTE PLUTARCO ELIAS CALLES,"AV PLUTARCO ELIAS CALLES NO 972, REFORMA IXTACCIHUATL, DELEGACION IZTACALCO, MEXICO DF.",REFORMA IZTACCIHUATL NORTE,IZTACALCO,19.39029699996,-99.1323549997
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 12 V","11 DE ABRIL NO  188, TACUBAYA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PRIMARIA GENERAL - LUIS CASTILLO LEDON,"LAGOS ZURICH Y GINEBRA, 5 DE MAYO, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PRIMARIA GENERAL - ANTONIO GARCIA CUBAS,"CALZ DE LA VIGA NO 865, CONJUNTO HABITACIONAL SANTIAGO, DELEGACION IZTACALCO, MEXICO DF.",SANTIAGO SUR,IZTACALCO,19.38987700039,-99.12216099979
PREESCOLAR GENERAL - AMERICA LATINA,"ORIENTE 233 Y CDA DE ORIENTE 233, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.",AGRICOLA ORIENTAL I,IZTACALCO,19.39763921329,-99.07785608844
PRIMARIA GENERAL - DR. SALVADOR ALLENDE,"BLVD DEL TEMOLUCO Y LA ESCOLLERA, CONJ HAB ACUEDUCTO DE GUADALUPE, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",ACUEDUCTO DE GUADALUPE (U HAB),GUSTAVO A. MADERO,19.5248360004,-99.14830900008
PRIMARIA GENERAL - REGENTE URUCHURTU,"CALLE 1 NO 26, SAN JOSE DE LA ESCALERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JOSE DE LA ESCALERA,GUSTAVO A. MADERO,19.52320046913,-99.16410750907
PRIMARIA GENERAL - ANA MARIA BERLANGA,"CALLE 507 PLAZA 2, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",DM NACIONAL,GUSTAVO A. MADERO,19.4756580001,-99.09604299996
ESCUELA SECUNDARIA TECNICA 44,"FRANCISCO DEL PASO Y TRONCOSO Y CALLE DEL ROSAL S/N, PUEBLO MAGDALENA ATLAZOLPA, DELEGACION IZTAPALAPA, MEXICO DF.",LA NUEVA ROSITA,IZTAPALAPA,19.37742176395,-99.10849137138
PREESCOLAR GENERAL - PROFR. BALDOMERO SAMANO MUÐOZ,"ARQUEOLOGOS 106 Y RIO CHURUBUSCO, EL RETONO, DELEGACION IZTAPALAPA, MEXICO DF.",EL RETOO,IZTAPALAPA,19.37247400034,-99.12334900022
ESCUELA SECUNDARIA TECNICA 115,"AV. DEL PARAISO ESQ. CAPULIN, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF.",SAN MIGUEL TEOTONGO III,IZTAPALAPA,19.33932362644,-98.99257647763
PRIMARIA GENERAL - PROFR. JOSE DAVILA,"AV.NAUTLA NO.69, CASA BLANCA, DELEGACION IZTAPALAPA, MEXICO DF.",CASA BLANCA,IZTAPALAPA,19.33254531399,-99.06845068457
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - JUAN HUARTE DE SAN JUAN","CAMINO CERRO DE LA ESTRELLA S/N EDIF 5, EL SANTUARIO, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA MARIA DEL MONTE,IZTAPALAPA,19.35461755431,-99.09052913971
PRIMARIA GENERAL - JULIO CORTAZAR,"AV.JUAN CRISOSTOMO BONILLA S/N, UNIDAD HAB IGNACIO ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF.",JUAN ESCUTIA II,IZTAPALAPA,19.38719899973,-99.03650599987
PREESCOLAR GENERAL - CARLOS CHAVEZ,"CIRCUITO RIO MIXTECO S/N, CONJ HAB REAL DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF.",PASEOS DE CHURUBUSCO,IZTAPALAPA,19.38593999998,-99.08127200002
PREESCOLAR GENERAL - TLAMATINI,"FELIPE ANGELES S/N, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF.",SAN MIGUEL TEOTONGO III,IZTAPALAPA,19.3398250000712,-98.99029299999
SECUNDARIA GENERAL - UNION DE REPUBLICAS SOCIALISTAS SOVIETICAS,"CIENFUEGOS NO 1069, LINDAVISTA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.50102100004,-99.122765
SECUNDARIA GENERAL - GUSTAVO A MADERO,"PUERTO MAZATLAN Y MOCTEZUMA, LA PASTORA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA PASTORA,GUSTAVO A. MADERO,19.52368062239,-99.13983109455
PRIMARIA GENERAL - LUIS GONZALEZ OBREGON,"ENRIQUE REXAMEN 8, NARVARTE, DELEGACION BENITO JUAREZ, MEXICO DF..",PIEDAD NARVARTE,BENITO JUAREZ,19.40268200007878,-99.15845200003916
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 2","CASTILLA NO  148, ALAMOS, DELEGACION BENITO JUAREZ, MEXICO DF..",ALAMOS II,BENITO JUAREZ,19.397658910193,-99.14274207373268
PREESCOLAR GENERAL - TLAHUI OLLIN,"EL ROBLE S/N ESQ. AV. NUEVO LEON, BARRIO CALTONGO, DELEGACION XOCHIMILCO, MEXICO DF.",CALTONGO (BARR),XOCHIMILCO,19.25803770757,-99.08004229548
PRIMARIA GENERAL - CARLOS GARCIA,"NARCISO MENDOZA NO 19, SANTA MARIA NATIVITAS, DELEGACION XOCHIMILCO, MEXICO DF.",SANTA MARIA NATIVITAS (PBLO),XOCHIMILCO,19.24381699968,-99.09222200006
PRIMARIA GENERAL - RUMANIA,"AV PANAMERICANA S/N, PEDREGAL DE CARRASCO, DELEGACION COYOACAN, MEXICO DF.",VILLA PANAMERICANA 3ERA. SECCIN (U HAB),COYOACAN,19.30961099961738,-99.17010499995412
PREESCOLAR GENERAL - HEROES DEL MOLINO DEL REY,"JULIAN DE LOS REYES NO 14, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF.",JUAN ESCUTIA I,IZTAPALAPA,19.3985990004,-99.05557600002
PREESCOLAR GENERAL - REPUBLICA DE CHECOSLOVAQUIA,"MANUEL CAÐAS Y VILLA FEDERAL S/N, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF.",DESARROLLO URBANO QUETZALCOATL  II,IZTAPALAPA,19.327175703285,-99.04432140319
PRIMARIA GENERAL - NICOLAS GARCIA DE SAN VICENTE,"CHILPANCINGO SUR NO.60, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF.",ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA,19.36380799986,-98.9977360001
PRIMARIA GENERAL - ALBERTO MASFERRER,"SUR 103 A NO 604 Y AGUSTIN YAÐEZ, SECTOR POPULAR, DELEGACION IZTAPALAPA, MEXICO DF.",SECTOR POPULAR,IZTAPALAPA,19.36590399984,-99.118481
SECUNDARIA GENERAL - JOSE NATIVIDAD MACIAS,"LIC NATIVIDAD Y FRANCISCO ANDRADE, SAN MIGUEL, DELEGACION IZTAPALAPA, MEXICO DF.",CONSTITUCION DE 1917 I,IZTAPALAPA,19.35115745365,-99.06726060592
PREESCOLAR GENERAL - DR. ALFONSO ORTIZ TIRADO,"PLAZA GUARDIOLA Y PZA BUENAVISTA, DOCTOR ALFONSO ORTIZ TIRADO, DELEGACION IZTAPALAPA, MEXICO DF.",DR ALFONSO ORTIZ TIRADO,IZTAPALAPA,19.38698932595,-99.07665313382
PREESCOLAR GENERAL - ITZURI,"MATAMOROS Y FRANCISCO JAVIER MINA S/N, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA,19.34163701633,-99.03635006919
PRIMARIA GENERAL - FRANCISCO MARQUEZ,"AV.YUCATAN NO.30, PUEBLO SN SEBASTIAN TECOLOXTITLA, DELEGACION IZTAPALAPA, MEXICO DF.",SAN SEBASTIAN TECOLOXTITLAN (PBLO),IZTAPALAPA,19.36033900027,-99.01888600017
PRIMARIA GENERAL - PROFR. ANGEL SALAS BONILLA,"VERGEL NO.6, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF.",LAS PEAS II,IZTAPALAPA,19.33972600004,-99.05008199989
PRIMARIA GENERAL - PLAN DE SAN LUIS,"AV.JUAREZ NO.4, LOS REYES CULHUACAN, DELEGACION IZTAPALAPA, MEXICO DF.",SAN SIMON CULHUACAN (BARR),IZTAPALAPA,19.33524135423,-99.11165771807
SECUNDARIA GENERAL - RAMON BETETA,"OAXACA S/N ESQ YUCATAN, PUEBLO SN SEBASTIAN TECOLOXTITLA, DELEGACION IZTAPALAPA, MEXICO DF.",SAN SEBASTIAN TECOLOXTITLAN (PBLO),IZTAPALAPA,19.36062080937,-99.01590034657
SECUNDARIA GENERAL - JAPON,"VERGEL Y 5 DE MAYO, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF.",LAS PEAS II,IZTAPALAPA,19.34067635488,-99.04888595864
PRIMARIA GENERAL - HERMANOS FLORES MAGON,"BENITO JUAREZ NO.1, IXTLAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF.",IXTLAHUACAN,IZTAPALAPA,19.34249699994,-98.99823399981
SECUNDARIA GENERAL - BERTRAND RUSSELL,"CAMPOS IDOLOS Y FORTUNA NACIONAL, AMPLIACION PETROLERA, DELEGACION AZCAPOTZALCO, MEXICO DF.",SAN ANTONIO (FRACC),AZCAPOTZALCO,19.48097346812985,-99.206535306504
SECUNDARIA GENERAL - NETZAHUALCOYOTL,"AV AQUILES SERDAN Y 1RA PRIV AQUILES SERDAN, SANTO DOMINGO, DELEGACION AZCAPOTZALCO, MEXICO DF.",ANGEL ZIMBRON,AZCAPOTZALCO,19.47066926280063,-99.18932823690037
ESCUELA SECUNDARIA TECNICA 88,"CALLE PUERTO SAN BLAS No. 59 , COLONIA PILOTO ADOLFO LOPEZ MATEOS, DELEGACION ALVARO OBREGON, MEXICO DF.",PILOTO (ADOLFO LOPEZ MATEOS),ALVARO OBREGON,19.37261899992764,-99.2311079999983
PRIMARIA GENERAL - JOSE DE JESUS IBARRA Y ROBLES,"POLVORA S/N Y AV AUSTRIACOS, COLONIA EL PARAISO, DELEGACION ALVARO OBREGON, MEXICO DF.",EL PARAISO,ALVARO OBREGON,19.39215404004692,-99.21271190316664
SECUNDARIA GENERAL - REPUBLICA MEXICANA,"ABRAHAM GONZALEZ NO 47, JUAREZ, DELEGACION CUAUHTEMOC, MEXICO DF.",JUAREZ,CUAUHTEMOC,19.42965200022882,-99.15375999982446
PRIMARIA GENERAL - DR. SAMUEL RAMOS,NA,ALFONSO XIII,ALVARO OBREGON,19.37468476582302,-99.19887045716791
PRIMARIA GENERAL - CIRILO CELIS PASTRANA,"CANARIO Y FELIPE ANGELES S/N, COLONIA BELLA VISTA, DELEGACION ALVARO OBREGON, MEXICO DF.",BELLA VISTA,ALVARO OBREGON,19.3948417615853,-99.19345795175671
PREESCOLAR GENERAL - REPUBLICA DE COLOMBIA,"GOUNOD Y LAZARO CARDENAS, EX-HIPODROMO DE PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF.",EX HIPODROMO DE PERALVILLO,CUAUHTEMOC,19.45861131935035,-99.13751455592808
PRIMARIA GENERAL - RODOLFO MENENDEZ,"SAN ILDEFONSO NO 59, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF.",CENTRO III,CUAUHTEMOC,19.43621899990599,-99.12889000007308
PRIMARIA GENERAL - IGNACIO M. ALTAMIRANO,"HEROES NO 27, GUERRERO, DELEGACION CUAUHTEMOC, MEXICO DF.",GUERRERO III,CUAUHTEMOC,19.43920899984125,-99.1472459999201
ESCUELA SECUNDARIA TECNICA 42,"GOROSTIZA ESQ TENOCHTITLAN, MORELOS, DELEGACION CUAUHTEMOC, MEXICO DF.",MORELOS I,CUAUHTEMOC,19.45189399947041,-99.12856000010645
PRIMARIA GENERAL - ROBERTO OWEN,"TRIQUIS Y TOTONACAS S/N, TEZOZOMOC, DELEGACION AZCAPOTZALCO, MEXICO DF.",TEZOZOMOC,AZCAPOTZALCO,19.49071100004872,-99.19981800000888
PRIMARIA GENERAL - MAESTRO CARLOS GONZALEZ PEÑA,"OTE 91 NO 3132 Y NTE 64-A, MARTIRES DE RIO BLANCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",MARTIRES DE RIO BLANCO,GUSTAVO A. MADERO,19.46054600237,-99.11182468668
PRIMARIA GENERAL - PROFR. TEODORO MONTIEL,"CUAUHTEMOC NO 20, ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",ARAGON LA VILLA (ARAGON),GUSTAVO A. MADERO,19.48093100021,-99.11657999994
PREESCOLAR GENERAL - MACUIZOCHITL,"BATALLA DE LOMA ALTA ESQ GUERRA, LEYES DE REFORMA, DELEGACION IZTAPALAPA, MEXICO DF.",LEYES DE REFORMA 3A SECCION I,IZTAPALAPA,19.37903177577,-99.0697243819
PRIMARIA GENERAL - PROFRA. CARMEN RAMOS DEL RIO,"AV.REVOLUCION NO.81, REFORMA EDUCATIVA, DELEGACION IZTAPALAPA, MEXICO DF.",TEPALCATES II,IZTAPALAPA,19.38845500023,-99.0554820001
PRIMARIA GENERAL - FELIPE CARRILLO PUERTO,"SIEMPREVIVA S/N, LOMAS SAN LORENZO, DELEGACION IZTAPALAPA, MEXICO DF.",LOMAS DE SAN LORENZO II,IZTAPALAPA,19.32112199976,-99.06327999999
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 5","FRAY PEDRO DE GANTE NO  43, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",VASCO DE QUIROGA,GUSTAVO A. MADERO,19.49392200028,-99.09443800002
ESCUELA SECUNDARIA TECNICA 104,"UNIDAD HABITACIONAL EL ARBOLITO DOS, UNIDAD HAB EL ARBOLILLO  2, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JOSE DE LA ESCALERA,GUSTAVO A. MADERO,19.52544033536,-99.16373879127
PRIMARIA GENERAL - PROFR. MELITON GUZMAN ROMERO,"PROLG DE TURQUESA NO 30, ESTRELLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",ESTRELLA,GUSTAVO A. MADERO,19.47205200015,-99.11615600009
PRIMARIA GENERAL - SIXTO NIETO ROJAS,"NORTE 84 NO 4538M, NUEVA TENOCHTITLAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",NUEVA TENOCHTITLAN,GUSTAVO A. MADERO,19.45681999992,-99.10417299997
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - DOLORES CARBAJAL DE GORTARI,"MIGUEL KRAMER ESQ. JARDIN, ATLANTIDA, DELEGACION COYOACAN, MEXICO DF.",ATLANTIDA,COYOACAN,19.34104612530058,-99.14649228950243
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 08 LUIS G URBINA","RETORNO 801 M-8 NO 18, EL CENTINELA, DELEGACION COYOACAN, MEXICO DF.",EL CENTINELA,COYOACAN,19.33747999996896,-99.14089899985736
PRIMARIA GENERAL - ESTEFANIA CASTAÑEDA,"CARLOTA ARMERO S/N, UNIDAD HABITACIONAL C T M, DELEGACION COYOACAN, MEXICO DF.",CTM VI CULHUACAN (U HAB),COYOACAN,19.32518000008183,-99.11479399984688
PRIMARIA GENERAL - SIRIA,"JAPON Y CANTON S/N, ROMERO RUBIO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",ROMERO RUBIO,VENUSTIANO CARRANZA,19.44215552523,-99.09963814218
PRIMARIA GENERAL - PROFR. RAFAEL CRUZ MANJARREZ,"ROSAL NO 248, SAN PEDRO MARTIR, DELEGACION TLALPAN, MEXICO DF.",SAN PEDRO MARTIR (PBLO),TLALPAN,19.26445400037,-99.16946300004
PRIMARIA GENERAL - MARTINA ISLAS,"ENSEÑANZA NO 3, SAN PEDRO MARTIR, DELEGACION TLALPAN, MEXICO DF.",SAN PEDRO MARTIR (PBLO),TLALPAN,19.26745300023,-99.16722099999
PRIMARIA GENERAL - HEROE ANTONIO REYES,"PTO MATAMOROS Y MAZATLAN S/N, AMPLIACION CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",CASAS ALEMAN (AMPL) I,GUSTAVO A. MADERO,19.47769519792,-99.08027440678
PRIMARIA GENERAL - ANTONIO CISNEROS Y CISNEROS,"CALLE DE LA BRECHA S/N, TLALPEXCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",COCOYOTES,GUSTAVO A. MADERO,19.54984999993,-99.12871700002
PRIMARIA GENERAL - PROFRA. VIRGINIA RIVERA LOZANO,NA,LOMAS DE SAN ANGEL INN,ALVARO OBREGON,19.34519999981459,-99.20878600004345
SECUNDARIA PARA TRABAJADORES - IGNACIO RAMIREZ,NA,SANTA MARIA LA RIBERA I,CUAUHTEMOC,19.45361198978437,-99.15685887155227
PRIMARIA GENERAL - PROFR. MANUEL QUIROZ MARTINEZ,"AV ANTIGUA VIA LA VENTA S/N, COLONIA LOMAS DE BECERRA, DELEGACION ALVARO OBREGON, MEXICO DF.",ARTURO MARTINEZ,ALVARO OBREGON,19.38641947402091,-99.21936460399306
PRIMARIA GENERAL - MAESTRO FELIX JIMENEZ NAJERA,"PROLG MIGUEL NEGRETE S/N, BARRIO GUADALUPE, DELEGACION TLAHUAC, MEXICO DF.",SAN MIGUEL ZAPOTITLA,TLAHUAC,19.30385999984,-99.03693399976
PREESCOLAR GENERAL - TIZAPAN,"RIO CHICO S/N, COLONIA TIZAPAN, DELEGACION ALVARO OBREGON, MEXICO DF.",TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,19.34091645629277,-99.195210592917
PRIMARIA GENERAL - LUIS PENICHE VALLADO,NA,SAN MIGUEL ZAPOTITLA,TLAHUAC,19.3119974378,-99.03787653959
PRIMARIA GENERAL - PROFRA. ENRIQUETA LEON GONZALEZ,"SANTA BALBINA Y SAN FRANCISCO, COLONIA MOLINO DE SANTO DOMINGO, DELEGACION ALVARO OBREGON, MEXICO DF.",MOLINO DE SANTO DOMINGO,ALVARO OBREGON,19.39448422879914,-99.20877476833398
ESCUELA SECUNDARIA TECNICA 116,"CALLE MONTES PIRINEOS ESQUINA MAR DE LA CRISIS, SAN FRANCISCO TLALTENCO, DELEGACION TLAHUAC, MEXICO DF.",SELENE 1a SECC,TLAHUAC,19.28897599991,-99.00830199979
PREESCOLAR GENERAL - TLAHUAC,"AVENIDA HIDALGO Y CUITLAHUAC S/N, BARRIO SAN MATEO, DELEGACION TLAHUAC, MEXICO DF.",SAN PEDRO TLAHUAC (PBLO),TLAHUAC,19.26942653838,-99.00460067627
PREESCOLAR GENERAL - MARIA LAVALLE URBINA,"RIO CHURUBUSCO Y SUR 8 S/N, CUCHILLA AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.",AGRICOLA ORIENTAL I,IZTACALCO,19.40142980084,-99.08121646514
PREESCOLAR - IGNACIO RAMIREZ,"AVENIDA RIO CONSULADO 2874, PENSADOR MEXICANO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",PENSADOR MEXICANO I,VENUSTIANO CARRANZA,19.44380800012,-99.08606100002
ESCUELA SECUNDARIA TECNICA 7,"FERROCARRIL DE CINTURA NUM 85, MORELOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",PENITENCIARIA (AMPL),VENUSTIANO CARRANZA,19.43841299998,-99.12108700017
SECUNDARIA GENERAL - OCELOTL,"PROL 2 DE ABRIL, PUEBLO SANTA CRUZ ACALPIXCA, DELEGACION XOCHIMILCO, MEXICO DF.",SANTA CRUZ ACALPIXCA (PBLO),XOCHIMILCO,19.24321498956,-99.07152660355
PRIMARIA GENERAL - CHIPRE,"PROLG CANARIAS NO 53, SAN SIMON TICUMAN, DELEGACION BENITO JUAREZ, MEXICO DF..",SAN SIMON TICUMAC,BENITO JUAREZ,19.37429200028911,-99.14595500019892
SECUNDARIA GENERAL - SILVESTRE REVUELTAS,"VILLA CUAUHTEMOC Y VILLA MOTOLIN, VILLA DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",VILLA DE ARAGON (FRACC),GUSTAVO A. MADERO,19.46636543083,-99.05953489585
PREESCOLAR GENERAL - MANUEL EDUARDO DE GOROSTIZA,"GRANJAS NO 39, LOMAS DE PALO ALTO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.38227800003261,-99.25504700005168
PRIMARIA GENERAL - PROFR. RAFAEL MOLINA BETANCOURT,"PLAN DE AYUTLA Y BANDERA, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA PURISIMA TICOMAN (BARR),GUSTAVO A. MADERO,19.51523538221,-99.13641347646
